No.,MW,AMW,nBM,RBN,nDB,nN,nO,nF,nCL,nBR,nHM,nX,H%,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,DBI,CENT,Wap,PHI,MAXDN,MWC07,SRW05,piPC10,X5v,Vindex,Yindex,CIC1,VE1_A,VE3sign_A,J_D,EE_D,VE3sign_D,VE3sign_X,WiA_Dt,EE_Dt,VE3sign_Dt,H_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,VE3sign_Dz(Z),VE3sign_Dz(v),SM1_Dz(p),SpMax_B(m),VE3sign_B(m),SpMax_B(p),SpMax_B(s),ATS3s,ATSC1m,ATSC1p,ATSC1s,SpMax2_Bh(m),SpMax3_Bh(m),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_v_4,P_VSA_i_1,P_VSA_i_2,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpAD_EA(dm),SpDiam_AEA(dm),Chi1_EA(dm),SM15_EA(ed),SM13_EA(dm),SM05_AEA(dm),SM07_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-047,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,StN,SaaO,SdS,SddssS,NssssC,NssO,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_04_DA,CATS2D_02_DL,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_01_AN,CATS2D_02_AL,CATS2D_08_AL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_08_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),F01[C-S],F02[C-S],F02[N-N],F02[O-S],F03[C-P],F03[Cl-Cl],F04[N-O],F04[O-S],F05[C-S],F05[C-Cl],F05[N-O],F05[O-Cl],F05[F-F],F06[C-S],F06[C-F],F06[C-Cl],F06[O-F],F07[C-F],F07[N-O],F08[C-Cl],F09[C-F],F09[C-Cl],F10[C-F],F10[O-O],MLOGP2,ALOGP,ALOGP2,BLTF96,Class
2484,362.36,9.794,14,3,3,2,4,3,0,0,1,3,35.1,37.8,5.4,10.8,8.1,2,2,0,1,0,0,71.263,83.933,0,0,0,0,0,0,4.301,770,4802,4.445,6.007,9.379,2.398,6.76,2.081,0.342,1.026,1.265,4.134,-1.551,2.2136,106.422,-8.535,-0.779,7.138,167.785,-2.061,477.268,13.9862,4.311,-1.672,-2.435,-4.719,-2.568,4.722,-2.587,4.041,8.513,6.025,5.941,4.15,70.916,3.968,3.785,7.999,24.412,60.521,0,0,0,0,6.046,79.598,6.046,18.998,54.617,46.811,0,0,3.825,13.551,7.191,16.68,38.374,17.441,-0.45,-0.818,-1,2.95,0,0,1,0,2,0,0,3,1,9,3,0,0,0,0,0,-0.924,-3.049,0,0,0,3.822,0,0,0,-4.118,1,0,0,0,0,1,1,2,1,3,0,6,0,6,0,4,3,0,0,54,0,0,0,84,0,0,0,0,15,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,2,0,0,0,0,1,6,0,6,3,4,0,3,0,3,0,7.594,2.492,6.211,-3.73,herbicides
2485,609.64,8.467,32,13,2,5,8,0,0,0,0,0,37.5,44.4,6.9,11.1,0,5,5,0,3,0,0,0,800.222,0,0,0,0,0,0,4.416,5271,52146,10.506,2.588,9.76,0,8.191,2.576,0.16,0.451,2.819,5.368,-2.129,1.3121,337.593,-5.672,-2.594,12.295,558.51,-8.01,1759.766,14.76,5.37,-5.362,-3.875,-5.397,-2.61,3.898,-2.639,3.766,7.433,6.198,11.226,6.314,12.563,3.9,3.815,5.168,43.532,116.662,28.03,0,0,0,0,243.698,0,58.022,185.676,151.7,0,0,2.612,17.411,6.157,48.534,36.312,0,1.714,1.317,1,0.933,0,0,2,0,4,0,0,3,2,27,0,0,0,7,0,0,-0.498,1.572,0,0,4.26,16.777,0,0,0,0,0,7,0,0,0,0,0,11,1,15,12,4,0,16,20,14,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27.777,7.671,58.849,-5.87,herbicides
2486,378.96,7.895,13,11,1,2,2,0,1,0,2,1,47.9,39.6,4.2,4.2,2.1,2,2,0,1,0,0,0,175.861,0,0,0,0,0,0,3.742,1094,6096,8.955,2.005,8.86,0,6.593,2.143,0.239,0.624,2.459,3.822,-1.683,1.6722,152.505,-0.908,-1.367,8.873,221.043,-2.04,492.122,13.5421,4.126,-1.456,-0.461,-0.715,-1.39,3.975,-2.224,3.739,7.432,5.596,9.981,4.953,6.426,3.886,3.771,5.151,8.825,22.186,47.777,0,0,0,32.22,101.604,0,68.14,65.683,155.444,0,0,4.73,11.353,6.702,6.57,34.939,20.065,0.43,-0.203,-0.787,0.946,0,0,0,0,0,1,0,1,1,8,0,2,0,1,0,7.958,-0.338,1.879,0,0,0,7.923,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,6,5,12,9,8,0,0,5,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,3,2,1,0,0,3,0,2,0,0,0,2,0,1,0,0,26.877,7.155,51.195,-5.8,herbicides
2487,257.81,6.968,6,6,0,5,0,0,1,0,1,1,54.1,29.7,13.5,0,2.7,1,1,0,0,0,0,0,60.476,0,0,0,0,0,0,3.391,284,1207,5.756,1.413,8.586,0,3.056,0.801,0.464,1.391,3.005,3.627,-1.171,2.6341,62.985,NA,-0.846,5.544,90.137,NA,219.852,12.7391,3.081,NA,NA,NA,-1.337,3.965,-1.397,3.566,5.165,5.18,8.82,2.648,5,3.537,3.503,4.512,35.301,6.249,45.59,0,0,0,0,50.165,0,14.864,41.549,74.449,0,0,0.8,3.2,5.252,32.315,34.031,0.104,-0.838,-1.618,-1.773,0.8,0,0,0,0,0,4,0,0,0,8,0,12,0,0,0,3.423,0,1.553,0,4.112,0,12.801,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,6,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12.011,3.563,12.694,-4.34,herbicides
2488,391.36,10.035,8,4,3,3,4,5,0,0,1,5,35.9,30.8,7.7,10.3,12.8,2,2,0,0,0,0,153.916,0,0,0,0,0,0,0,4.743,925,4940,5.104,6.306,9.419,3.045,5.8,2.938,0.335,0.999,1.767,4.067,-1.336,2.2074,115.79,-2.3,-3.483,7.01,172.788,-2.29,470.587,13.7328,4.025,-3.94,-2.225,-2.917,-2.886,4.703,-1.429,3.973,8.513,6.074,5.723,4.308,89.313,3.942,3.645,8.365,26.047,128.953,0,0,0,0,6.046,59.292,6.046,15.313,27.823,23.371,0,0,4.083,27.945,7.128,20.55,38.837,18.299,-0.495,-0.801,-1,3.825,1,1,0,0,1,1,0,1,0,5,2,6,0,2,0,-1.419,-0.475,-3.611,0,0,3.377,3.072,0,0,0,-4.365,2,2,0,0,0,0,0,2,3,2,3,3,0,7,6,0,0,0,0,76,0,0,0,125,0,0,0,0,27,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,4,0,0,0,8,0,6,5,2,0,8,0,4,0,3.058,2.907,8.452,-2.88,herbicides
2489,434.4,10.343,18,6,2,6,5,3,0,0,1,3,31,33.3,14.3,11.9,7.1,3,4,1,0,0,0,61.628,182.985,0,0,120.4,0,0,0,4.472,1256,16000,5.65,6.231,9.581,2.398,7.629,2.314,0.247,0.706,1.388,3.878,-2.822,1.7379,154.069,-2.5,-2.968,9.867,282.932,-1.981,845.895,15.6178,4.146,-2.285,-2.62,-2.046,-2.812,4.722,-3.091,4.014,8.513,5.959,5.384,3.618,55.453,4.048,3.774,7.999,32.649,98.929,11.528,0,0,0,5.807,90.774,5.807,22.366,61.813,22.138,0,0,3.825,12.811,6.775,20.636,39.524,17.441,0.505,0.213,-0.488,0.86,0,0,0,0,3,0,0,1,1,11,0,0,0,3,0,0,0,-3.759,0,0,0,15.17,0,0,0,-4.848,1,3,0,0,0,3,0,8,2,13,6,4,0,5,2,1,0,1,0,123,0,0,0,108,0,0,0,0,12,0,0,0,0,0,0,0,0,1,3,6,0,0,0,11,0,1,0,4,0,0,2,6,0,0,0,1,0,3,0,6,1,6.392,2.762,7.63,-3.54,herbicides
2490,242.06,12.103,12,1,1,1,2,0,2,0,2,2,25,50,5,10,10,2,3,1,1,0,0,0,63.096,0,0,0,54.363,0,0,2.345,188,1965,2.609,2.763,8.769,0,6.266,1.151,0.399,1.267,0.838,3.55,-1.898,2.0872,45.983,-2.015,-1.477,8.057,113.244,-1.689,333.195,14.9616,3.242,-2.621,-1.489,-1.368,-1.285,4.087,-3.014,3.923,7.478,5.21,0.366,1.288,19.085,3.826,3.358,6.351,0,23.951,0,0,0,0,0,53.29,0,15.814,37.476,112.485,0,0.91,1.437,2.873,5.67,3.376,36.292,0,-1.174,-1.68,-2,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,-1.097,0.636,0,0,0,3.966,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,4,0,3,5,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7.609,2.95,8.7,-3.73,herbicides
2491,500.9,10.222,12,5,6,4,5,4,1,0,2,5,34.7,34.7,8.2,10.2,10.2,2,2,0,1,0,0,0,233.626,0,0,0,0,0,0,5.148,1698,11290,7.321,6.285,9.635,0,6.857,2.071,0.301,0.853,1.477,4.665,-2.355,2.1988,186.25,-3.062,-0.985,8.446,266.399,-2.948,795.547,16.8616,4.626,-5.527,-3.612,-3.016,-2.856,4.701,-3.619,3.874,8.513,6.328,6.617,4.368,86.443,4.057,3.846,8.201,34.443,64.963,19.236,0,0,0,5.569,105.637,5.569,35.006,70.639,88.413,0,0,3.838,17.446,6.493,35.508,38.7,17.485,0.661,0.322,-0.502,1.762,0,0,4,0,2,0,1,1,3,10,0,6,0,0,0,0,-5.968,-3.415,0,0.961,0,0,0,0,0,-4.334,1,0,0,0,0,0,1,7,0,5,0,6,0,7,0,1,2,4,0,112,22,0,0,164,30,0,0,0,40,5,0,34,0,0,0,0,0,0,3,2,0,0,0,2,0,2,0,1,0,0,1,5,2,1,7,5,4,8,1,2,0,6.818,2.644,6.989,-3.61,herbicides
2492,195.19,8.487,8,4,2,1,4,0,0,0,0,0,39.1,39.1,4.3,17.4,0,1,1,0,1,0,0,0,50.188,0,0,0,0,0,0,3.082,200,728,3.944,2.807,8.026,0,3.841,0.475,0.386,1.051,1.183,3.255,-1.608,2.0976,52.028,-1.133,-0.869,5.319,71.739,-0.869,143.924,10.0752,2.906,-0.919,-1.041,-0.612,-1.856,3.665,-2.522,3.604,7.477,5.375,3.8,1.997,18.564,3.51,3.25,7.429,0,3.186,0,11.219,0,0,0,60.774,0,13.392,47.381,50.567,0,0.91,2.514,10.655,6.054,4.081,32.164,11.821,-1.263,-1.924,0,2.007,0,0,1,0,0,1,0,1,0,7,0,0,0,0,0,-0.557,-1.606,0.415,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,3,0,2,0,2,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106,0.554,0.306,-2.28,herbicides
2493,292.73,8.871,13,5,1,0,4,0,1,0,1,1,39.4,45.5,0,12.1,3,2,2,0,2,0,0,0,144.12,0,0,0,0,0,0,3.162,484,3563,4.874,2.675,8.686,0,6.489,1.106,0.256,0.676,1.841,4.119,-3.682,1.6393,99.874,-3.756,NA,7.211,140.53,-1.379,326.178,11.1298,4.206,-1.47,-2.014,-1.717,-1.724,3.88,-3.002,3.662,7.477,5.64,4.908,3.116,10.848,3.839,3.539,6.351,8.825,41.231,0,0,0,0,0,104.776,0,20.141,84.635,123.784,0,0.91,2.423,8.41,5.774,15.718,31.662,11.499,-0.575,-1,-1,0.922,0,0,0,0,0,0,0,0,4,9,0,3,0,2,0,0,-1.008,2.414,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,2,7,2,4,6,2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10.11,4.085,16.689,-4.09,herbicides
2494,229.75,7.411,6,5,0,5,0,0,1,0,1,1,51.6,29,16.1,0,3.2,1,1,0,0,0,0,0,52.278,0,0,0,0,0,0,2.915,229,932,4.887,1.466,8.28,0,2.784,0.636,0.434,1.252,2.22,3.407,-0.645,2.3682,54.415,-1.793,-0.611,5.543,79.028,-1.667,176.834,11.5683,3.213,-1.72,-0.99,-1.512,-1.337,3.951,-0.892,3.536,5.171,5.066,7.027,2.08,5.073,3.549,3.407,4.536,26.476,0,45.59,0,0,0,0,37.557,0,11.081,26.476,68.159,0,0,0.4,1.6,5.083,35.673,31.684,0,-1.3,-1.776,-2,0.4,0,0,0,0,0,1,0,0,0,3,0,8,0,0,0,1.753,0,1.218,0,0,0,12.127,0,0,0,0,0,0,1,0,0,2,3,3,0,0,0,0,0,2,0,1,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8.371,3.059,9.36,-3.85,herbicides
2495,327.54,6.422,3,9,3,1,3,0,0,0,1,0,56.9,33.3,2,5.9,0,1,1,0,0,0,0,0,83.497,0,0,0,0,0,0,4,672,2436,8.997,1.689,8.819,0,4.143,2.203,0.403,1.135,3.007,3.766,-1.072,2.5981,108.645,-2.044,-0.849,6.307,135.755,-2.479,333.524,14.9033,4.507,-3.207,-1.882,-2.789,-1.57,3.754,-1.188,3.641,7.441,5.708,13.3,5.674,7.806,3.832,3.482,7.411,35.301,3.186,0,11.219,0,0,32.22,69.675,0,66.594,35.301,83.379,0,0,2.95,15.923,6.199,16.119,35.787,0,-0.335,-0.624,-1.165,2.03,2,1,4,0,0,2,0,0,0,5,4,13,0,0,0,5.002,0.965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,5,2,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.279,2.481,6.157,-3.34,herbicides
2496,232.36,6.28,7,2,1,2,1,0,0,0,0,0,54.1,37.8,5.4,2.7,0,2,2,0,1,0,0,0,117.564,0,0,0,0,0,0,2.55,311,2098,4.293,1.755,8.475,0,4.514,1.641,0.287,0.79,2.198,3.803,-1.475,1.6953,69.212,-2.088,-1.508,6.971,115.713,-3.111,260.976,10.6952,3.26,-8.595,-1.748,-2.5,-1.224,3.61,-1.341,3.548,7.43,5.368,8.907,3.514,5.945,3.752,3.366,4.771,8.825,2.757,4.276,0,0,0,0,73.377,0,17.171,56.206,66.345,0,0,1.656,3.806,5.566,18.33,32.531,6.531,-1,-1,-1.698,0.247,5,1,0,0,0,0,0,0,1,6,0,3,0,0,0,4.833,-0.088,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.422,3.124,9.759,-3.54,herbicides
2497,201.69,8.068,6,4,0,5,0,0,1,0,1,1,48,28,20,0,4,1,1,0,0,0,0,0,43.238,0,0,0,0,0,0,2.345,130,649,4.023,1.47,8.109,0,1.802,0.532,0.461,1.358,1.919,3.214,-0.609,2.3297,41.753,NA,-0.515,5.256,64.107,NA,142.521,10.7001,2.805,NA,NA,NA,-1.337,3.949,-0.823,3.531,5.17,4.826,5.099,1.463,3.547,3.445,3.354,4.533,17.65,0,45.59,0,0,0,0,28.303,0,10.653,17.65,56.799,0,0,0.4,1.6,5.071,30.673,31.49,0,-1.747,-2,0,0.4,0,0,0,0,0,2,0,0,0,4,0,6,0,0,0,1.512,0,1.193,0,0,0,11.88,0,0,0,0,0,0,1,0,0,2,2,3,0,0,0,0,0,2,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5.165,2.158,4.658,-3.32,herbicides
2498,213.35,7.357,6,5,0,5,0,0,0,0,1,0,51.7,27.6,17.2,0,0,1,1,0,0,0,0,0,47.429,0,0,0,0,0,0,2.55,160,786,4.802,1.039,8.208,0,1.802,0.803,0.456,1.348,2.168,3.297,-0.779,2.3884,47.5,NA,-0.783,5.407,71.49,NA,161.226,11.275,2.805,NA,NA,NA,-1.283,3.937,-0.985,3.567,5.041,4.899,7.288,2.257,4.951,3.54,3.354,4.313,24.841,0,4.491,0,0,0,32.22,33.543,0,40.922,24.841,49.87,0,0,2.95,7.5,6.331,30.697,31.809,0,-1.51,-1.861,0,0.4,0,0,0,0,1,2,0,0,0,7,0,6,0,0,0,1.618,0,1.984,0,0,0,12.63,0,0,0,0,0,0,1,0,0,2,2,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.165,2.366,5.596,-3.32,herbicides
2499,223.38,5.728,1,4,1,2,1,0,0,0,0,0,59,33.3,5.1,2.6,0,1,1,0,0,0,0,49.733,0,0,0,0,0,0,0,3.606,258,1023,5.074,1.678,8.454,2.398,1.609,1.263,0.413,1.162,2.39,3.616,-1.438,2.3429,62.412,-2.08,-2.282,5.158,78.993,-2.848,167.437,10.9646,3.525,-0.799,-1.951,-1.16,-1.224,3.49,-1.782,3.34,7.429,5.385,9.779,3.634,6.62,3.558,3.352,4.783,25.618,0,16.047,0,0,0,0,75.892,0,14.414,39.444,54.824,0,0,1.704,6.336,5.553,13.829,33.302,6.909,-1.305,-1.585,-1.929,0.871,3,1,0,0,2,0,0,0,0,8,0,2,0,0,0,4.048,-0.011,0,0,1.571,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.277,NA,NA,-3.34,herbicides
2500,420.83,10.521,15,6,4,6,7,0,1,0,2,1,32.5,30,15,17.5,2.5,2,2,0,0,0,0,87.879,102.847,0,0,0,0,0,0,4.416,1058,6496,6.48,5.558,9.351,2.398,6.047,1.948,0.286,0.795,1.063,4.214,-1.182,1.9933,145.461,-2.233,-1.49,7.886,211.76,-2.523,547.572,14.3344,4.261,-5.602,-1.543,-1.551,-2.519,4.73,-1.564,4.019,7.717,5.89,5.359,3.21,44.652,3.959,3.841,7.475,30.162,28.084,58.025,0,0,0,5.807,63.732,5.807,24.093,41.415,51.81,0,0.91,1.629,9.855,6.74,31.16,39.212,6.319,0.396,-0.426,-0.573,1.437,0,0,1,0,3,0,0,1,0,10,0,0,0,2,0,0,-2.895,-2.358,0,0,0,11.122,0,0,0,-4.641,0,2,0,1,0,9,1,5,2,13,7,4,2,9,2,0,0,0,0,0,35,0,0,0,47,0,0,0,0,4,0,0,0,0,0,0,0,1,2,4,0,0,0,14,2,0,0,3,2,0,2,0,1,0,0,2,1,0,0,0,0,0.207,1.138,1.295,-1.78,herbicides
2501,221.58,13.034,10,0,0,3,0,3,1,0,1,4,17.6,41.2,17.6,0,23.5,2,3,1,0,0,0,25.242,32.123,0,0,48.492,0,0,0,2.828,126,1550,1.982,5.743,8.732,2.398,5.042,0.748,0.388,1.193,0.515,3.065,-1.402,1.9874,42.303,-3.263,-1.022,7.066,92.682,-0.929,256.457,12.8019,3.314,-3.368,-1.091,-0.716,-2.201,4.05,-1.547,3.833,8.513,5.422,0.616,1.261,43.41,3.713,3.306,7.999,0,75.929,2.144,0,0,0,0,35.971,0,9.688,18.524,48.625,0,0,3.825,7.651,6.462,4.795,37.026,17.441,-1.255,-1.903,-2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.808,0,0,0,6.915,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5.552,2.404,5.779,-3.39,herbicides
2502,269.56,10.368,6,4,0,0,2,0,3,0,3,3,42.3,38.5,0,7.7,11.5,1,1,0,1,0,0,0,52.608,0,0,0,0,0,0,2.828,244,939,5.153,1.846,8.393,0,4.038,1.043,0.432,1.236,1.443,3.273,-2.686,2.3582,54.166,-0.872,-1.357,5.733,81.872,-1.809,182.614,11.8785,3.099,-1.361,-0.545,-0.466,-1.037,4.129,-2.25,3.789,6.274,5.369,2.648,2.378,12.167,3.67,3.505,5.082,8.825,13.687,0,53.683,0,0,0,50.65,0,22.872,27.778,148.409,0,0,1.151,2.302,5.533,6.636,34.751,0,-1.342,-1.585,-2,0,0,0,0,1,0,2,0,1,3,7,0,3,0,0,0,0.475,0,1.993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1,6,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,0,0,0,10.975,3.465,12.008,-4.21,herbicides
2503,283.83,6.923,7,5,1,1,2,0,1,0,1,1,53.7,36.6,2.4,4.9,2.4,1,1,0,1,0,0,0,70.263,0,0,0,0,0,0,3.808,457,1455,6.493,1.754,8.824,0,4.437,1.627,0.498,1.57,2.298,3.733,-3.642,2.9138,71.669,-1.746,-1.942,5.684,105.373,-0.89,270.324,14.0067,3.072,-1.616,-1.364,-0.756,-1.337,3.811,-2.346,3.733,7.426,5.519,9.457,4.054,6.494,3.767,3.488,4.744,37.359,9.128,0,11,0,0,0,89.596,0,23.809,68.912,102.959,0,0,2.115,7.715,5.833,15.866,37.022,9.688,-0.592,-1.342,-1.544,0.86,0,0,0,1,1,2,0,2,1,11,0,3,0,0,0,1.342,-0.088,3.211,0,1.769,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,7,7,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9.155,3.577,12.791,-3.96,herbicides
2504,328.79,9.67,11,3,5,0,5,0,1,0,2,1,38.2,41.2,0,14.7,2.9,2,2,0,1,0,0,0,143.975,0,0,0,0,0,0,3.464,522,3654,4.313,4.36,9.1,0,5.374,2.29,0.323,0.939,1.573,4.194,-2.141,2.0153,89.674,-2.37,-2.144,7.133,146.195,-1.568,393.567,12.8903,4.107,-1.574,-1.179,-1.958,-1.859,4.718,-2.402,4.009,7.717,5.972,5.776,3.827,37.43,3.988,3.776,7.455,7.19,8.237,0,0,0,0,6.046,66.86,6.046,31.241,35.619,78.367,0,0,2.95,17.703,7.18,11.557,37.312,12.536,-0.347,-1,-1.24,2.618,3,1,1,0,1,0,0,1,2,6,5,0,0,0,0,0.852,-1.464,-0.1,0,0,0,0,0,0,0,-3.444,0,0,0,0,0,0,0,1,0,3,0,2,0,6,0,4,4,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1.974,1.604,2.572,-2.58,herbicides
2505,221.7,8.211,8,2,1,1,1,0,1,0,1,1,44.4,44.4,3.7,3.7,3.7,1,1,0,1,0,0,0,53.584,0,0,0,0,0,0,3.391,251,735,4.357,1.853,8.408,0,0,0.89,0.491,1.539,1.434,3.446,-1.112,2.6044,49.453,-2.468,-1.271,4.781,69.692,-0.513,163.4,10.716,2.926,-1.253,-1.767,-1.211,-0.958,3.748,-1.261,3.603,7.426,5.28,4.657,2.355,7.756,3.737,3.482,5.428,8.825,2.757,52.123,0,0,0,0,106.869,0,10.311,59.331,135.707,0,0,2.118,6.928,5.845,13.436,35.636,9.711,-1.338,-1.827,-2,0.97,0,0,0,0,0,1,0,0,1,8,0,3,0,0,0,-0.069,-0.187,0.772,0,1.521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9.039,3.471,12.048,-3.95,herbicides
2506,396.34,10.712,11,4,5,4,6,3,0,0,1,3,29.7,32.4,10.8,16.2,8.1,2,2,0,1,0,0,80.351,98.779,0,0,0,0,0,0,4.583,992,5921,5.582,6.402,9.331,2.398,5.906,1.746,0.301,0.858,1.196,4.041,-0.901,2.0551,132.319,-3.624,-0.569,7.825,201.491,-2.453,525.211,14.2605,4.085,-5.198,-2.142,-2.019,-2.812,4.715,-1.401,3.981,8.516,5.946,4.204,3.268,77.251,3.809,3.732,7.999,19.279,90.337,12.937,44.88,9.817,0,5.807,86.733,5.807,19.732,63.311,37.905,0,0,4.032,19.685,6.719,14.69,38.516,18.126,0.027,-0.489,-1,1.808,0,0,0,1,2,0,0,0,2,10,0,0,0,2,0,0,-2.839,-2.007,0,0.955,3.445,0,0,0,0,-4.812,1,2,0,0,0,3,0,8,3,9,6,3,0,1,6,3,1,0,0,99,0,0,0,129,0,0,0,0,15,0,0,0,0,0,0,0,0,1,3,3,0,0,0,5,0,1,0,3,0,0,1,3,0,6,3,1,0,3,0,3,0,1.418,3.316,10.996,-2.4,herbicides
