No.,MW,AMW,nBM,RBN,nDB,nF,nX,C%,N%,O%,nCIC,nCIR,Rbrid,NRS,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,CENT,ICR,Wap,PHI,MAXDN,LOC,MWC07,SRW05,Vindex,Yindex,IC2,CIC1,VE3sign_A,EE_D,VE3sign_D,VE3sign_X,EE_Dt,VE3sign_Dt,H_D/Dt,Chi_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,SM1_Dz(p),SpMax_B(m),SpMax_B(p),SpMax_B(s),ATS5s,ATSC1m,ATSC1p,ATSC1s,GATS7s,GATS8s,SpMax2_Bh(p),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_MR_7,P_VSA_v_4,P_VSA_e_4,P_VSA_i_1,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpDiam_AEA(dm),SM15_EA(ed),SM13_EA(dm),SM06_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-048,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,SaaNH,SaaO,SddssS,NssssC,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_02_DL,CATS2D_02_AA,CATS2D_09_AA,CATS2D_05_AP,CATS2D_01_AN,CATS2D_02_AL,CATS2D_09_PL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_09_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(O..Cl),T(O..Br),T(S..S),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(Cl..Cl),F02[N-N],F03[C-Cl],F04[C-S],F04[N-O],F04[O-S],F05[O-S],F07[C-Cl],F07[N-O],F08[C-Cl],F08[C-Br],F10[C-S],F10[O-O],MLOGP2,ALOGP,ALOGP2,Class
1275,693.18,5.545,4,36,4,0,0,33.6,0,5.6,1,1,0,1,0,0,0,197.276,0,0,0,0,0,0,0,9583,4.203,18941,31.459,2.526,4.105,9.19,2.398,0.23,0.551,3.593,4.645,-5.129,655.039,-6.868,-11.247,675.6,-7.261,1258.918,1.074,26.3125,5.554,-2.284,-2.241,3.54,3.338,7.433,6.598,31.684,13.478,14.751,1.184,1.429,3.709,7.43,17.65,22,0,96.367,0,37.905,0,0,0,0,94.534,55.555,126.522,0,0,2.443,5.627,35.145,12.293,1.473,1.184,2.443,3,0,0,1,0,2,4,0,0,0,4,0,0,2,0,31.265,-0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,32,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.498,12.715,161.674,Surfactants
1276,256.56,4.581,0,13,0,0,0,30.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,2.948,926,11.992,0.377,2.948,7.808,0,0.459,1.096,2.534,4.414,-0.531,106.66,-1.891,-1.107,106.66,-1.891,153,1,17,NA,NA,-0.47,3.316,3.101,3.923,5.238,13.905,5.579,5.618,0.858,0.882,3.636,4.241,34.014,0,0,0,0,0,0,0,0,0,32.52,34.014,39.24,0,0,1.2,5.442,34.465,2.46,-1,-1.689,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,18.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.917,NA,NA,Surfactants
1277,430.7,5.667,1,20,1,0,0,31.6,0,7.9,1,1,0,1,0,0,0,114.169,0,0,0,0,0,0,0,1920,3.631,5949,16.592,2.478,3.866,8.785,2.398,0.231,0.544,3.227,4.098,-4.656,270.845,-1.692,-3.091,294.003,-3.07,495.382,1.134,17.0175,4.712,-1.3,-2.104,3.497,3.316,7.431,6.138,19.578,7.965,11.751,0.76,0.964,3.666,6.498,8.825,11,0,139.05,0,0,0,0,0,0,56.929,8.825,49.378,0,0,2.443,5.656,34.802,11.599,0.612,-0.138,0.86,3,0,0,1,0,2,0,0,0,0,2,0,0,1,0,19.324,-0.336,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.691,5.715,32.665,Surfactants
1278,362.62,5.412,0,22,0,0,0,29.9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,3.684,2600,23.62,1.442,3.684,7.926,0,0.389,0.9,2.814,4.32,-4.438,216.732,NA,-2.682,216.732,NA,300,1,24,NA,NA,-1.946,3.104,2.967,6.267,5.661,17.464,6.58,7.042,0.497,0.969,3.565,4.73,8.825,0,0,86.683,0,0,0,0,0,0,62.084,8.825,34.171,0,0,0.86,4.523,0,0,0.126,-0.618,0.86,0,0,0,4,0,9,0,0,0,0,0,2,0,0,0,18.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.293,4.097,16.783,Surfactants
1279,347.12,5.105,0,17,0,0,1,30.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,3.393,1932,17.265,0.765,3.393,8.116,0,0.421,0.99,2.564,4.605,-0.935,174.209,-2.274,-2.078,174.209,-2.274,253,1,22,NA,NA,-0.342,3.649,3.137,4.591,5.507,17.599,7.057,6.547,0.754,0.784,3.665,4.278,25.618,0,23.542,0,0,0,0,39.149,0,0,45.079,25.618,88.526,0,0,1.345,5.583,35.637,3.864,-0.278,-1,0.395,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,24.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,14,9,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,9.724,NA,NA,Surfactants
1280,286.461,6.366,2,13,2,0,0,28.9,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,2.948,902,13.862,4.085,2.948,7.904,0,0.475,1.145,2.483,3.743,-0.731,103.894,-1.582,-1.107,103.894,-1.582,153,1,17,NA,NA,-1.188,4.681,13.502,7.719,5.235,15.576,8.192,8.438,0.841,0.938,3.905,6.999,8.825,0,0,0,0,7.75,0,0,7.75,7.75,28.78,8.825,36.705,0,0,2.925,7.045,35.637,0,-1,-1.664,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,13.822,0,0,0,0,0,0,0,0,-3.168,0,0,0,0,0,3,0,0,0,0,0,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.208,NA,NA,Surfactants
1281,262.94,5.259,0,11,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,2.911,754,11.508,0.766,2.911,7.856,0,0.49,1.191,2.91,4.034,-0.692,91.961,-1.456,-1.418,91.961,-1.456,136,1,16,NA,NA,-0.342,3.649,3.137,4.591,5.153,13.09,5.012,5.198,0.809,0.869,3.622,4.261,25.618,0,23.542,0,0,0,0,39.149,0,0,29.872,25.618,73.319,0,0,1.345,5.554,35.637,3.864,-1.255,-1.837,0.395,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,16.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,3.013,NA,NA,Surfactants
1282,428.68,5.793,2,19,2,0,0,32.4,0,8.1,1,1,0,1,0,0,0,114.169,0,0,0,0,0,0,0,1920,3.631,5949,16.222,2.482,3.866,8.785,2.398,0.231,0.544,3.827,3.682,-4.656,270.845,-1.692,-3.091,294.003,-3.07,495.382,1.134,17.0175,4.712,-1.3,-2.104,3.497,3.316,7.431,6.123,18.882,7.762,13.709,0.812,1.026,3.668,6.498,8.825,11,0,139.05,0,18.952,0,0,0,0,51.86,27.778,63.261,0,0,2.443,5.578,34.802,11.599,0.612,-0.138,0.86,3,0,0,1,0,2,2,0,0,0,2,0,0,1,0,15.779,-0.347,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.968,5.271,27.78,Surfactants
1283,304.6,5.077,2,15,2,0,0,35,1.7,0,1,1,0,1,0,0,0,0,93.446,0,0,0,0,0,0,804,3.3,2746,13.39,0.321,3.446,8.127,0,0.236,0.556,2.755,3.936,-2.021,157.076,-1.992,-4.043,180.252,-1.947,288.497,1.196,13.1527,4.117,-0.917,-0.47,3.414,3.331,4.36,5.368,15.048,6.389,8.116,0.844,0.874,3.675,4.259,8.825,3.124,23.542,0,0,28.429,0,0,0,0,37.589,59.698,72.737,0,0,0.8,4.798,29.108,0.054,-0.256,-1,0,0,0,4,0,0,1,3,0,0,2,0,2,0,0,0,21.263,0,0,0,2.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.272,NA,NA,Surfactants
1284,286.56,4.941,0,17,0,0,0,31,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,3.322,1330,18.848,1.349,3.322,7.663,0,0.419,0.983,2.446,4.324,NA,138.565,NA,NA,138.565,NA,190,1,19,NA,NA,-1.224,3.028,2.985,6.267,5.367,14.599,6.121,6.738,0.743,0.793,3.624,4.553,8.825,0,0,53.683,0,0,0,0,0,0,44.668,8.825,44.309,0,0,0.86,4.375,0,0,-0.618,-1.414,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,20.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.199,6.314,39.869,Surfactants
1285,306.04,5.101,0,16,0,0,1,30,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,3.322,1330,19.484,0.654,3.322,7.663,0,0.419,0.983,2.16,4.358,NA,138.565,NA,NA,138.565,NA,190,1,19,NA,NA,-0.342,3.578,2.992,4.562,5.345,15.936,6.133,5.169,0.769,0.807,3.651,4.266,8.825,0,38.81,0,0,0,0,38.81,0,0,61.001,8.825,88.187,0,0,0,3.958,0,0,-0.618,-1.414,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,24.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,37.614,NA,NA,Surfactants
1286,322.57,5.865,2,16,2,0,0,29.1,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,3.249,1488,14.723,5.159,3.249,7.953,0,0.428,1.009,2.393,4.032,-0.619,146.998,-2.369,-1.05,146.998,-2.369,210,1,20,NA,NA,-1.688,4.712,3.755,7.775,5.497,18.89,6.012,13.488,0.767,0.83,3.712,6.999,8.825,0,0,47.642,0,3.043,0,0,3.043,3.043,40.076,8.825,44.309,0,3.043,3.302,6.99,34.465,0,-0.792,-1.099,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,17.675,0,0,0,0,0,0,0,0,-4.242,0,0,0,0,0,6,0,0,4,1,0,14,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25.796,5.866,34.408,Surfactants
1287,500.16,16.672,2,7,2,17,17,26.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,2.443,1864,6.147,10.143,1.601,9.939,0,1.006,3.144,2.914,2.9,-3.004,132.231,NA,-1.662,132.231,NA,406,1,28,NA,NA,-3.705,4.754,3.932,8.538,7.582,3.12,4.006,347.076,0.889,0.859,3.606,8.463,0,265.266,0,39.096,10.944,1.339,0,0,1.339,1.339,0,0,0,0,1.339,4.662,7.568,44.993,19.924,-1,-1,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.893,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.048,4.157,17.284,Surfactants
1288,356.611,5.944,2,18,2,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,3.393,1932,18.725,4.094,3.393,8.116,0,0.421,0.99,2.206,4.312,-0.935,174.209,-2.274,-2.078,174.209,-2.274,253,1,22,NA,NA,-1.188,4.681,13.502,7.719,5.518,19.767,9.167,8.843,0.73,0.782,3.906,6.999,8.825,0,0,0,0,7.75,0,0,7.75,7.75,41.452,8.825,49.378,0,0,2.925,7.071,35.637,0,-0.278,-1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,21.095,0,0,0,0,0,0,0,0,-3.177,0,0,0,0,0,3,0,0,0,0,0,16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.519,NA,NA,Surfactants
1289,348.531,6.703,8,13,2,0,0,34.6,0,5.8,1,1,0,1,1,0,0,0,92.827,0,0,0,0,0,0,841,3.029,3252,11.721,4.446,3.018,8.687,0,0.299,0.749,3.216,3.218,-1.36,143.251,-0.948,-2.1,184.544,-3.29,356.595,1.336,15.3598,3.976,-1.126,-1.188,4.727,13.502,7.721,5.715,16.478,8.417,10.754,0.793,0.871,4.043,6.999,8.825,4.736,0,0,0,7.75,0,0,7.75,7.75,32.616,46.73,77.796,0,0,2.925,7.236,38.243,0,-0.268,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13.709,0,1.244,0,0,0,0,0,0,-3.53,0,0,0,0,0,3,0,0,0,0,0,16,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,26.467,NA,NA,Surfactants
1290,230.44,5.01,0,13,0,0,0,30.4,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,3,680,14.849,1.349,3,7.388,0,0.454,1.082,2.682,3.888,NA,88.538,NA,NA,88.538,NA,120,1,15,NA,NA,-1.224,3.024,2.965,6.267,5.107,11.611,4.745,5.677,0.82,0.905,3.565,4.552,8.825,0,0,53.683,0,0,0,0,0,0,34.53,8.825,34.171,0,0,0.86,4.349,0,0,-1.414,-1.962,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.27,4.489,20.155,Surfactants
1291,957.68,5.441,6,53,6,0,0,34.1,0,4.5,1,1,0,1,0,0,0,277.947,0,0,0,0,0,0,0,26222,4.41,70344,47.118,2.556,4.182,9.486,2.398,0.243,0.595,3.416,5.27,-10.423,NA,-5.89,-7.866,NA,-9.707,2544.901,1.119,38.0597,6.454,-3.563,-2.361,3.582,3.367,7.435,6.971,44.438,19.181,19.381,1.29,1.543,3.71,7.43,26.476,33,0,53.683,0,56.857,0,0,0,0,137.209,83.333,189.783,0,0,2.443,5.669,35.72,12.698,1.7,1.497,2.443,3,0,0,1,0,2,6,0,0,0,6,0,0,3,0,46.611,-1.105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,48,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.824,20.159,406.405,Surfactants
1292,142.22,5.926,1,0,0,0,0,33.3,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1.371,127,2.476,2.264,1.371,7.657,0,0.819,2.422,2.126,2.459,NA,26.116,NA,NA,26.116,NA,45,1,9,NA,NA,-1.224,3.611,3.559,6.305,4.775,5.821,2.367,14.543,0,0,3.367,6.443,35.301,0,34.061,85.367,0,34.061,0,0,0,0,0,35.301,69.362,0,0,1.128,5.064,35.207,0,0,0,1.128,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558,0.858,0.736,Surfactants
1293,348.531,6.703,8,13,2,0,0,34.6,0,5.8,1,1,0,1,1,0,0,0,92.827,0,0,0,0,0,0,851,3.241,3252,11.721,4.414,3.018,8.615,0,0.272,0.664,3.177,3.218,-1.407,154.15,-1.293,-2.1,174.247,-2.167,326.581,1.225,14.0856,4.041,-1.17,-1.188,4.724,13.502,7.721,5.463,16.478,8.417,10.643,0.814,0.871,4.032,6.999,8.825,4.736,0,0,0,7.75,0,0,7.75,7.75,32.616,46.73,77.796,0,0,2.925,7.226,37.686,0,-0.265,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14.383,0,1.469,0,0,0,0,0,0,-3.497,0,0,0,0,0,3,0,0,0,0,0,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26.467,NA,NA,Surfactants
1294,250.401,5.691,1,13,1,0,0,31.8,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,2.984,790,15.544,1.674,2.984,7.598,0,0.461,1.105,2.428,3.783,-1.44,96.516,-2.046,-1.562,96.516,-2.046,136,1,16,NA,NA,-0.906,3.418,13.502,7.431,5.111,11.275,7.243,4.473,0.843,0.941,3.718,4.305,8.825,0,0,0,0,0,0,0,0,0,37.606,8.825,39.24,0,0,2.341,5.602,26.591,11.051,-1.306,-1.854,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15.187,-0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.095,NA,NA,Surfactants
1295,302.51,5.5,1,16,1,0,0,30.9,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,3.273,1428,15.603,2.286,3.249,7.953,0,0.453,1.085,3.174,3.71,-2.603,141.366,-1.88,-2.17,141.366,-1.88,210,1,20,NA,NA,-1.758,3.384,3.128,7.431,5.604,13.915,5.647,7.334,0.881,0.835,3.6,6.499,8.825,11,0,85.367,0,0,0,0,0,0,42.198,8.825,39.24,0,0,2.443,5.633,27.753,11.599,-0.605,-1.335,0.286,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,13.721,-0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.483,4.656,21.679,Surfactants
1296,367.1,5.562,6,15,0,0,1,34.8,1.5,0,1,1,0,1,1,0,0,0,106.17,0,0,0,0,0,0,1095,3.254,3587,12.283,0.761,3.395,8.615,0,0.264,0.642,3.324,3.845,-1.449,179.63,-1.261,-2.328,208.854,-5.414,378.011,1.21,15.1211,4.302,-0.989,-0.342,3.905,3.66,4.842,5.685,16.954,6.939,8.826,0.788,0.775,3.719,4.385,25.618,6.686,0,0,0,39.149,0,39.149,0,0,41.312,63.523,119.479,0,0,1.26,5.626,36.116,3.05,0.053,-0.753,0.245,0,0,0,0,2,2,0,1,1,0,0,2,0,0,0,19.25,0,2.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,14,10,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,11.993,NA,NA,Surfactants
1297,306.521,5.474,1,17,1,0,0,32.1,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,3.309,1506,19.551,1.67,3.309,7.827,0,0.423,0.993,2.199,4.252,-1.813,149.014,-2.742,-2.031,149.014,-2.742,210,1,20,NA,NA,-0.906,3.418,13.502,7.431,5.37,14.347,8.067,5.901,0.75,0.806,3.737,4.307,8.825,0,0,0,0,0,0,0,0,0,47.744,8.825,49.378,0,0,2.341,5.622,26.591,11.051,-0.483,-1.323,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,21.064,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.341,NA,NA,Surfactants
1298,516.19,15.642,2,8,2,17,17,24.2,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,2.434,2011,6.608,9.88,1.667,9.978,0,1.027,3.235,3.651,2.412,-2.675,137.942,-4.804,-1.407,137.942,-4.804,435,1,29,NA,NA,-3.719,4.754,3.932,8.536,7.603,3.019,4.057,338.908,1.124,0.873,3.604,8.451,0,250.306,0,39.096,10.944,1.339,0,0,1.339,1.339,0,0,0,39.327,1.339,4.662,7.568,45.145,19.924,-1,-1,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.86,8,0,0,1,0,3,0,0,3,0,0,0,0,0,0,83,0,0,0,0,0,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.433,NA,NA,Surfactants
1299,266.36,6.054,1,12,1,0,0,27.3,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,2.911,776,11.298,5.048,2.911,7.755,0,0.471,1.134,2.705,3.484,-0.5,94.621,-1.739,-0.768,94.621,-1.739,136,1,16,NA,NA,-1.665,4.45,3.81,7.481,5.271,15.891,4.915,19.039,0.868,0.973,3.692,6.437,8.825,0,0,81.185,0,3.143,0,0,3.143,3.143,29.938,8.825,34.171,0,3.143,0,5.085,34.465,0,-1,-1.849,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,12.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.186,3.81,14.516,Surfactants
1300,346.52,5.974,1,14,1,0,0,31,0,10.3,1,1,0,1,0,0,0,86.34,0,0,0,0,0,0,0,992,3.241,3118,11.468,2.476,3.337,8.66,2.398,0.274,0.671,3.634,3.476,-3.731,163.563,-1.292,-2.212,185.268,-3.248,332.767,1.194,14.3276,4.307,-0.998,-2.104,3.497,3.316,7.431,5.965,14.871,5.912,16.175,0.876,1.124,3.658,6.498,8.825,11,0,139.05,0,0,0,0,0,0,41.721,8.825,34.171,0,0,2.443,5.617,34.802,11.599,-0.199,-1,0.86,3,0,0,1,0,2,0,0,0,0,2,0,0,1,0,10.763,-0.343,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375,2.978,8.869,Surfactants
1301,395.16,5.488,6,17,0,0,1,34.7,1.4,0,1,1,0,1,1,0,0,0,117.086,0,0,0,0,0,0,1379,3.394,4473,13.975,0.76,3.578,8.66,0,0.248,0.595,3.199,4.041,-1.565,214.018,-1.4,-2.559,243.947,-4.137,430.697,1.185,15.9927,4.514,-1.058,-0.342,3.905,3.66,4.842,5.765,18.495,7.626,9.334,0.78,0.76,3.728,4.386,25.618,6.686,0,0,0,39.149,0,39.149,0,0,46.381,63.523,124.548,0,0,1.26,5.626,36.116,3.05,0.165,-0.572,0.245,0,0,0,0,2,2,0,1,1,0,0,2,0,0,0,22.212,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,16,12,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,15.016,NA,NA,Surfactants
1302,423.22,5.426,6,19,0,0,1,34.6,1.3,0,1,1,0,1,1,0,0,0,128.092,0,0,0,0,0,0,1717,3.522,5491,15.7,0.759,3.745,8.703,0,0.235,0.557,3.086,4.22,-1.681,251.354,-1.555,-2.794,281.919,-3.932,487.223,1.164,16.8799,4.687,-1.139,-0.342,3.905,3.66,4.842,5.839,20.028,8.312,9.834,0.775,0.75,3.735,4.386,25.618,6.686,0,0,0,39.149,0,39.149,0,0,51.45,63.523,129.617,0,0,1.26,5.626,36.116,3.05,0.403,-0.274,0.245,0,0,0,0,2,2,0,1,1,0,0,2,0,0,0,25.182,0,2.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,18,14,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,18.272,NA,NA,Surfactants
1303,116.1,9.675,3,2,3,0,0,16.7,33.3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.5,74,2.548,2.705,1.5,6.815,0,0.755,2.125,2.585,1,NA,19.111,NA,NA,19.111,NA,28,1,7,NA,NA,-1.758,3.55,3.201,6.451,4.857,1.896,0.253,33.083,0,0,2.895,6.534,0,148.711,33.326,0,0,33.326,0,0,0,0,0,0,0,0,0,1.387,4.461,25.715,4.952,0,0,1.387,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.076,0,12.35,0,5.227,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.843,1.598,2.554,Surfactants
1304,604.92,5.931,2,31,2,0,0,31.4,0,9.8,1,1,0,1,0,0,0,163.11,0,0,0,0,0,0,0,5002,3.901,15490,26.817,1.913,4.031,9.116,2.398,0.241,0.579,4.076,4.158,-4.883,471.036,-1.233,-3.852,509.311,-2.095,971.457,1.128,23.6823,5.217,-1.842,-2.565,3.499,3.304,7.431,6.457,26.304,10.268,12.896,0.977,1.036,3.688,6.462,8.825,11,11.771,183.049,0.36,18.952,0,0,0,0,72.764,27.778,65.796,0,0,2.443,5.574,35.131,11.599,1.28,0.892,1.392,3,0,0,5,0,9,2,0,0,1,2,0,0,1,0,17.062,-0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,0,16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.374,5.174,26.767,Surfactants
1305,226.4,5.39,1,4,0,0,0,33.3,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,2.156,484,5.518,2.255,2,8.314,0,0.725,2.038,2.843,3.275,NA,62.604,NA,NA,62.604,NA,120,1,15,NA,NA,-1.224,3.624,3.575,6.301,5.706,10.392,4.41,13.587,0.612,1.768,3.608,6.442,52.951,0,34.061,85.367,0,34.061,0,0,0,0,5.069,52.951,92.081,0,0,1.128,5.685,36.689,0,-1,-1.936,1.128,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.246,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,6,0,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,3.321,11.032,Surfactants
