No.,MW,AMW,nBM,RBN,nDB,nF,nX,C%,N%,O%,nCIC,nCIR,Rbrid,NRS,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,CENT,ICR,Wap,PHI,MAXDN,LOC,MWC07,SRW05,Vindex,Yindex,IC2,CIC1,VE3sign_A,EE_D,VE3sign_D,VE3sign_X,EE_Dt,VE3sign_Dt,H_D/Dt,Chi_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,SM1_Dz(p),SpMax_B(m),SpMax_B(p),SpMax_B(s),ATS5s,ATSC1m,ATSC1p,ATSC1s,GATS7s,GATS8s,SpMax2_Bh(p),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_MR_7,P_VSA_v_4,P_VSA_e_4,P_VSA_i_1,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpDiam_AEA(dm),SM15_EA(ed),SM13_EA(dm),SM06_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-048,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,SaaNH,SaaO,SddssS,NssssC,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_02_DL,CATS2D_02_AA,CATS2D_09_AA,CATS2D_05_AP,CATS2D_01_AN,CATS2D_02_AL,CATS2D_09_PL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_09_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(O..Cl),T(O..Br),T(S..S),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(Cl..Cl),F02[N-N],F03[C-Cl],F04[C-S],F04[N-O],F04[O-S],F05[O-S],F07[C-Cl],F07[N-O],F08[C-Cl],F08[C-Br],F10[C-S],F10[O-O],MLOGP2,ALOGP,ALOGP2,Class
324,218.33,5.901,1,10,1,0,0,29.7,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,2.74,496,9.792,2.283,2.707,7.638,0,0.551,1.397,3.73,2.812,-1.806,68.851,-1.447,-1.434,68.851,-1.447,105,1,14,NA,NA,-1.758,3.384,3.126,7.431,5.288,9.295,3.582,11.106,1.158,1.138,3.464,6.499,8.825,11,0,85.367,0,0,0,0,0,0,26.991,8.825,24.032,0,0,2.443,5.527,27.753,11.599,-1.546,0,0.286,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,5.365,-0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,1.919,3.682,Antibacterial
325,242.45,5.159,1,12,1,0,0,31.9,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,2.94,776,11.844,2.324,2.911,7.672,0,0.471,1.134,2.832,3.747,-2.148,94.527,-2.668,-1.674,94.527,-2.668,136,1,16,NA,NA,-1.224,3.329,3.095,7.477,5.276,11.613,5.021,6.929,0.813,0.898,3.627,6.351,17.65,0,0,0,0,0,0,0,0,0,28.79,17.65,45.53,0,0.91,2.341,5.549,26.725,11.051,-1.244,-1.847,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12.897,-0.657,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,13,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36,5.707,32.57,Antibacterial
326,2478.39,6.884,48,85,25,0,0,32.2,8.6,7.5,4,4,0,4,3,0,0,785.491,2784.155,0,0,0,0,0,0,213612,5.075,477056,74.985,3.076,2.497,10.883,2.398,0.127,0.317,5.065,5.037,-17.828,NA,-23.849,-8.262,NA,-32.542,15786.279,1.051,37.4115,9.684,-23.643,-3.944,3.763,3.632,7.488,8.452,83.539,30.295,121.909,1.308,0.982,3.856,7.466,121.918,35.39,2.757,42.683,0,16.786,0,0,32.22,0,230.183,281.728,356.942,230.28,0.91,2.95,6.093,36,12.241,2.773,2.656,2.341,0,0,0,0,1,8,0,3,0,0,6,44,2,0,0,-0.983,-23.56,1.948,0,0,0,4.051,2.885,0,0,0,3,3,4,27,1,4,2,2,3,9,41,17,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,6,0,0,3,2,107.394,-3.301,10.897,Antibacterial
327,166.62,9.257,11,0,0,0,1,44.4,11.1,0,2,3,1,1,1,0,0,0,34.61,0,0,0,29.717,0,0,218,1.823,751,2.393,0.718,0,8.068,0,0,0,2.839,1.618,NA,22.159,NA,NA,69.062,NA,190.133,3.828,14.0354,2.618,NA,-0.697,3.853,3.783,NA,NA,3.201,1.391,NA,NA,NA,3.261,NA,0,13.765,44.468,0,0,33.326,0,44.468,0,0,4.717,56.429,94.422,0,0,0,4.861,33.027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.694,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Antibacterial
328,324.33,8.316,9,5,4,0,0,33.3,10.3,15.4,3,3,0,3,0,0,0,138.688,83.445,0,0,0,0,0,0,768,2.914,7948,5.024,2.639,0.777,8.999,3.045,0.203,0.536,4.26,1.714,-1.524,125.759,-3.441,-1.886,190.007,-2.331,435.996,1.732,10.8266,4.295,-2.589,-2.361,3.905,3.63,7.815,5.544,6.98,3.046,13.43,1.212,1.577,3.639,7.433,5.67,45.315,12.211,61.747,0,14.717,0,0,0,0,34.839,39.796,18.952,0,0,2.612,5.664,33.523,12.546,-0.075,-1,2.186,1,0,1,1,0,6,0,0,0,0,0,0,0,2,0,3.948,-0.541,-0.179,0,3.351,3.965,0,0,4.939,0,0,0,0,0,0,5,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0.26,0.956,0.914,Antibacterial
329,516.79,6.08,4,6,4,0,0,36.5,0,7.1,4,10,3,1,0,0,0,59.701,211.373,0,0,101.45,233.852,0,0,2354,2.912,62762,7.759,2.619,1.611,10.134,2.398,0.23,0.689,4.714,3.444,-2.686,215.035,-2.666,-2.149,557.471,-2.923,2296.377,2.957,23.6591,5.073,-3.096,-2.104,3.832,3.803,7.478,6.923,21.326,9.547,20.15,1.106,1.807,3.834,7.433,61.776,20.557,0,85.367,0,9.476,0,0,0,0,37.934,71.253,101.086,0,0.91,2.455,6.09,43.33,11.66,1.317,0.355,1.437,9,4,3,0,0,0,1,0,0,0,3,8,0,1,0,5.618,0.868,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,2,10,0,25,45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.489,5.072,25.727,Antibacterial
330,144.24,5.548,1,6,1,0,0,30.8,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2.246,158,6.507,1.837,2.246,6.909,0,0.586,1.489,3.258,2.769,-0.591,32.778,-1.203,-0.525,32.778,-1.203,45,1,9,NA,NA,-1.224,3.347,3.044,7.435,4.528,6.395,2.558,2.814,1.493,1.811,3.328,4.455,17.65,11,0,0,0,0,0,0,0,0,21.922,17.65,27.789,0,0,2.443,5.412,24.647,11.599,0,0,0.286,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,5.23,-0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,2.262,5.118,Antibacterial
331,354.45,7.384,13,5,1,0,0,39.6,8.3,6.3,4,5,1,3,1,41.497,0,0,202.81,0,0,0,107.7,0,0,966,2.651,14864,4.568,1.504,0.881,9.457,3.714,0.218,0.634,4.762,1.85,-2.98,127.872,-2.146,-2.451,262.17,-3.307,808.937,2.422,14.0466,4.128,-2.467,-1.946,3.906,3.837,5.132,5.834,10.305,4.264,12.493,0.715,0.901,3.782,4.987,21.766,67.334,4.227,0,0,52.524,0,0,0,0,37.118,59.242,45.589,65.794,0,1.151,5.543,36.579,0,0.282,-0.514,0.86,3,1,2,0,2,0,2,3,3,0,0,1,0,3,0,2.933,0,5.263,0,0,0,8.09,0,0,0,0,1,0,0,1,1,0,0,0,6,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,5.76,2.614,6.832,Antibacterial
332,810.78,9.009,42,18,6,0,0,46.7,6.7,13.3,7,7,0,7,0,0,0,0,1573.631,0,0,0,0,0,0,9372,2.722,84198,13.28,3.328,0.431,10.116,0,0.153,0.46,3.64,3.385,NA,460.988,NA,NA,NA,NA,2985.498,1.726,14.2356,NA,NA,-2.944,3.809,3.659,7.443,7.037,11.109,7.786,34.484,0.874,0.884,3.761,7.431,0,193.682,0,0,0,100.713,0,0,0,0,62.261,222.284,132.828,0,0,1.674,5.868,37.613,0,1.81,1.693,1.674,6,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,-6.509,-0.638,0,0,0,23.783,0,0,0,0,0,0,0,0,6,21,0,0,24,0,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0.453,2.293,5.256,Antibacterial
333,254.241,8.767,9,2,3,0,0,41.4,6.9,10.3,2,3,1,1,0,0,0,0,75.472,0,0,0,64.972,0,0,NA,NA,2626,4.968,3.125,NA,8.946,0,0,0,4.225,1.297,-1.665,57.3,-3.437,-0.918,132.143,-2.161,400.857,2.615,15.6882,3.457,-2.319,-1.584,3.9,13.409,NA,NA,3.725,1.498,NA,NA,NA,3.892,NA,17.65,12.252,14.099,0,0,16.786,0,0,0,0,25.41,48.775,42.974,0,26.623,1.437,5.782,36.374,0.054,-1.097,-1.769,0.8,0,0,4,0,0,1,0,1,0,1,3,3,0,0,0,0.535,-2.332,1.585,0,1.634,0,4.257,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,Antibacterial
334,319.37,7.79,9,3,3,1,1,39,7.3,7.3,3,4,1,2,1,0,0,0,175.52,0,0,0,93.032,0,0,622,2.562,8930,4.374,2.967,0.982,9.306,0,0.274,0.814,4.285,1.719,-4.415,100.729,-2.281,-2.668,213.232,-1.861,676.58,2.463,15.3921,4.363,-2.625,-2.145,3.929,3.841,8.201,6.038,7.962,3.574,15.925,1.41,1.035,3.592,7.48,8.825,27.254,26.731,0,0,0,0,0,0,0,37.578,43.074,34.149,0,0.91,1.437,5.787,36.647,0.104,-0.089,-1,0.8,0,0,4,0,0,5,0,1,3,1,0,3,0,0,0,3.41,-2.29,0.603,0,3.603,0,0,0,0,0,0,0,0,0,1,1,0,0,2,9,0,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.046,1.269,1.611,Antibacterial
335,144.24,5.548,1,6,1,0,0,30.8,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2.246,158,6.507,2.337,2.246,6.909,0,0.586,1.489,2.98,2.7,-0.591,32.778,-1.203,-0.525,32.778,-1.203,45,1,9,NA,NA,-1.224,3.329,3.086,7.477,4.601,6.342,2.626,4.838,1.499,2.097,3.412,6.351,8.825,0,0,0,0,0,0,0,0,0,16.117,8.825,24.032,0,0.91,2.341,5.437,24.647,11.051,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5.885,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.833,2.718,7.388,Antibacterial
336,112.14,7.009,3,2,3,0,0,37.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1.906,79,3.808,2.58,1.906,6.611,0,0.68,1.812,3.406,1.094,-0.421,20.479,-0.907,-0.376,20.479,-0.907,28,1,7,NA,NA,-1.224,3.444,3.308,7.479,4.094,3.32,1.52,7.793,3.514,0,3.208,6.351,8.825,0,0,0,0,37.905,0,0,0,0,0.91,46.73,46.73,0,0.91,1.437,5.234,24.643,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,-0.914,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367,1.338,1.79,Antibacterial
337,314.4,8.733,19,4,2,0,0,41.7,11.1,5.6,3,3,0,3,2,0,0,63.573,140.876,0,0,0,0,0,0,610,2.642,6447,3.878,4.614,0.595,9.101,2.398,0.245,0.695,3.726,2.223,-1.088,101.068,-3.18,-1.012,177.847,-1.522,450.826,1.924,11.5469,3.598,-1.615,-1.688,4.711,3.975,7.716,5.723,8.347,3.298,17.275,1.722,1.103,3.862,6.999,0,20.216,0,0,0,38.875,0,0,5.807,5.807,9.392,105.586,94.762,32.897,0,0,6.686,37.972,0,-0.3,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.779,0,0,0,4.148,0,0,-3.697,0,0,0,0,3,1,0,0,0,4,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,3.879,2.395,5.734,Antibacterial
338,185.24,7.41,11,0,1,0,0,48,4,4,3,6,2,1,1,0,0,15.36,44.723,0,0,63.32,0,0,0,138,1.577,3352,1.586,1.372,0.544,8.886,2.398,0.359,1.169,3.844,1.34,-1.228,38.831,-2.234,-1.074,136.993,-2.838,439.133,4.49,17.9584,3.208,-4.662,-1.03,3.995,3.936,7.426,4.861,4.936,2.337,2.576,0.675,0,3.578,4.938,0,22.544,4.901,0,0,0,0,0,0,0,23.396,37.905,51.267,0,0,1.277,5.688,36.797,0,-1.414,-2,0,3,0,1,0,0,0,0,2,0,0,4,0,0,0,0,2.698,0.295,2.064,0,0,0,0,3.326,0,0,0,0,0,0,4,0,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.751,2.515,6.325,Antibacterial
339,266.29,8.069,10,2,0,0,0,33.3,12.1,12.1,3,4,1,2,0,0,0,79.738,44.396,0,0,66.871,0,0,0,383,2.234,5729,3.062,2.482,0.92,9.206,3.045,0.293,0.884,4.574,1.168,-2.159,71.45,-2.917,-1.528,156.526,-1.18,445.071,2.576,13.5261,3.463,-3.163,-2.104,4.004,3.855,6.328,5.665,6.724,2.395,31.501,0.996,1.163,3.614,6.453,0,13.091,16.243,139.05,0,33.571,0,0,0,0,6.616,29.041,9.476,32.897,0,1.041,5.585,36.893,0,-0.808,-1.376,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.37,0,0.281,0,0,0,8.035,0,0,0,0,1,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0.882,-1.451,2.107,Antibacterial
340,165.13,10.321,8,0,2,1,1,50,6.3,12.5,2,3,1,1,1,0,0,20.023,24.29,0,0,37.456,0,0,0,92,1.784,1086,1.323,2.365,0.799,8.58,2.398,0.443,1.442,3.703,0.719,-1.42,30.528,-1.463,-1.037,78.392,-3.544,219.5,3.07,13.305,3.18,-1.354,-1.815,3.879,3.781,8.201,5.069,1.045,1.295,24.433,0,0,3.244,7.499,0,15.063,14.96,0,0,0,0,0,0,0,24.901,28.429,31.614,0,0,1.058,5.885,35.46,0,-1.906,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,-1.375,-0.023,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966,0.876,0.767,Antibacterial
341,172.19,8.2,9,0,3,0,0,52.4,0,9.5,2,3,1,1,1,0,0,0,50.688,0,0,0,43.706,0,0,119,1.826,1399,1.628,1.755,0.773,8.594,0,0.425,1.377,3.463,1.387,-1.431,35.1,-1.555,-1.157,94.679,-2.338,276.2,3.174,14.8128,2.955,-2.276,-1.224,3.866,3.82,7.436,5.054,3.14,1.906,4.015,1.739,0,3.457,7.419,8.825,9.557,0,0,0,18.952,0,0,0,0,19.824,56.206,65.763,0,0,0,5.647,35.434,0,-1.743,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,-0.173,2.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.987,2.244,5.036,Antibacterial
342,365.45,8.306,9,4,3,0,0,36.4,6.8,11.4,3,4,1,2,1,0,50.636,63.579,88.922,91.681,0,0,0,0,0,852,2.759,9786,4.577,2.723,0.898,9.55,2.398,0.235,0.652,4.607,1.562,-2.943,128.322,-1.915,-2.506,207.097,-4.135,558.817,1.846,12.4573,4.09,-1.569,-2.129,4.031,3.728,7.477,6.287,8.686,4.186,28.452,0.993,1.203,3.843,7.432,17.65,3.186,11.771,0,0,0,0,0,32.22,0,45.724,58.68,90.961,32.897,0.91,3.152,6.952,39.681,11.772,-0.27,-1,2.377,2,1,0,0,0,0,0,1,1,1,0,6,0,0,0,0,-1.999,0.562,0,1.31,0,0,0,0,0,1,0,0,0,3,2,0,0,2,3,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,1,0.338,0.21,0.044,Antibacterial
343,553.75,8.79,11,13,5,0,0,34.9,7.9,9.5,4,5,1,3,0,0,0,340.626,150.845,0,173.988,0,0,0,0,3120,3.103,21737,10.105,2.529,0.539,9.48,3.434,0.151,0.397,5.005,2.2,-3.138,275.784,-2.483,-3.011,391.208,-1.246,973.243,1.536,11.9823,5.353,-2.28,-2.305,4.135,3.593,7.449,6.31,14.464,6.837,19.84,1.096,0.955,3.784,7.432,0,20.266,5.398,0,0,16.786,0,0,92.583,0,136.293,43.215,75.855,0,0,3.038,6.587,35.574,14.349,1.163,0.809,2.95,5,0,0,0,0,2,0,0,0,0,6,2,0,1,0,3.567,-2.445,0.742,0,0.487,0,4.203,0,0,0,0,0,0,1,1,3,0,0,0,7,0,6,2,4,0,0,0,0,0,0,21,0,0,0,0,0,1,0,7,0,2,4,0,2,0,0,2,1,0.757,1.576,2.484,Antibacterial
344,196.27,6.542,4,7,4,0,0,36.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,2.557,400,7.707,2.063,2.522,7.564,0,0.573,1.471,4.082,1.801,-0.795,59.446,-1.925,-0.802,59.446,-1.925,91,1,13,NA,NA,-1.526,3.513,3.412,7.433,4.963,6.808,2.971,10.071,1.617,1.307,3.518,6.471,8.825,11,0,0,0,37.905,0,0,0,0,16.853,46.73,67.566,0,0,1.674,5.422,27.583,0,-1.782,0,0,0,0,7,0,0,1,4,0,0,0,0,2,0,1,3.351,2.304,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392,2.42,5.856,Antibacterial
345,262.25,9.043,11,3,5,0,0,37.9,13.8,13.8,2,3,1,1,1,0,0,0,95.487,0,0,0,81.684,0,0,432,2.524,3544,3.895,2.545,1.815,8.858,0,0.302,0.847,4.28,1.113,-2.129,81.833,-0.979,-1.729,159.508,-1.344,430.669,2.209,14.729,3.456,-0.95,-2.104,3.936,3.767,7.469,5.576,4.055,2.134,14.836,0.859,1.02,3.469,7.437,10.883,16.513,51.86,42.806,0,45.13,0,0,0,0,15.033,70.055,37.905,0,0,2.172,6.196,35.944,10.311,-0.857,-1.498,1.926,0,0,4,0,1,0,0,0,2,1,0,0,0,1,0,0,-0.808,0.603,0,0.778,6.575,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0.564,0.411,0.169,Antibacterial
346,395.46,10.14,11,5,6,0,0,35.9,12.8,12.8,3,4,1,2,0,0,50.613,78.237,78.412,0,106.807,0,0,0,0,958,2.716,10323,5.361,2.904,1.05,9.495,2.398,0.237,0.666,5.132,0.705,-3.256,135.291,-2.685,-2.103,223.022,-2.503,617.37,1.865,13.0569,4.283,-2.118,-2.221,4.171,3.779,7.479,6.35,4.716,3.493,43.041,1.355,0.803,3.82,7.433,0,62.496,23.542,0,0,29.019,0,0,63.497,0,86.673,20.25,91.926,32.897,0.91,3.424,6.532,38.232,10.88,0.486,-0.517,1.984,1,0,7,0,0,1,1,0,0,2,0,0,0,1,3.561,0.343,-2.7,0.267,0,1.12,2.925,3.859,0,0,0,0,1,0,0,1,2,2,1,2,3,1,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,4,3,1,5,0,2,0,0,2,2,0.116,-0.07,0.005,Antibacterial
347,449.481,9.988,10,9,5,0,0,35.6,6.7,15.6,3,4,1,2,0,0,57.993,90.917,88.041,0,120.495,0,0,0,0,1357,2.957,13087,7.83,2.841,1.435,9.636,2.398,0.241,0.688,5.12,1.216,-2.665,162.907,-2.759,-3.61,258.466,-3.492,746.174,1.797,13.9241,4.492,-3.556,-2.25,4.109,13.502,7.446,6.395,5.575,7.534,27.857,0.796,1.07,3.932,7.436,10.883,14.185,31.663,11,0,2.757,0,0,63.497,0,102.188,40.609,88.17,32.897,0,3.435,6.507,41.509,11.546,0.618,-0.21,2.192,1,0,3,1,1,2,0,0,0,2,2,0,0,2,0,0.131,-2.278,0.847,0,1.211,0,0,0,0,0,1,0,0,0,1,3,2,0,0,4,0,1,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1,3,3,0,3,0,0,1,0,0,NA,NA,Antibacterial
348,446.411,9.92,11,8,6,0,0,35.6,8.9,17.8,3,4,1,2,0,0,59.517,90.682,90.021,0,123.23,0,0,0,0,NA,NA,13090,8.99,3.27,NA,9.522,2.398,0,0,5.086,1.19,-4.008,168.526,-6.469,-4.702,260.549,-3.469,726.425,1.754,13.5959,4.594,-3.329,-2.458,3.978,13.409,NA,NA,4.75,1.476,NA,NA,NA,3.877,NA,10.883,54.311,35.754,0,0,2.757,0,0,32.22,0,74.746,44.699,54.358,32.897,26.623,3.435,6.535,38.234,11.28,0.618,-0.297,2.373,1,0,5,0,1,2,0,0,0,2,0,0,0,3,0,-0.253,-4.498,0.13,0,0.98,3.609,0,0,5.128,0,0,0,0,0,0,3,3,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,5,0,0,0,4,NA,NA,NA,Antibacterial
349,207.3,6.478,3,1,3,0,0,37.5,3.1,6.3,2,2,0,2,0,0,0,0,89.049,0,0,0,0,0,0,216,1.933,1624,3.032,1.976,0.725,8.629,0,0.373,1.153,3.54,2.154,-1.56,47.758,-1.536,-1.378,93.84,-1.212,241.338,2.137,11.3973,2.984,-1.991,-1.386,3.736,3.619,7.43,5.355,7.702,3.258,6.995,1.204,0.769,3.625,6.465,8.825,3.186,0,42.806,0,21.709,0,0,0,0,23.32,27.778,43.636,0,0,2.001,6.285,35.177,8.954,-1.382,-2,0.586,5,1,5,0,0,0,2,0,0,0,0,1,0,0,0,5.852,1.418,0,0,0.822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.226,2.12,4.493,Antibacterial
350,207.3,6.478,3,1,3,0,0,37.5,3.1,6.3,2,2,0,2,0,0,0,0,89.049,0,0,0,0,0,0,216,1.933,1624,3.032,1.976,0.725,8.629,0,0.373,1.153,3.54,2.154,-1.56,47.758,-1.536,-1.378,93.84,-1.212,241.338,2.137,11.3973,2.984,-1.991,-1.386,3.736,3.619,7.43,5.355,7.702,3.258,6.995,1.204,0.769,3.625,6.465,8.825,3.186,0,42.806,0,21.709,0,0,0,0,23.32,27.778,43.636,0,0,2.001,6.285,35.177,8.954,-1.382,-2,0.586,5,1,5,0,0,0,2,0,0,0,0,1,0,0,0,5.852,1.418,0,0,0.822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.226,2.12,4.493,Antibacterial
351,331.38,7.89,9,3,3,1,1,40.5,7.1,7.1,4,5,1,3,1,32.87,0,0,182.617,0,0,0,96.621,0,0,716,2.542,11660,3.816,2.942,0.813,9.467,3.714,0.236,0.705,4.44,1.64,-4.871,106.663,-2.151,-3.708,227.743,-1.951,733.395,2.561,13.8273,4.457,-3.43,-2.145,3.938,3.849,8.201,6.043,7.999,3.782,16.784,1.521,1.102,3.71,7.48,0,27.254,26.731,0,0,0,0,0,0,0,40.541,34.249,30.393,0,0.91,1.437,5.795,36.992,0.104,0.041,-0.839,0.8,3,0,4,0,0,4,0,1,3,1,0,4,0,0,0,4.844,-2.202,0.743,0,3.781,0,0,0,0,0,0,0,0,0,1,1,0,0,2,10,0,2,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.791,1.41,1.988,Antibacterial
352,461.51,7.444,1,7,1,0,2,29,3.2,8.1,2,2,0,2,0,0,0,87.659,101.973,0,0,0,0,0,0,3686,2.837,6105,11.006,2.695,1.215,9.332,2.398,0,0,4.761,2.664,-5.948,141.439,-2.109,-7.347,200.177,-3.524,546.237,1.517,14.1632,4.132,-4.354,-2.004,3.795,3.465,NA,NA,15.728,6.306,NA,NA,NA,3.72,NA,33.237,3.124,56.239,139.05,0,39.149,0,83.617,32.22,0,46.633,36.361,141.09,0,0,3.379,6.354,36.347,8.717,0.285,-0.661,1.959,6,1,0,1,2,1,0,0,0,1,0,6,0,0,0,3.859,-0.147,0,0,2.049,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,4,2,3,0,0,9,0,27,0,0,0,6,0,0,0,0,1,2,1,1,1,4,1,1,0,1,0,NA,NA,NA,Antibacterial
353,453.54,8.246,11,3,5,1,1,36.4,5.5,10.9,5,7,3,3,1,35.486,0,111.593,190.065,0,0,0,103.843,0,0,2982,2.994,24402,5.629,45.917,0.838,9.739,4.111,2.43,0,4.985,1.945,-4.373,122.499,-3.094,-0.467,265.2,-2.38,870.03,3.687,20.8917,4.698,-2.241,-2.464,4.713,3.856,8.201,6.099,13.306,5.6,42.808,1.125,0.977,3.868,7.763,15.587,30.379,26.731,39.096,0,1.339,0,0,1.339,1.339,38.864,52.96,32.927,0,2.249,2.925,6.94,37.269,0.153,0.823,-0.418,1.437,6,0,4,0,2,2,0,1,3,1,0,4,2,0,0,4.618,-2.174,0.86,0,6.259,0,0,0,0,-3.667,0,0,0,0,1,4,1,0,5,12,0,2,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,Antibacterial
