,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
613,136.22,6.192,6,54.5,36.4,9.1,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,326,1.542,0,2.157,0.522,43.864,9.4292,21.572,0.05,5.178,4.64,17.65,5.069,0,57.113,23.608,0,0,33.571,0,0,0,46.328,33.571,0,10.583,8.924,17.299,0,0,1.966,0,8.411,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.425,2.039,FlavorsandFragrances,3
540,88.17,4.898,0,66.7,27.8,0,5.6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,2.961,0,1.696,0,10.742,5,11.401,0.095,4.358,3.988,17.65,2.535,42.683,0,0,0,0,0,0,0,0,20.185,0,0,2.535,5.653,10.833,0,1,1.41,0.491,0,8.335,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.463,1.664,FlavorsandFragrances,3
595,118.22,6.954,0,58.8,29.4,0,5.9,0,5,1,5,0,0,0,15.767,0,0,0,0,0,0,117,1.104,6.503,2.595,0.319,22.726,7.5531,12.551,0.077,5.134,2.32,8.825,7.127,0,21.818,0,0,0,0,38.564,38.564,0,54.516,0,0,7.127,8,13.183,0,3,2.014,0.864,0,0,5.189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,0.592,FlavorsandFragrances,3
445,124.2,5.914,3,57.1,38.1,0,4.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,7.156,0,1.738,0.223,27.742,8,22.873,0.049,4.717,4.917,8.825,5.069,37.905,48.34,0,0,0,49.329,0,0,0,63.223,0,0,5.069,3.672,0,0,0,2.245,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,5.279,FlavorsandFragrances,3
658,148.3,5.932,0,64,28,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,102,4.793,0,3.297,0.721,23.68,8,23.696,0.05,7.362,4.449,16.016,7.604,42.683,0,0,0,0,0,32.22,32.22,0,55.839,0,0,39.823,6.771,11.679,0,2,3.758,0.681,0,8.581,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.765,2.808,FlavorsandFragrances,3
625,164.27,5.867,6,57.1,39.3,0,3.6,0,5,1,6,0,0,0,0,0,0,0,0,0,0,504,2.087,0,3.4,0.83,55.172,10.4576,30.005,0.036,6.789,6.627,37.359,0,28.429,0,22.614,0,0,0,0,0,0,77.402,0,0,11.615,9.786,17.807,0,0,0,0.528,0,0,5.287,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.639,12.208,FlavorsandFragrances,3
771,180.22,7.209,7,48,40,0,12,0,3,1,6,0,0,0,0,0,0,0,0,0,0,652,3.362,0,2.628,0.604,63.52,9.9355,45.553,0.02,5.218,4.247,19.708,4.592,37.905,32.336,30.429,0,0,0,0,0,0,77.826,0,0,20.213,7.349,16.746,6.176,0,0.319,0,0,0,9.809,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.306,2.522,FlavorsandFragrances,3
764,154.28,5.32,1,62.1,34.5,0,3.4,0,8,1,6,0,0,0,0,0,0,0,0,0,0,373,1.836,0,4.013,1.109,45.171,9.4497,26.943,0.041,7.316,5.772,26.476,7.604,52.16,0,3.186,0,0,9.476,0,0,0,46.741,0,0,10.789,12.786,16.192,0,5,2.845,0.381,0,10.022,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.558,6.503,FlavorsandFragrances,3
729,196.32,5.774,3,58.8,35.3,0,5.9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,420,10.117,0,2.973,0.493,62.634,13,62.336,0.015,8.141,4.256,17.65,14.731,37.905,32.336,11,0,0,37.905,0,0,0,77.477,0,0,21.922,6.092,13.633,6.296,2,3.706,0,0,0,4.994,3,3,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.296,11.618,FlavorsandFragrances,3
412,144.29,4.81,0,66.7,30,0,3.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,135,6.961,0,3.913,0.385,27.945,9,28.636,0.039,7.333,4.975,35.301,5.069,42.683,0,0,0,0,0,0,0,0,40.37,0,0,5.069,6.829,12.294,0,4,1.885,1.155,0,9.39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.714,8.019,FlavorsandFragrances,3
480,132.17,7.343,8,44.4,50,0,5.6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,330,2.194,0,1.906,0.43,44.388,8.6344,20.447,0.053,3.279,2.455,0,0,66.334,48.34,3.186,0,0,30.377,0,0,0,80.943,0,0,3.186,6.964,16.178,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.267,3.801,FlavorsandFragrances,3
516,128.24,5.13,1,64,32,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,120,7.701,0,2.099,0.349,27.742,8,26.54,0.041,6.074,4.339,8.825,10.138,61.636,0,0,0,0,18.952,0,0,0,37.916,0,0,10.138,3.672,0,0,2,4.633,0,0,8.399,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.532,5.527,FlavorsandFragrances,3
598,122.28,7.643,0,62.5,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,5.971,0,2.69,0,11.059,5,10.551,0.117,5.729,2.789,8.825,3.434,0,21.637,0,0,0,0,77.127,77.127,0,89.387,0,0,3.434,5.118,10.307,0,3,2.052,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.301,2.206,FlavorsandFragrances,3
829,202.38,5.059,0,65,30,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,419,9.297,0,3.811,0.938,62.173,13,66.809,0.015,10.196,6.408,30.591,20.276,0.36,22,0,11.771,0,0,0,0,0,51.227,0,0,20.276,6.644,11.595,0,0,10.424,0.005,0,0,10.245,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.243,15.417,FlavorsandFragrances,3
693,196.22,7.547,7,46.2,38.5,0,15.4,0,3,1,6,0,0,0,0,0,0,0,0,0,0,724,1.851,0,3.053,0.746,67.485,11.8803,38.611,0.027,5.339,14.072,28.533,0,9.476,117.703,20.557,0,0,0,0,0,0,54.758,0,0,16.748,11.113,18.983,0,0,0,0,0,18.948,4.512,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233,4.507,FlavorsandFragrances,3
850,114.18,8.783,5,46.2,38.5,0,7.7,0,1,1,5,0,0,0,15.767,0,0,0,0,0,0,117,0.869,6.503,1.844,0.159,22.726,7.5531,9.548,0.107,3.257,2.877,8.825,0,21.216,10.818,11.058,17.22,0,0,38.564,38.564,0,75.604,0,0,7,8,17.291,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,2.071,FlavorsandFragrances,3
807,156.25,5.787,2,59.3,33.3,0,7.4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,176,3.942,0,2.432,0.244,33.381,10,35.527,0.026,6.499,5.313,17.65,25.428,9.476,32.336,11,0,0,9.476,0,0,0,59.746,0,0,16.853,8.388,14.663,6.176,0,2.036,0.065,0,0,4.878,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.152,7.181,FlavorsandFragrances,3
709,98.16,5.774,1,58.8,35.3,0,5.9,0,5,1,6,0,0,0,0,0,0,0,0,0,0,131,1.301,0,2.099,0.632,25.812,7.8978,11.512,0.086,4.119,0.924,0,12.673,0,30.278,0,0,0,0,0,0,0,17.806,0,0,17.806,6.124,13.566,5.379,0,5.239,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1.379,FlavorsandFragrances,3
799,130.21,5.661,1,60.9,30.4,0,8.7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,98,3.253,0,2.061,0.201,22.679,8,25.058,0.037,5.628,3.504,26.476,7.127,0,32.336,11,0,0,0,0,0,0,40.794,0,0,14.318,7.853,14.525,6.158,3,1.349,0.06,0,0,4.756,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,3.824,FlavorsandFragrances,3
831,128.19,6.104,2,57.1,33.3,0,9.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,108,5.244,0,1.722,0.18,25.021,8,26.717,0.032,4.927,4.633,8.825,25.428,9.476,32.336,11,0,0,9.476,0,0,0,50.921,0,0,16.853,6.062,13.503,6.176,0,1.683,0,0,0,4.675,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.621,3.101,FlavorsandFragrances,3
869,178.25,6.602,7,51.9,40.7,0,7.4,0,4,1,6,0,0,0,0,0,0,0,0,0,0,609,3.387,0,2.855,0.571,64.432,9.7126,44.981,0.02,6.02,3.45,8.825,9.661,47.381,32.336,14.185,0,0,0,0,0,0,76.245,0,0,20.038,8.537,16.834,0,2,2.491,0,0,0,5.03,3,5,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.676,9.085,FlavorsandFragrances,3
635,248.4,5.914,7,57.1,38.1,0,4.8,0,8,1,6,0,0,0,0,0,0,0,0,0,0,1222,5.391,0,4.39,1.187,98.105,11.7759,72.192,0.015,10.286,8.751,30.591,10.138,57.217,22,6.371,11.771,0,9.476,0,0,0,104.318,0,0,16.509,9.068,16.747,4.48,0,4.67,-0.234,0,0,10.748,2,4,6,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12.913,19.73,FlavorsandFragrances,3
886,190.31,5.947,7,56.3,40.6,0,3.1,0,6,1,6,0,0,0,0,0,0,0,0,0,0,768,3.291,0,4.214,0.889,68.512,10.4335,42.861,0.027,7.471,7.505,26.476,2.535,37.905,48.34,6.371,0,0,11.424,0,0,0,84.71,0,0,8.906,8.245,16.935,0,0,0.849,0.701,0,0,0,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.885,13.173,FlavorsandFragrances,3
858,170.25,8.107,6,47.6,38.1,0,9.5,0,3,1,5,0,0,0,31.888,0,0,0,0,0,0,372,2.911,6.26,3.126,0.712,46.13,8.1857,28.924,0.038,4.491,3.151,8.825,3.434,30.692,28.644,9.507,17.22,0,0,32.22,32.22,0,84.118,0,0,44.601,7.048,16.245,10.152,0,1.241,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,4.95,FlavorsandFragrances,3
880,138.23,5.76,2,58.3,37.5,0,4.2,0,6,1,6,0,0,0,0,0,0,0,0,0,0,320,1.698,0,3.211,0.89,42.428,9.4033,21.672,0.051,5.763,5.329,17.65,5.069,9.476,48.34,3.186,0,0,20.9,0,0,0,46.805,0,0,8.255,8.64,15.132,0,0,2.154,0.745,0,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,4.829,FlavorsandFragrances,3
857,144.24,5.548,1,61.5,30.8,0,7.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,136,5.188,0,3.179,0.26,28.117,9,31.362,0.028,6.395,4.647,35.301,4.592,0,32.336,11,0,0,0,0,0,0,47.085,0,0,11.784,7.432,14.434,6.158,1,0.539,0.432,0,0,4.926,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,5.486,FlavorsandFragrances,3
547,399.48,7.833,24,41.2,47.1,5.9,5.9,0,3,4,24,0,0,0,0,0,0,0,0,0,0,19461,4.447,0,6.492,2.025,287.885,12.5708,154.346,0.007,9.182,7.163,32.649,0,113.715,50.357,65.27,0,0,50.357,0,0,0,178.635,50.357,0,32.271,9.936,18.958,0,0,0,0,14.147,0,15.774,12,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18.402,22.624,FlavorsandFragrances,3
418,254.35,6.874,13,48.6,45.9,0,5.4,0,3,2,12,0,0,0,0,0,0,0,0,0,0,3006,3.782,0,4.252,1.207,135.622,11.497,80.749,0.011,7.984,8.038,10.883,22.894,85.286,0,38.858,0,0,9.476,0,0,0,135.921,0,0,23.985,9.175,17.87,0,0,1.368,0,0,0,11.158,3,6,4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13.828,19.26,FlavorsandFragrances,3
392,122.18,6.431,6,52.6,42.1,0,5.3,0,2,1,6,0,0,0,0,0,0,0,0,0,0,247,1.542,0,2.02,0.448,36.403,8.5992,17.198,0.065,4.343,5.118,8.825,2.535,37.905,42.683,3.186,0,0,0,0,0,0,52.45,0,0,5.72,7.051,16.624,0,0,1.028,0,0,8.852,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.808,6.275,FlavorsandFragrances,3
798,164.22,6.843,7,50,41.7,0,8.3,0,3,1,6,0,0,0,0,0,0,0,0,0,0,456,2.169,0,2.71,0.609,52.408,9.5103,29.551,0.037,5.176,7.268,8.825,2.535,47.381,68.738,3.186,0,0,0,0,0,0,62.836,0,0,6.63,9.68,16.633,6.05,0,0.638,-0.355,0,8.827,0,1,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.694,5.702,FlavorsandFragrances,3
684,152.21,6.618,6,52.2,39.1,0,8.7,0,3,1,6,0,0,0,0,0,0,0,0,0,0,411,1.79,0,2.36,0.591,48.936,9.8575,27.07,0.038,5.336,6.005,19.708,2.535,28.429,42.683,19.429,0,0,0,0,0,0,59.101,0,0,10.964,8.746,17.638,0,0,0.955,0,0,9.205,4.937,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.599,6.193,FlavorsandFragrances,3
410,150.19,7.152,7,47.6,42.9,0,9.5,0,2,1,6,0,0,0,0,0,0,0,0,0,0,401,2.519,0,2.239,0.519,49.284,9.0046,28.987,0.035,4.272,3.278,10.883,2.535,47.381,32.336,14.185,0,0,0,0,0,0,71.176,0,0,12.911,7.363,16.085,6.296,0,0.358,0,0,0,4.515,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.338,2.959,FlavorsandFragrances,3
639,218.38,5.326,0,63.4,29.3,0,7.3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,444,8.85,0,4.946,0.932,61.152,14,66.764,0.015,10.58,9.908,48.242,10.138,43.043,22,0,11.771,0,0,0,0,0,58.739,0,0,10.138,9.951,14.795,0,8,3.916,0.472,0,9.555,10.292,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,4.693,FlavorsandFragrances,3
780,136.22,6.192,6,54.5,36.4,9.1,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,314,1.345,0,2.565,0.51,41.714,9.6144,20.007,0.052,5.178,4.54,35.301,0,0,33.571,11.027,0,0,33.571,0,0,0,46.328,33.571,0,11.027,8.827,18.081,0,0,0,0,8.62,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.425,0.435,FlavorsandFragrances,3
651,214.39,5.229,1,63.4,31.7,0,4.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,538,11.563,0,4.049,0.953,74.482,14,78.948,0.012,10.183,4.836,17.65,27.403,0,32.336,11,0,0,0,0,0,0,52.245,0,0,34.595,5.892,13.424,6.158,2,11.376,0,0,0,4.997,3,3,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.687,22.6,FlavorsandFragrances,3
561,170.28,5.676,2,60,33.3,0,6.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,265,8.377,0,2.639,0.389,45.974,11,47.595,0.019,7.273,3.508,17.65,14.731,18.952,32.336,11,0,0,18.952,0,0,0,58.525,0,0,21.922,6.066,13.493,6.158,2,3.808,0,0,0,4.939,3,3,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621,8.648,FlavorsandFragrances,3
673,142.22,5.926,1,58.3,33.3,0,8.3,0,7,1,6,0,0,0,0,0,0,0,0,0,0,318,2.858,0,2.869,0.98,42.883,8.6944,28.901,0.03,5.974,2.5,8.825,12.673,0,32.336,11,0,0,0,0,0,0,28.689,0,0,19.864,7.243,13.526,6.158,4,5.882,0.228,0,0,5.052,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.782,3.532,FlavorsandFragrances,3
846,196.32,5.774,3,58.8,35.3,0,5.9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,428,10.117,0,3.035,0.512,63.589,13,59.942,0.017,8.141,4.527,17.65,14.731,37.905,32.336,11,0,0,37.905,0,0,0,77.477,0,0,21.922,6.066,14.247,0,3,5.253,0,0,0,4.727,3,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.296,14.156,FlavorsandFragrances,3
435,102.15,6.009,1,58.8,29.4,0,11.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,3.467,0,1.326,0.102,14.864,6,16.233,0.058,4.076,2.81,19.708,5.069,0,32.336,11,0,0,0,0,0,0,31.969,0,0,12.26,5.858,13.412,6.158,0,1.406,0,0,0,4.352,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,1.309,FlavorsandFragrances,3
464,102.15,6.009,1,58.8,29.4,0,11.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,5.636,0,1.823,0.079,15.405,6,17.215,0.049,4.076,4.645,17.65,4.592,0,50.398,11,0,0,0,0,0,0,35.725,0,0,4.592,5.17,10.439,0,1,0.531,0.449,0,0,4.414,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,1.359,FlavorsandFragrances,3
425,132.18,6.294,1,57.1,28.6,0,14.3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,102,5.469,0,1.858,0.144,23.544,8,26.656,0.034,5.103,9.972,17.65,7.127,42.683,32.336,11,0,0,0,0,0,0,31.969,0,0,14.318,6.534,13.71,6.158,6,0.472,-0.593,0,8.649,4.554,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.105,FlavorsandFragrances,3
472,152.26,5.639,1,59.3,37,0,3.7,0,8,3,10,2,0,18.01,0,0,0,0,0,0,0,774,0.807,0,4.479,1.654,54.678,9.7427,25.472,0.044,6.952,4.754,17.65,5.069,52.16,0,3.186,0,0,9.476,0,0,0,35.381,0,0,8.255,14.168,17.174,0,0,2.791,1.578,0,9.05,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.558,3.176,FlavorsandFragrances,3
585,196.32,5.774,2,58.8,35.3,0,5.9,0,9,1,6,0,0,0,0,0,0,0,0,0,0,758,5.008,0,4.014,1.481,74.087,9.9789,57.017,0.017,8.411,4.101,0,38.101,9.476,32.336,11,0,0,9.476,0,0,0,54.769,0,0,29.525,7.026,13.731,6.176,0,8.595,0.764,0,0,4.925,3,3,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.583,12.013,FlavorsandFragrances,3
604,160.28,9.428,5,47.1,35.3,0,5.9,0,2,1,5,0,0,0,23.176,0,0,0,0,0,0,230,1.779,6.529,4.031,1.12,34.132,8.1303,16.44,0.075,5.99,3.566,16.016,0,21.216,0,11.058,17.22,0,0,60.363,60.363,0,104.594,0,0,67.363,8.582,17.392,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466,4.892,FlavorsandFragrances,3
773,154.28,5.32,0,62.1,34.5,0,3.4,0,10,3,10,2,0,0,43.39,0,0,0,0,0,0,729,0.659,7.978,5.126,1.952,52.939,10.7278,23.829,0.047,7.626,4.566,26.476,7.604,42.683,0,0,0,0,0,0,0,0,34.079,0,0,7.604,16.809,17.799,0,2,3.607,0.749,0,9.814,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.262,3.902,FlavorsandFragrances,3
634,188.29,6.276,8,53.3,43.3,0,3.3,0,4,1,6,0,0,0,0,0,0,0,0,0,0,684,3.505,0,3.773,0.816,68.176,10.1803,39.922,0.028,6.699,6.879,17.65,2.535,56.857,48.34,6.371,0,0,20.9,0,0,0,94.838,0,0,8.906,8.976,17.146,0,0,0.947,0.591,0,0,0,1,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.325,12.675,FlavorsandFragrances,3
766,262.43,5.832,3,57.8,37.8,0,4.4,0,12,3,12,1,0,0,38.055,52.745,0,0,77.616,0,0,3554,3.172,7.066,6.554,2.706,150.333,15.4046,73.82,0.014,11.175,7.106,44.126,7.604,9.476,32.336,20.557,0,0,9.476,0,0,0,77.954,0,0,24.352,10.848,16.904,6.176,2,3.396,1.968,0,0,5.424,4,2,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.532,17.781,FlavorsandFragrances,3
852,144.24,5.548,1,61.5,30.8,0,7.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,135,4.168,0,2.442,0.302,28.172,9,30.714,0.031,6.395,3.665,26.476,9.661,0,32.336,11,0,0,0,0,0,0,43.328,0,0,16.853,7.921,14.542,6.158,3,2.464,0.074,0,0,4.817,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,5.816,FlavorsandFragrances,3
794,178.25,6.602,7,51.9,40.7,0,7.4,0,4,1,6,0,0,0,0,0,0,0,0,0,0,610,3.387,0,3.248,0.54,63.636,9.6468,43.966,0.02,6.02,3.988,17.65,4.592,47.381,32.336,14.185,0,0,0,0,0,0,80.001,0,0,14.969,7.487,16.108,6.176,0,0.373,-0.052,0,0,5.051,3,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.169,7.475,FlavorsandFragrances,3
555,142.19,9.479,6,40,40,0,13.3,0,1,1,5,0,0,0,23.476,0,0,0,0,0,0,212,1.436,6.293,2.248,0.348,32.165,7.6767,17.111,0.06,2.205,2.353,7.19,0,30.692,28.644,9.507,17.22,0,0,32.22,32.22,0,79.049,0,0,41.167,8.501,16.981,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,2.686,FlavorsandFragrances,3
409,160.24,5.935,1,59.3,29.6,0,11.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,184,6.014,0,2.452,0.312,34.854,10,38.24,0.025,6.686,7.778,17.65,12.196,42.683,32.336,11,0,0,0,0,0,0,37.038,0,0,19.387,6.848,13.78,6.158,5,2.068,-0.529,0,9.145,4.66,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499,1.699,FlavorsandFragrances,3
759,170.18,7.735,3,45.5,36.4,0,18.2,0,4,1,5,0,0,0,33.586,0,0,0,0,0,0,472,1.801,6.969,2.603,0.512,51.027,9.9546,35.653,0.024,4.223,8.238,26.476,0,0,84.101,11,0,0,10.487,0,0,0,49.287,0,0,22.812,10.392,17.489,6.158,6,0,-0.528,0,0,9.712,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.009,FlavorsandFragrances,3
465,430.7,5.667,1,60.5,31.6,0,7.9,0,23,1,5,0,0,0,114.169,0,0,0,0,0,0,5949,13.505,6.783,8.806,2.463,294.003,17.0175,285.796,0.003,19.578,11.751,8.825,49.737,128.05,43.336,11,0,0,0,0,0,0,65.754,0,0,56.929,10.178,14.913,6.158,0,19.324,-4.171,0,28.989,10.178,2,2,3,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11.691,32.665,FlavorsandFragrances,3
403,238.41,5.544,3,60.5,34.9,0,4.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,596,7.924,0,5.283,0.857,72.874,16,74.889,0.013,10.458,9.054,44.126,20.836,18.952,32.336,14.185,0,0,18.952,0,0,0,94.291,0,0,15.446,8.628,14.918,6.176,1,1.383,0.427,0,0,5.418,4,5,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14.749,21.194,FlavorsandFragrances,3
586,162.2,7.373,8,45.5,45.5,0,9.1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,536,3.539,0,2.243,0.505,60.21,9.2211,37.218,0.026,4.219,3.958,0,4.592,66.334,50.398,14.185,0,0,18.952,0,0,0,87.594,0,0,7.778,6.965,16.17,0,0,0.332,0,0,0,4.488,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291,4.102,FlavorsandFragrances,3
860,150.19,7.152,7,47.6,42.9,0,9.5,0,2,1,6,0,0,0,0,0,0,0,0,0,0,392,2.169,0,2.086,0.458,48.581,9.0737,29.354,0.033,4.272,3.386,8.825,4.592,47.381,32.336,14.185,0,0,0,0,0,0,71.176,0,0,14.969,8.534,16.834,0,3,0.424,0,0,0,4.789,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.526,4.138,FlavorsandFragrances,3
769,182.34,5.21,0,62.9,34.3,0,2.9,0,12,3,10,2,0,0,53.963,0,0,0,0,0,0,1032,0.824,7.947,5.936,2.489,64.96,11.1381,31.659,0.036,9.149,5.574,35.301,10.138,42.683,0,0,0,0,0,0,0,0,45.439,0,0,10.138,18.284,18.337,0,2,4.703,0.752,0,10.777,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.455,8.06,FlavorsandFragrances,3
733,116.18,5.809,1,60,30,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,74,6.852,0,2.196,0.235,19.111,7,21.501,0.039,4.856,3.121,26.476,4.592,0,32.336,11,0,0,0,0,0,0,38.259,0,0,11.784,5.547,13.06,6.158,1,0.537,0.443,0,0,4.664,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,1.471,FlavorsandFragrances,3
619,116.18,5.809,1,60,30,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,84,6.852,0,1.674,0.195,21.836,7,23.867,0.037,4.856,4.609,8.825,12.196,0,50.398,11,0,0,0,0,0,0,34.503,0,0,12.196,3.57,0,0,2,3.892,0,0,0,4.455,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,3.094,FlavorsandFragrances,3
