No.,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
707,141.26,7.063,5,55,35,5,0,0,4,1,5,0,0,0,22.967,0,0,0,0,0,0,219,1.584,6.555,3.372,0.759,32.08,7.9975,17.58,0.066,5.324,3.983,26.476,0,7.649,17.715,2.757,11.771,0,16.786,31.278,31.278,0,69.089,16.786,0,34.964,8.433,17.19,0,0,0,0.587,4.329,0,0,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1.679,3.835,FlavorsandFragrances,3
708,224.38,5.609,3,60,35,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,502,7.115,0,4.561,0.647,65.432,15,66.897,0.014,9.69,7.996,35.301,25.905,18.952,32.336,14.185,0,0,18.952,0,0,0,90.535,0,0,20.515,11.799,16.014,6.176,5,2.994,0,0,0,5.423,5,4,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12.848,17.957,FlavorsandFragrances,3
709,136.21,6.191,6,54.5,40.9,0,4.5,0,3,1,6,0,0,0,0,0,0,0,0,0,0,314,1.585,0,2.714,0.48,42.487,9.3487,19.919,0.056,5.16,6.385,17.65,0,37.905,42.683,3.186,0,0,0,0,0,0,58.741,0,0,3.186,9.387,17.405,0,0,0,0.404,0,9.281,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.299,7.6,FlavorsandFragrances,3
710,150.19,7.152,7,47.6,42.9,0,9.5,0,1,1,6,0,0,0,0,0,0,0,0,0,0,411,1.668,0,2.135,0.499,48.936,9.8575,25.995,0.039,4.441,7.919,10.883,15.767,37.905,42.683,19.429,0,0,9.476,0,0,0,72.984,0,0,8.429,8.746,17.687,0,0,0,0,0,9.171,4.89,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.264,4.401,FlavorsandFragrances,3
711,44.06,6.294,1,57.1,28.6,0,14.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1.675,0,0.236,0,2.832,2,2.357,0.44,1.449,1.367,8.825,0,0,48.34,0,0,0,11.424,0,0,0,20.249,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.033,FlavorsandFragrances,3
712,236.44,5.254,0,62.2,35.6,0,2.2,0,16,6,16,3,0,0,52.717,37.611,42.729,0,55.656,0,0,4386,1.246,8.032,7.859,4.796,139.033,15.7155,53.04,0.021,11.952,5.509,46.184,12.673,0,11,0,0,0,0,0,0,0,58.857,0,0,12.673,16.472,17.894,0,6,7.034,2.659,0,0,5.942,3,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94,12.714,FlavorsandFragrances,3
713,98.16,5.774,1,58.8,35.3,0,5.9,0,5,1,6,0,0,0,0,0,0,0,0,0,0,131,1.301,0,2.099,0.632,25.812,7.8978,11.512,0.086,4.119,0.924,0,12.673,0,30.278,0,0,0,0,0,0,0,17.806,0,0,17.806,6.124,13.566,5.379,0,5.239,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1.379,FlavorsandFragrances,3
714,130.21,5.661,0,60.9,30.4,0,8.7,0,7,1,5,0,0,0,23.176,0,0,0,0,0,0,230,1.955,6.529,2.498,0.518,33.513,7.9112,24.873,0.034,6.083,2.481,17.65,9.661,0.36,22,0,11.771,0,0,0,0,0,27.671,0,0,9.661,7.561,12.878,0,3,2.937,0.395,0,0,10.663,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,1.919,FlavorsandFragrances,3
715,226.4,5.39,2,61.9,33.3,0,4.8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,573,9.366,0,5.075,0.728,74.138,15,76.586,0.012,10.333,6.731,44.126,12.196,9.476,32.336,14.185,0,0,9.476,0,0,0,76.175,0,0,22.573,7.416,14.868,6.158,2,3.827,0.608,0,0,5.147,3,5,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,20.772,FlavorsandFragrances,3
716,142.17,7.108,2,50,35,0,15,0,4,1,5,0,0,0,25.967,0,0,0,0,0,0,292,1.135,6.969,2.284,0.466,38.11,9.1143,23.918,0.04,4.449,9.68,17.65,2.535,0,89.205,0,0,0,5.243,0,0,0,30.562,0,0,12.911,10.135,17.361,0,5,0.611,-0.444,0,8.973,5.015,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.154,FlavorsandFragrances,3
717,110.17,6.121,2,55.6,38.9,0,5.6,0,4,1,6,0,0,0,0,0,0,0,0,0,0,182,1.461,0,2.311,0.532,30.917,8.4152,13.456,0.078,4.173,1.788,8.825,7.604,9.476,30.278,3.186,0,0,9.476,0,0,0,34.224,0,0,15.923,6.939,15.42,0,0,2.935,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.679,2.552,FlavorsandFragrances,3
718,120.26,8.59,0,57.1,28.6,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,90,1.822,0,3.674,2.25,21,7.5,8.109,0.148,3.827,1.156,0,3.599,0,0,0,0,0,0,64.439,64.439,0,68.038,0,0,68.038,4,0,0,0,5.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.031,1.507,FlavorsandFragrances,3
719,142.27,5.081,1,64.3,32.1,0,3.6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,165,8.851,0,2.503,0.498,34.343,9,33.018,0.033,6.82,4.611,8.825,12.673,61.636,0,0,0,0,18.952,0,0,0,40.45,0,0,12.673,3.742,0,0,0,6.543,0,0,8.382,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983,8.656,FlavorsandFragrances,3
720,226.4,5.39,2,61.9,33.3,0,4.8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,538,9.391,0,4.112,0.731,69.976,15,70.599,0.014,10.516,6.317,44.126,14.254,19.312,22,6.371,11.771,0,18.952,0,0,0,84.063,0,0,20.625,7.368,15.05,4.275,6,3.53,-0.179,0,0,10.933,4,2,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.726,16.884,FlavorsandFragrances,3
721,182.34,5.21,2,62.9,34.3,0,2.9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,364,11.416,0,3.474,0.844,58.314,12,55.12,0.02,8.391,6.35,8.825,20.276,18.952,48.34,0,0,0,30.377,0,0,0,59.478,0,0,20.276,3.856,0,0,0,10.434,0,0,0,0,1,1,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.028,20.857,FlavorsandFragrances,3
722,182.24,6.75,6,51.9,37,0,11.1,0,5,1,5,0,0,0,40.244,0,0,0,0,0,0,560,4.016,6.26,3.338,0.371,59.762,8.9196,48.157,0.017,6.152,4.319,17.65,7.127,30.692,32.336,20.507,17.22,0,0,0,0,0,68.109,0,0,19.767,7.078,16.265,6.176,0,0.694,0.337,0,0,4.965,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.559,5.639,FlavorsandFragrances,3
723,206.26,7.112,8,48.3,41.4,0,10.3,0,3,1,6,0,0,0,0,0,0,0,0,0,0,932,3.312,0,3.004,0.751,78.219,11.6439,51.271,0.019,6.073,4.254,28.533,0,47.381,32.336,35.672,0,0,18.952,0,0,0,96.778,0,0,20.864,9.238,17.807,6.158,0,0,0,0,0,10.103,4,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,6.428,FlavorsandFragrances,3
724,144.24,5.548,1,61.5,30.8,0,7.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,150,6.636,0,2.324,0.276,31.264,9,34.499,0.026,6.395,2.762,17.65,14.731,0,32.336,11,0,0,0,0,0,0,39.572,0,0,21.922,6.066,13.492,6.158,2,4.096,0,0,0,4.884,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,6.115,FlavorsandFragrances,3
725,122.13,8.142,7,40,46.7,0,13.3,0,0,1,5,0,0,0,23.84,0,0,0,0,0,0,230,1.665,6.26,1.511,0.194,34.485,7.5471,18.152,0.053,2.402,0.66,0,0,49.644,48.34,9.507,17.22,0,30.377,0,0,0,66.517,0,0,5.449,6.996,16.41,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,1.808,FlavorsandFragrances,3
726,170.28,5.676,2,60,33.3,0,6.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,237,5.69,0,3.29,0.294,40.913,11,43.184,0.021,7.273,4.996,35.301,7.127,9.476,32.336,14.185,0,0,9.476,0,0,0,62.281,0,0,17.504,7.86,15.909,0,2,1.463,0.587,0,0,4.998,3,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621,9.909,FlavorsandFragrances,3
727,126.22,5.488,2,60.9,34.8,0,4.3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,120,7.416,0,2.06,0.335,27.742,8,25.035,0.044,5.374,4.688,8.825,10.138,18.952,48.34,0,0,0,30.377,0,0,0,49.34,0,0,10.138,3.672,0,0,0,4.769,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.086,7.52,FlavorsandFragrances,3
728,154.28,5.32,2,62.1,34.5,0,3.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,220,9.416,0,2.767,0.594,41.638,10,38.658,0.028,6.886,5.504,8.825,15.207,18.952,48.34,0,0,0,30.377,0,0,0,54.409,0,0,15.207,3.792,0,0,0,7.566,0,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.631,13.356,FlavorsandFragrances,3
729,144.24,5.548,1,61.5,30.8,0,7.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,135,4.168,0,2.521,0.4,28.172,9,28.313,0.039,6.342,6.541,17.65,10.138,42.683,30.278,0,0,0,0,0,0,0,32.922,0,0,15.272,7.921,14.542,5.617,2,2.83,-0.704,0,9.099,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558,3.161,FlavorsandFragrances,3
730,240.43,5.343,2,62.2,33.3,0,4.4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,704,11.637,0,5.077,0.864,86.106,16,89.104,0.011,11.092,6.448,35.301,19.8,9.476,32.336,14.185,0,0,9.476,0,0,0,74.954,0,0,30.176,6.205,14.399,6.158,2,6.434,0.629,0,0,5.188,3,3,3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15.502,25.075,FlavorsandFragrances,3
731,127.23,7.484,5,52.9,35.3,5.9,0,0,3,1,5,0,0,0,19.367,0,0,0,0,0,0,167,1.367,6.529,2.679,0.645,27.618,7.6674,14.081,0.082,4.349,3.012,17.65,2.535,7.649,17.715,2.757,11.771,0,16.786,31.278,31.278,0,62.798,16.786,0,37.499,7.49,17.01,0,0,1.068,0,4.248,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.889,2.237,FlavorsandFragrances,3
732,104.19,7.442,1,57.1,28.6,0,7.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,5.356,0,2.366,0,11.059,5,9.601,0.134,3.75,1.888,17.65,0.9,0,28.644,0,0,0,0,32.22,32.22,0,54.268,0,0,36.618,5.118,12.932,10.105,3,0.898,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.861,FlavorsandFragrances,3
733,196.32,5.774,3,58.8,35.3,0,5.9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,420,10.117,0,2.973,0.493,62.634,13,62.336,0.015,8.141,4.256,17.65,14.731,37.905,32.336,11,0,0,37.905,0,0,0,77.477,0,0,21.922,6.092,13.633,6.296,2,3.706,0,0,0,4.994,3,3,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.296,11.618,FlavorsandFragrances,3
734,130.21,5.661,1,60.9,30.4,0,8.7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,108,5.508,0,1.909,0.268,25.021,8,27.385,0.034,5.628,2.712,17.65,12.196,0,32.336,11,0,0,0,0,0,0,37.038,0,0,19.387,6.062,13.491,6.158,3,3.074,0,0,0,4.705,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,3.799,FlavorsandFragrances,3
735,108.16,6.76,6,50,37.5,12.5,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,182,1.041,0,1.727,0.241,31.154,8.5279,13.045,0.077,3.494,3.611,17.65,0,0,57.113,23.608,0,0,33.571,0,0,0,41.259,33.571,0,5.513,7.95,17.101,0,0,0,0,8.032,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001,0.009,FlavorsandFragrances,3
736,79.11,7.192,6,45.5,45.5,9.1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,90,0.808,0,1.025,0.172,21,7.5,6.455,0.147,2.132,2.678,0,0,28.429,40.328,18.095,0,0,16.786,0,0,0,46.524,16.786,0,0,4,0,0,0,0,0,3.785,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.219,0.462,FlavorsandFragrances,3
737,116.18,5.809,1,60,30,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,74,6.852,0,2.196,0.235,19.111,7,21.501,0.039,4.856,3.121,26.476,4.592,0,32.336,11,0,0,0,0,0,0,38.259,0,0,11.784,5.547,13.06,6.158,1,0.537,0.443,0,0,4.664,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,1.471,FlavorsandFragrances,3
738,116.18,5.809,1,60,30,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,3.344,0,1.907,0.167,18.181,7,20.361,0.044,4.856,3.126,26.476,4.592,0,32.336,11,0,0,0,0,0,0,38.259,0,0,11.784,7.405,14.399,6.158,3,0.483,0.009,0,0,4.664,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,2.248,FlavorsandFragrances,3
739,170.28,5.676,1,60,33.3,0,6.7,0,9,1,6,0,0,0,0,0,0,0,0,0,0,522,4.313,0,3.633,1.305,58.558,9.2479,43.468,0.021,7.551,2.734,8.825,19.8,0,32.336,11,0,0,0,0,0,0,35.816,0,0,26.991,6.968,13.267,6.158,2,8.488,0.818,0,0,4.906,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.238,6.753,FlavorsandFragrances,3
740,142.27,5.081,1,64.3,32.1,0,3.6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,165,8.851,0,2.503,0.498,34.343,9,33.018,0.033,6.82,4.611,8.825,12.673,61.636,0,0,0,0,18.952,0,0,0,40.45,0,0,12.673,3.742,0,0,0,6.543,0,0,8.382,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983,8.656,FlavorsandFragrances,3
741,186.33,5.324,1,62.9,31.4,0,5.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,324,9.551,0,3.86,0.513,51.865,12,56.231,0.016,8.673,4.581,26.476,17.265,0,32.336,11,0,0,0,0,0,0,50.932,0,0,24.456,6.106,13.548,6.158,2,5.393,0.614,0,0,5.06,3,3,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.834,13.228,FlavorsandFragrances,3
742,264.45,5.627,2,59.6,36.2,0,4.3,0,14,3,12,1,0,0,38.769,52.445,0,0,77.431,0,0,3277,3.105,7.002,7.067,2.779,146.983,15.0461,73.917,0.014,11.9,7.038,44.126,12.673,0,32.336,17.371,0,0,0,0,0,0,70.361,0,0,26.235,12.528,17.442,6.158,7,6.136,1.913,0,0,5.59,5,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.304,18.361,FlavorsandFragrances,3
743,98.148,12.269,1,37.5,25,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5.273,0,1.333,0,7.46,4,6.797,0.129,0.768,6.378,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,4.842,12.839,5.889,0,0,0,0,0,4.299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,12.98464698,FlavorsandFragrances,3
744,160.18,8.009,8,40,50,0,10,0,1,3,12,1,0,0,0,0,0,0,39.89,0,0,1163,1.324,0,2.796,0.816,85.519,14.011,26.394,0.037,3.328,2.854,8.825,0,47.381,32.336,22.614,0,0,18.952,0,0,0,75.012,0,0,18.806,9.296,17.903,0,0,0,0,0,0,4.961,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.596,5.693,FlavorsandFragrances,3
745,122.13,8.142,7,40,46.7,0,13.3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,239,1.372,0,1.671,0.33,36.089,8.4791,16.263,0.064,2.492,10.077,0,0,47.381,68.738,3.186,0,0,0,0,0,0,51.477,0,0,4.095,8.139,16.759,0,0,0,0,0,8.385,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,2.058,FlavorsandFragrances,3
746,86.15,5.384,1,62.5,31.3,0,6.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,2.675,0,1.522,0,10.742,5,10.104,0.11,3.714,4.341,17.65,2.535,0,48.34,0,0,0,11.424,0,0,0,31.609,0,0,2.535,5.653,11.595,0,0,0.962,0.255,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133,1.969,FlavorsandFragrances,3
747,200.36,5.273,1,63.2,31.6,0,5.3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,428,10.636,0,3.738,0.754,63.589,13,68.206,0.014,9.429,4.42,17.65,24.869,0,32.336,11,0,0,0,0,0,0,49.71,0,0,32.06,6.066,13.492,6.158,2,9.494,0,0,0,5.05,3,3,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17.349,18.47,FlavorsandFragrances,3
748,138.23,5.76,5,58.3,37.5,0,4.2,0,5,1,5,0,0,0,27.924,0,0,0,0,0,0,305,2.725,6.26,2.536,0.486,41.31,7.8226,27.102,0.038,5.936,4.778,8.825,10.138,30.692,0,9.507,17.22,0,0,0,0,0,55.104,0,0,15.587,6.997,16.175,0,0,4.937,0,0,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,9.702,FlavorsandFragrances,3
749,206.31,6.252,7,54.5,39.4,0,6.1,0,6,1,6,0,0,0,0,0,0,0,0,0,0,898,4.753,0,3.563,0.799,83.328,10.4188,63.52,0.014,7.692,4.152,8.825,14.731,47.381,32.336,14.185,0,0,0,0,0,0,81.314,0,0,25.107,8.537,16.834,0,2,5.05,0,0,0,5.136,3,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.239,15.417,FlavorsandFragrances,3
750,158.27,5.458,1,62.1,31,0,6.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,202,7.534,0,2.678,0.357,38.253,10,41.896,0.021,7.157,2.945,17.65,17.265,0,32.336,11,0,0,0,0,0,0,42.107,0,0,24.456,6.066,13.492,6.158,2,5.377,0,0,0,4.946,3,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651,8.58,FlavorsandFragrances,3
751,84.13,6.009,1,57.1,35.7,0,7.1,0,4,1,5,0,0,0,12.467,0,0,0,0,0,0,79,0.811,6.225,1.746,0.102,18.099,7.0256,8.172,0.121,3.328,0.9,0,10.138,0,30.278,0,0,0,0,0,0,0,15.272,0,0,15.272,6.174,13.654,5.379,0,3.97,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.516,FlavorsandFragrances,3
752,208.28,6.719,7,51.6,38.7,0,9.7,0,5,1,6,0,0,0,0,0,0,0,0,0,0,891,3.82,0,3.836,0.626,80.901,11.0761,57.531,0.016,7.006,7.899,17.65,7.127,37.905,75.02,14.185,0,0,0,0,0,0,73.059,0,0,17.504,9.619,17.721,0,2,1.226,0.502,0,9.389,5.021,3,3,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.048,8.991,FlavorsandFragrances,3
753,100.18,5.273,1,63.2,31.6,0,5.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,5.701,0,1.392,0.171,16.625,6,15.683,0.07,4.582,3.75,8.825,5.069,61.636,0,0,0,0,18.952,0,0,0,32.847,0,0,5.069,3.414,0,0,2,2.143,0,0,8.242,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.069,FlavorsandFragrances,3
754,228.42,5.191,1,63.6,31.8,0,4.5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,631,12.636,0,4.445,0.975,82.402,15,87.87,0.011,10.935,5.226,17.65,29.938,0,32.336,11,0,0,0,0,0,0,54.779,0,0,37.129,6.092,13.503,6.158,2,11.849,0,0,0,5.156,3,3,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.095,27.145,FlavorsandFragrances,3
755,140.25,5.394,2,61.5,34.6,0,3.8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,165,8.571,0,2.331,0.427,34.343,9,31.473,0.035,6.131,4.767,8.825,12.673,18.952,48.34,0,0,0,30.377,0,0,0,51.875,0,0,12.673,3.742,0,0,0,5.155,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469,7.712,FlavorsandFragrances,3
756,102.15,6.009,1,58.8,29.4,0,11.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,5.636,0,1.34,0.144,15.405,6,17.449,0.047,4.076,2.691,17.65,7.127,0,32.336,11,0,0,0,0,0,0,31.969,0,0,14.318,5.17,12.947,6.158,2,1.453,0,0,0,4.552,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,0.799,FlavorsandFragrances,3
757,74.09,6.735,1,54.5,27.3,0,18.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,3.636,0,0.696,0,7.46,4,8.506,0.097,2.465,2.374,19.708,0,0,32.336,11,0,0,0,0,0,0,26.9,0,0,7.191,4.842,12.839,6.158,0,0,0,0,0,4.111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,FlavorsandFragrances,3
758,130.21,5.661,1,60.9,30.4,0,8.7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,110,5.508,0,1.928,0.225,25.412,8,28.261,0.03,5.628,2.712,17.65,12.196,0,32.336,11,0,0,0,0,0,0,37.038,0,0,19.387,5.891,13.424,6.158,2,3.135,0,0,0,4.793,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,4.067,FlavorsandFragrances,3
759,140.25,5.394,1,61.5,34.6,0,3.8,0,8,1,6,0,0,0,0,0,0,0,0,0,0,306,1.414,0,4.041,0.907,41.509,9.8192,21.09,0.052,6.435,3.98,26.476,7.604,0,30.278,0,0,0,0,0,0,0,39.213,0,0,12.737,12.481,16.741,5.379,0,3.401,0.309,0,0,0,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.219,6.332,FlavorsandFragrances,3
760,130.21,5.661,1,60.9,30.4,0,8.7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,98,3.253,0,2.213,0.177,22.679,8,24.252,0.042,5.628,4.1,28.533,5.069,0,32.336,11,0,0,0,0,0,0,40.794,0,0,12.26,7.853,14.507,6.158,0,1.961,0.069,0,0,4.526,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.981,4.256,FlavorsandFragrances,3
761,504.83,72.119,2,0,0,0,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7.571,0,14.236,0,13.635,6,11.659,0.106,235.062,38.75,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,9.945,19.329,0,0,0,0,0,0,3.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.755,12.98464698,FlavorsandFragrances,3
762,160.31,6.166,0,61.5,30.8,0,3.8,0,8,1,6,0,0,0,0,0,0,0,0,0,0,327,2.851,0,4.377,1.598,43.416,9.0518,25.585,0.044,7.659,2.507,17.65,12.196,0,11,0,11.771,0,0,32.22,32.22,0,62.066,0,0,44.416,7.431,12.668,0,2,4.893,1.305,0,0,5.417,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.541,4.256,FlavorsandFragrances,3
763,170.18,7.735,3,45.5,36.4,0,18.2,0,4,1,5,0,0,0,33.586,0,0,0,0,0,0,472,1.801,6.969,2.603,0.512,51.027,9.9546,35.653,0.024,4.223,8.238,26.476,0,0,84.101,11,0,0,10.487,0,0,0,49.287,0,0,22.812,10.392,17.489,6.158,6,0,-0.528,0,0,9.712,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.009,FlavorsandFragrances,3
764,126.19,9.014,6,42.9,42.9,0,7.1,0,1,1,5,0,0,0,19.367,0,0,0,0,0,0,167,1.238,6.529,2.886,0.504,27.618,7.6674,12.145,0.099,2.412,1.492,8.825,0,18.952,48.34,0,2.717,0,11.424,31.278,31.278,0,73.196,0,0,33.994,7.49,17.106,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241,2.85,FlavorsandFragrances,3
765,146.21,6.092,1,58.3,29.2,0,12.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,138,5.152,0,2.223,0.282,28.705,9,31.038,0.032,5.9,8.896,19.708,7.604,42.683,32.336,11,0,0,0,0,0,0,34.503,0,0,14.795,6.785,13.728,6.158,2,1.664,-0.53,0,9.05,4.368,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0.911,FlavorsandFragrances,3
766,114.16,6.342,2,55.6,33.3,0,11.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,4.377,0,1.325,0.125,19.763,7,21.17,0.039,4.125,5.224,8.825,22.894,9.476,32.336,11,0,0,9.476,0,0,0,48.387,0,0,14.318,5.887,13.436,6.176,0,0.764,0,0,0,4.583,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602,1.703,FlavorsandFragrances,3
