No.,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
3061,183.23,7.047,6,50,34.6,3.8,11.5,0,3,1,6,0,0,0,0,0,0,0,0,0,0,623,2.049,0,2.459,0.677,62.678,11.3606,39.176,0.025,5.98,7.447,32.649,0,51.85,0,51.487,0,0,0,0,0,0,70.089,32.897,0,18.487,10.224,18.323,0,0,0,0,0,0,15.257,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.623,1.07,Pharmaceuticals,7
3062,181.26,6.474,2,53.6,35.7,3.6,7.1,0,7,3,11,2,0,0,24.951,36.909,0,0,0,0,0,1244,1.323,6.986,3.799,1.542,76.616,11.4405,38.105,0.027,6.81,4.306,19.279,7.604,9.476,32.336,17.31,0,0,9.476,0,0,0,46.736,3.124,0,17.981,10.927,16.756,0.384,6,3.303,0.963,0,0,4.755,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.81,1.592,Pharmaceuticals,7
3063,429.47,7.953,11,42.6,38.9,5.6,13,0,8,10,24,3,0,0,0,0,0,0,264.046,0,0,43417,2.748,0,8.501,3.983,462.15,24.1181,140.829,0.008,10.591,52.783,16.793,37.966,94.533,218.456,18.623,0,0,0,0,0,0,71.285,68.919,0,35.54,15.884,19.634,4.27,0,0.291,-2.653,0,43.469,0,5,5,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.682,1.056,Pharmaceuticals,7
3064,288.47,5.887,2,57.1,38.8,0,4.1,0,16,10,23,3,0,0,28.728,0,0,46.808,102.038,0,0,16523,1.777,7.034,8.659,5.245,283.214,21.3509,76.663,0.014,12.508,7.262,17.65,17.742,61.636,30.278,0,0,0,18.952,0,0,0,59.478,0,0,22.875,14.906,17.61,0,2,7.863,2.67,0,10.447,0,2,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.659,9.851,Pharmaceuticals,7
3065,109.14,7.276,6,46.7,40,6.7,6.7,0,1,1,6,0,0,0,0,0,0,0,0,0,0,184,1.297,0,1.387,0.245,31.311,8.1463,15.382,0.061,3.076,3.203,10.883,0,18.952,40.328,34.338,0,0,16.786,0,0,0,53.174,16.786,0,5.243,6.822,15.875,0,0,0,0,3.813,0,4.874,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.054,0.44,Pharmaceuticals,7
3066,200.27,7.417,12,44.4,40.7,14.8,0,0,2,3,12,1,0,0,0,0,0,0,56.341,0,0,2002,2.171,0,3.451,0.838,115.756,13.7846,48.177,0.02,5.441,7.2,17.65,0,37.905,65.742,30.856,2.328,0,51.214,0,0,0,74.833,67.877,0,10.231,10.196,19.347,2.866,0,0,0,7.92,0,0,4,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.604,1.639,Pharmaceuticals,7
3067,601.96,5.902,9,57.8,35.3,1,5.9,0,27,2,10,0,0,141.408,0,0,0,0,0,0,0,15852,16.109,0,12.731,3.727,439.808,17.2726,415.815,0.002,25.362,12.026,35.301,65.69,47.381,89.817,36.185,6.763,0,0,0,0,0,154.692,18.011,0,72.01,10.396,16.733,7.08,4,18.031,-1.313,0,0,17.023,6,7,14,25,26,0,0,0,0,0,0,0,0,0,0,0,0,2,37.548,115.47,Pharmaceuticals,7
3068,375.5,7.085,15,47.2,45.3,1.9,5.7,0,7,5,23,1,0,0,64.284,0,0,122.054,0,0,0,25383,4.027,7.018,7.312,2.836,294.673,12.7159,158.287,0.007,11.285,8.402,21.766,18.328,85.286,30.278,48.353,11.771,0,18.952,0,0,0,153.743,3.124,0,37.643,10.926,18.84,0.384,2,3.586,0.295,0,0,10.712,7,11,3,15,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11.309,17.176,Pharmaceuticals,7
3069,273.83,7.021,12,51.3,43.6,2.6,0,2.6,5,2,12,0,0,0,0,0,0,0,0,0,0,2589,4.085,0,5.452,1.637,133.003,11.0398,79.265,0.013,8.627,7.212,17.222,4.64,85.286,0,12.996,0,39.149,39.149,0,39.149,0,156.168,3.124,0,14.512,8.873,17.488,0.384,5,1.94,0.485,0,0,0,3,2,1,11,9,0,0,0,4,0,0,0,0,0,0,0,0,3,21.61,23.524,Pharmaceuticals,7
3070,408.91,7.715,12,47.2,39.6,0,11.3,1.9,9,3,18,0,0,0,0,0,0,0,0,0,0,14393,4.746,0,7.261,2.566,257.353,13.5217,152.235,0.007,11.218,29.877,8.825,7.127,237.067,11,29.301,0,39.149,39.149,0,39.149,0,139.735,0,0,25.428,10.929,18.154,0,3,0.705,-5.953,0,39.697,11.084,4,4,3,10,1,0,0,0,0,0,0,0,47,0,0,0,0,0,1.802,5.808,Pharmaceuticals,7
3071,312.45,6.249,0,56,34,0,10,0,17,13,25,6,0,0,0,73.438,0,0,110.493,180.503,0,20012,2.062,6.111,7.729,4.238,278.302,21.6348,93.148,0.01,13.315,10.216,35.301,14.731,0.719,33,0,50.973,0,0,0,0,0,50.75,0,0,14.731,16.526,17.49,0,5,4.915,1.05,0,0,30.203,9,17,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.468,12.388,Pharmaceuticals,7
3072,127.26,4.895,0,65.4,30.8,3.8,0,0,8,1,7,0,0,0,0,27.164,0,0,0,0,0,271,2.355,4.977,3.093,1.108,41.856,9.957,20.67,0.052,6.623,3.311,0,50.21,0,0,0,0,0,0,0,0,0,17.313,32.897,0,17.313,6.81,11.804,0,1,9.406,0.854,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.541,3.99,Pharmaceuticals,7
3073,226.29,7.3,13,45.2,48.4,0,6.5,0,2,2,12,0,0,0,0,0,0,0,0,0,0,2130,3.02,0,3.814,1.088,111.076,10.4651,60.153,0.017,6.035,4.19,10.883,2.535,85.286,30.278,22.614,0,0,0,0,0,0,115.452,0,0,19.283,8.695,17.508,0,0,0.425,0,0,0,5.074,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.407,10.579,Pharmaceuticals,7
3074,324.35,8.109,15,40,47.5,0,12.5,0,3,4,18,1,0,0,0,0,0,0,106.073,0,0,8146,3.222,0,5.698,2.002,217.412,14.6116,91.46,0.012,6.856,17.863,8.825,2.535,75.81,147.981,25.8,0,0,0,0,0,0,114.295,0,0,29.659,11.767,18.79,5.379,0,0.043,-0.649,0,20.054,5.305,6,5,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.204,5.735,Pharmaceuticals,7
3075,151.18,7.559,7,45,40,5,10,0,1,1,6,0,0,0,0,0,0,0,0,0,0,397,1.867,0,2.232,0.449,47.442,9.2739,26.718,0.039,4.117,13.881,8.825,0,37.905,45.44,59.239,0,0,0,0,0,0,52.673,13.247,0,5.942,8.523,17.29,0,0,0,0,0,17.292,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.148,1.931,Pharmaceuticals,7
3076,239.35,6.299,6,55.3,34.2,2.6,7.9,0,7,1,6,0,0,0,0,0,0,0,0,0,0,1305,5.795,0,4.33,0.925,98.308,11.4232,83.465,0.011,9.398,12.21,17.65,6.698,141.282,0,19.429,0,0,0,0,0,0,70.682,18.011,0,15.127,7.358,16.727,0,6,0.811,-0.164,0,18.512,5.428,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.284,1.056,Pharmaceuticals,7
3077,511.64,8.672,11,42.4,33.9,8.5,11.9,0,10,4,15,1,0,71.754,106.898,0,152.603,0,0,0,0,21357,5.814,6.555,10.409,3.349,343.834,14.6904,267.636,0.003,10.831,21.504,46.184,28.685,40.546,146.671,59.061,47.084,0,19.542,63.497,63.497,0,160.629,90.218,0,106.796,12.752,18.681,6.404,0,-0.131,-1.422,4.023,0,14.787,5,9,3,4,4,48,0,0,0,0,0,0,0,0,0,0,0,7,2.447,2.855,Pharmaceuticals,7
3078,867.07,7.411,26,46.2,38.5,6.8,8.5,0,20,9,48,2,0,0,109.336,0,0,0,0,0,0,262858,10.889,6.605,16.246,5.428,198.409634,27.0649,577.169,0.002,24.111,30.126,42.84,82.824,104.239,312.952,35.056,0,0,16.786,0,0,0,227.982,83.315,0,71.856,11.388,18.609,7.218,11,0.418,-9.495,3.913,10.389,5.85,11,13,22,14,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0.053,3.723,Pharmaceuticals,7
3079,208.33,5.952,6,57.1,37.1,0,5.7,0,7,1,6,0,0,0,0,0,0,0,0,0,0,961,4.022,0,3.678,1.052,81.378,11.5806,54.814,0.019,8.638,7.427,30.591,10.138,28.429,0,35.672,0,0,0,0,0,0,82.831,0,0,23.811,8.307,17.462,0,0,4.856,0,0,0,10.447,4,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.271,16.877,Pharmaceuticals,7
3080,247.32,7.066,3,48.6,40,2.9,8.6,0,9,10,22,4,0,0,42.58,29.621,0,80.608,44.577,49.668,0,10690,1.32,7.934,5.677,3.226,205.127,19.173,64.527,0.015,7.976,5.672,10.883,9.709,28.429,43.336,17.31,0,0,28.429,0,0,0,59.398,3.124,0,20.086,15.585,17.976,0.384,0,3.979,1.005,0,0,11.239,10,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.399,0.139,Pharmaceuticals,7
3081,137.2,6.533,6,52.4,38.1,4.8,4.8,0,3,1,6,0,0,0,0,0,0,0,0,0,0,320,1.555,0,2.272,0.519,42.6,9.4562,20.74,0.052,4.842,5.198,17.65,2.535,18.952,59.469,5.513,0,0,16.786,0,0,0,44.651,16.786,0,8.048,8.674,17.597,0,0,0.785,0,4.141,9.172,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.846,2.703,Pharmaceuticals,7
3082,305.84,7.46,12,48.8,39,7.3,2.4,2.4,6,3,12,1,0,0,0,0,0,0,93.001,0,0,4332,4.006,0,5.129,1.431,179.727,14.6078,93.886,0.011,8.713,7.332,17.65,8.423,47.381,16.786,70.496,42.22,0,16.786,39.149,39.149,0,123.578,36.695,0,19.397,10.79,19.589,0.188,6,3.35,0,4.245,10.246,0,7,5,3,6,2,0,0,0,15,0,0,0,5,0,0,0,0,5,8.801,13.222,Pharmaceuticals,7
3083,310.76,9.417,18,33.3,48.5,12.1,3,3,1,7,24,2,0,0,34.781,43.802,0,0,65.786,70.543,0,14661,2.199,6.88,5.374,1.948,260.259,17.9939,74.426,0.014,3.905,10.766,0,0,118.493,58.8,31.313,11.771,39.149,72.475,0,39.149,0,141.29,52.011,0,17.713,11.694,19.193,2.115,0,0,-1.08,7.836,10.36,0,4,5,5,8,0,0,0,0,24,0,0,0,7,0,0,0,0,10,20.486,9.772,Pharmaceuticals,7
3084,224.27,7.733,14,41.4,51.7,0,6.9,0,0,2,12,0,0,0,0,0,0,0,0,0,0,2097,2.895,0,3.625,0.932,115.709,10.7093,54.469,0.019,5.097,7.048,0,0,104.239,72.962,6.371,0,0,18.952,0,0,0,115.743,0,0,11.505,9.621,17.966,0,0,0,0,0,9.523,0,2,2,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13.391,11.796,Pharmaceuticals,7
3085,486.36,9.727,25,34,40,18,4,4,2,4,23,0,0,0,101.248,0,0,0,0,0,0,23819,5.445,6.293,7.573,2.138,345.47,12.4229,224.326,0.004,5.799,13.72,5.67,4.211,89.326,129.034,53.766,18.326,129.044,187.131,0,78.297,0,184.801,158.516,0,31.98,11.177,19.486,6.556,0,0.872,0,17.267,0,0,6,5,7,3,2,0,0,0,168,0,0,0,64,0,0,0,4,21,12.603,16.014,Pharmaceuticals,7
3086,306.48,6.255,4,53.1,44.9,0,2,0,14,10,23,3,0,0,33.426,0,0,54.73,118.672,0,0,21644,1.931,7.235,8.333,4.955,315.083,20.632,90.331,0.012,11.716,13.482,8.825,17.742,61.636,0,6.371,104.246,0,53.014,0,0,0,132.594,0,0,24.113,16.794,18.145,0,2,7.503,2.683,0,10.961,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,25.591,35.517,Pharmaceuticals,7
3087,198.76,6.211,0,59.4,37.5,0,0,3.1,12,7,18,6,0,0,0,0,98.357,0,0,0,0,2352,1.173,0,7.583,3.664,86.347,13.2677,29.864,0.036,8.412,2.234,17.65,15.207,0,0,0,0,0,39.149,0,39.149,0,72.006,0,0,15.207,13.861,17.061,0,6,8.222,0.948,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.043,11.567,Pharmaceuticals,7
3088,224.23,8.969,17,32,52,8,8,0,0,6,18,2,0,0,0,0,0,0,94.182,0,0,5573,1.554,0,3.691,1.266,181.801,17.9717,45.471,0.022,3.117,9.798,0,0,66.334,102.309,11.762,0,0,33.571,0,0,0,79.006,33.571,0,12.672,10.803,20.094,0,0,0,0,8.75,9.087,0,5,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.338,7.097,Pharmaceuticals,7
3089,281.39,6.544,1,53.5,34.9,2.3,9.3,0,14,13,25,6,0,0,0,61.471,0,0,93.951,152.715,0,15916,1.587,6.111,7.255,3.993,249.391,22.3671,70.568,0.013,10.985,11.022,26.476,28.149,0,40.849,0,39.202,0,0,0,0,0,41.318,18.011,0,14.843,16.523,17.563,4.415,2,4.012,0.73,0,0,17.774,7,14,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.951,6.212,Pharmaceuticals,7
3090,568.58,8.24,16,40.6,40.6,2.9,15.9,0,12,16,35,4,0,0,53.808,0,0,201.062,256.239,0,0,282063,4.134,7.081,10.406,4.151,198.409634,21.1362,279.95,0.003,12.544,57.936,17.65,14.891,208.998,161.466,47.459,11.771,0,29.019,0,0,0,108.704,19.91,0,52.789,14.505,20.188,7.106,2,0.557,-8.74,4.804,50.813,16.091,10,13,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0.013,0.526,Pharmaceuticals,7
3091,280.34,9.043,14,38.7,35.5,12.9,9.7,0,1,2,12,0,0,0,0,0,0,0,0,0,0,2673,3.335,0,5.318,1.548,124.302,11.0218,74.787,0.014,7.22,20.533,10.883,0,95.562,94.044,15.307,7.143,0,55.538,0,5.807,0,84.998,82.628,0,11.45,12.507,20.177,0,0,0,0,7.358,0,4.832,3,7,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,8,2.266,2.212,Pharmaceuticals,7
3092,392.48,7.85,16,42,42,12,2,2,5,7,29,2,0,0,55.207,0,0,103.645,121.954,0,0,51388,3.117,6.843,7.485,2.764,354.954,14.805,155.293,0.006,9.549,10.718,8.396,41.32,56.857,68.628,49.431,14.96,0,38.778,0,0,0,107.535,91.953,14.96,42.281,11.831,20.672,0.346,0,3.963,0,0,0,0,6,2,7,3,4,0,0,43,0,0,0,0,0,0,0,0,0,18,3.692,5.861,Pharmaceuticals,7
3093,285.47,5.947,7,56.3,39.6,2.1,2.1,0,11,6,18,3,0,0,0,0,53.754,0,68.629,0,84.72,8982,2.449,0,7.345,3.409,217.317,17.4416,83.436,0.013,12.021,9.234,35.301,9.28,37.905,42.683,12.681,0,0,9.476,0,0,0,92.043,3.124,0,18.837,14.734,18.479,0.384,5,4.52,1.252,0,9.865,0,4,4,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,4,14.263,18.908,Pharmaceuticals,7
3094,591.82,6.504,9,53.8,35.2,1.1,9.9,0,22,4,18,1,0,0,0,0,0,0,228.927,0,0,42910,10.026,0,11.623,3.579,575.657,18.7339,389.797,0.003,22.19,26.666,26.476,48.425,199.522,73.186,41.615,11.771,0,9.476,0,0,0,117.189,18.011,0,61.925,10.579,18.696,4.409,0,13.679,-7.736,0,40.281,16.674,6,6,7,18,12,0,0,0,0,0,0,0,0,0,0,0,0,4,10.066,34.793,Pharmaceuticals,7
3095,283.46,6.162,7,54.3,39.1,6.5,0,0,11,3,18,0,0,0,0,0,0,0,0,0,0,5614,3.283,0,6.453,2.843,161.171,10.8255,102.49,0.01,11.242,9.023,0,23.201,47.381,16.602,40.494,0,0,0,0,0,0,90.37,37.308,0,26.387,13.923,17.068,1.656,4,11.178,0,0,0,0,7,5,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5.956,7.463,Pharmaceuticals,7
3096,340.43,7.401,13,45.7,43.5,4.3,4.3,2.2,7,4,17,1,0,0,53.128,0,0,99.097,0,0,0,8388,3.295,7.235,6.625,2.42,213.319,14.1315,110.921,0.01,9.304,15.729,16.793,7.175,109.017,27.602,56.047,26.731,0,0,0,0,0,128.766,34.184,14.96,29.038,15.481,18.983,4.483,4,2.358,-1.104,0,10.445,6.032,6,8,4,11,0,0,0,20,0,0,0,0,0,0,0,0,0,3,10.026,11.436,Pharmaceuticals,7
3097,381.55,6.813,23,48.2,48.2,1.8,1.8,0,6,5,23,1,0,0,78.904,0,0,0,132.256,0,0,20937,4.232,6.843,7.59,2.728,304.942,13.4634,142.367,0.008,11.996,8.273,8.825,12.244,132.239,30.278,16.602,14.528,0,0,0,0,0,175.901,1.899,0,34.837,11.055,19.861,0,2,5.762,0,0,0,0,6,6,8,22,29,0,0,0,0,0,0,0,0,0,0,0,0,4,29.957,56.147,Pharmaceuticals,7
3098,355.51,6.837,22,48.1,48.1,1.9,1.9,0,6,6,23,2,0,0,52.524,0,0,99.95,104.549,0,0,22514,3.219,7.05,7.265,2.753,313.686,15.9659,118.146,0.009,11.149,7.687,17.65,9.709,103.81,30.278,19.175,13.915,0,0,0,0,0,155.723,1.899,0,34.263,11.718,20.546,0,2,4.491,0,0,0,0,6,6,7,20,17,0,0,0,0,0,0,0,0,0,0,0,0,4,27.712,47.791,Pharmaceuticals,7
3099,763.1,6.204,2,56.9,30.9,1.6,10.6,0,36,3,26,0,0,0,0,0,0,0,0,0,0,56371,9.873,0,16.754,5.225,198.409634,28.3254,430.181,0.002,31.876,48.358,126.811,10.138,171.453,101.092,70.177,23.542,0,0,0,0,0,147.616,16.372,0,20.086,13.71,17.749,6.374,19,1.047,-12.98,0,56.224,44.088,18,14,17,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0.022,4.613,Pharmaceuticals,7
3100,268.71,9.597,18,32.1,53.6,7.1,3.6,3.6,0,4,18,1,0,0,0,0,0,0,70.836,0,0,5653,2.206,0,4.512,1.581,171.776,14.7785,54.989,0.019,2.734,2.983,0,0,75.81,81.911,16.488,0,39.149,84.144,0,39.149,0,142.871,33.571,0,16.488,10.985,19.736,0,0,0,0,8.476,0,0,4,5,6,8,0,0,0,0,10,0,0,0,8,0,0,0,0,7,12.719,14.903,Pharmaceuticals,7
3101,444.33,9.068,20,38.8,46.9,2,8.2,4.1,3,3,18,0,0,0,0,0,0,0,0,0,0,14818,6.756,0,7.177,1.994,321.581,13.4481,208.957,0.004,6.681,10.055,0,11.719,113.715,64.673,58.896,0,78.297,78.297,0,78.297,0,237,18.011,0,44.988,9.902,18.516,7.029,0,-0.35,0,0,0,10.155,3,4,8,13,5,0,0,0,6,0,0,0,76,0,0,0,4,5,24.211,37.248,Pharmaceuticals,7
3102,398.53,7.117,23,46.4,48.2,0,5.4,0,6,6,24,2,0,0,0,0,0,0,295.199,0,0,33263,4.959,0,7.634,2.826,375.636,13.7753,182.191,0.006,11.541,8.301,21.766,10.138,113.715,30.278,49.15,0,0,0,0,0,0,177.903,0,0,42.421,9.37,19.886,5.379,0,2.704,0,0,0,10.557,6,6,6,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.672,34.23,Pharmaceuticals,7
3103,325.44,6.924,14,48.9,42.6,2.1,6.4,0,6,2,12,0,0,0,0,0,0,0,0,0,0,3690,4.18,0,5.866,1.76,166.266,12.9582,108.848,0.009,10.053,6.501,37.359,5.659,75.81,62.186,23.313,0,0,0,0,0,0,139.913,3.124,0,26.744,11.854,18.384,6.449,3,0.232,-0.689,0,0,4.862,5,8,13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,5,13.285,17.022,Pharmaceuticals,7
3104,103.16,6.068,0,58.8,29.4,5.9,0,5.9,5,1,5,0,0,0,15.767,0,0,0,0,0,0,117,0.914,6.503,2.111,0.225,22.726,7.5531,13.239,0.073,4.308,8.424,0,42.68,0,0,0,14.96,0,0,0,0,0,9.783,32.897,14.96,7.604,8,13.183,0,4,2.532,-0.861,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1.019,0.529,Pharmaceuticals,7
3105,414.48,7.82,21,41.5,49.1,0,9.4,0,4,5,24,1,0,0,0,0,0,0,139.171,0,0,24964,4.546,0,7.428,2.597,343.751,14.7962,163.624,0.006,9.489,11.767,8.825,7.127,123.191,105.298,45.229,0,0,0,0,0,0,174.697,0,0,42.681,11.886,19.037,5.379,0,0.376,-0.603,0,11.058,11.492,7,9,13,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,17.887,Pharmaceuticals,7
3106,326.85,7.782,13,45.2,45.2,4.8,2.4,2.4,6,7,25,2,0,0,0,45.754,0,0,0,148.847,0,17233,2.805,5.38,6.681,3.012,289.197,18.7096,83.076,0.013,8.333,8.195,0,14.35,90.187,28.557,31.233,0,39.149,55.934,0,39.149,0,132.112,16.786,0,36.535,11.882,19.034,3.99,4,5.096,0,4.709,9.685,0,5,5,3,13,0,0,0,0,16,0,0,0,10,0,0,0,0,5,13.929,17.528,Pharmaceuticals,7
3107,320.24,8.896,1,58.3,36.1,0,2.8,2.8,12,3,11,1,0,0,27.244,0,0,51.151,0,0,0,1799,1.872,7.066,6.554,3.346,103.977,13.9529,43.91,0.026,7.218,3.916,17.65,13.681,0,30.278,0,0,56.782,0,56.782,0,56.782,36.465,0,0,18.815,14.542,17.201,5.379,1,6.97,2.308,0,0,0,2,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.849,16.583,Pharmaceuticals,7
3108,657.74,8.12,17,44.4,34.6,3.7,14.8,1.2,14,3,18,0,0,0,0,0,0,0,0,0,0,35929,9.25,0,12.822,3.091,518.593,17.2177,377.856,0.003,18.637,84.846,33.237,5.069,276.441,189.958,33.524,28.63,0,58.331,0,5.807,0,132.337,35.09,14.96,36.075,11.918,20.062,6.839,0,-1.112,-12.993,8.839,59.725,9.735,6,6,16,8,4,6,0,22,0,0,0,0,0,0,9,0,0,12,0.008,1.759,Pharmaceuticals,7
3109,224.27,7.733,13,41.4,51.7,0,6.9,0,2,4,18,1,0,0,0,0,0,0,62.228,0,0,4401,1.877,0,4.141,1.495,149.25,13.9266,52.808,0.018,5.156,4.23,0,2.535,85.286,30.278,22.614,0,0,0,0,0,0,104.569,0,0,19.283,10.243,18.06,0,0,0.418,-0.154,0,0,5.868,6,5,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.031,9.609,Pharmaceuticals,7
3110,268.29,8.384,14,37.5,46.9,6.3,9.4,0,0,6,19,2,0,0,0,38.102,0,0,0,123.849,0,7902,1.898,5.533,4.405,1.641,228.131,20.7151,63.692,0.016,5.344,18.299,0,36.022,75.81,110.512,11.885,4.276,0,0,0,0,0,91.97,36.022,0,16.16,12.156,19.048,3.517,0,0,0,0,20.414,0,4,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.338,2.411,Pharmaceuticals,7
3111,280.83,7.021,7,52.5,37.5,5,2.5,2.5,8,2,9,0,37.67,0,0,0,0,0,0,0,0,1810,2.426,8.286,5.473,1.885,103.923,10.4567,70.45,0.016,9.21,7.634,17.65,44.873,37.905,29.85,6.686,0,39.149,39.149,0,39.149,0,114.947,36.022,0,20.242,16.763,18.735,4.764,7,2.776,0.209,0,0,0,4,6,2,8,0,0,0,0,11,0,0,0,5,0,0,0,0,5,6.937,3.813,Pharmaceuticals,7
3112,233.73,10.162,12,34.8,52.2,4.3,0,4.3,0,6,18,2,0,0,0,0,0,0,79.77,0,0,4153,1.649,0,4.884,2.266,156.711,17.6998,36.863,0.031,2.333,2.582,0,0,66.334,0,30.126,0,39.149,39.149,32.22,71.368,0,149.817,18.011,0,44.335,9.885,18.326,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,4,11.552,18.774,Pharmaceuticals,7
3113,317.28,8.575,8,40.5,32.4,2.7,24.3,0,4,1,6,0,0,0,0,0,0,0,0,0,0,2201,3.931,0,4.323,0.874,125.336,14.4575,103.307,0.009,6.965,84.876,0,35.003,156.479,180.16,19.429,0,0,0,0,0,0,40.783,32.897,0,12.354,14.154,18.196,7.071,0,-0.142,-3.901,0,55.58,4.548,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.414,1.936,Pharmaceuticals,7
3114,316.83,7.728,12,46.3,43.9,2.4,4.9,2.4,6,12,24,4,0,0,0,0,0,0,212.381,0,65.719,21365,2.045,0,6.344,3.376,298.857,22.0163,77.749,0.014,9.057,10.529,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,39.919,0,140.169,3.124,0,36.714,12.482,19.43,0.384,4,3.329,0.518,0,0,10.607,2,5,4,12,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0.414,12.98464698,Pharmaceuticals,7
3115,475.44,8.197,19,44.8,44.8,3.4,0,6.9,6,4,24,0,0,0,0,0,0,0,0,0,0,18712,6.404,0,8.356,3.17,307.591,11.4234,215.113,0.005,16.142,8.459,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,74.027,0,254.498,6.249,17.926,38.327,11.166,17.952,1.926,0,4.75,0.047,0,0,0,3,5,7,17,14,0,0,30,36,0,0,0,0,0,0,25,0,5,32.166,12.98464698,Pharmaceuticals,7
3116,307.9,6.551,6,55.3,38.3,2.1,2.1,2.1,12,3,18,0,0,0,0,0,0,0,0,0,0,4083,2.99,0,6.948,3.53,152.435,11.7248,85.646,0.012,11.62,6.332,10.883,22.382,37.905,0,22.553,11.771,0,0,39.149,39.149,0,118.748,3.124,0,30.811,15.31,17.924,0.882,6,11.27,0.193,0,0,5.316,8,7,2,10,0,0,0,0,2,0,0,0,8,0,0,0,0,5,14.954,24.151,Pharmaceuticals,7
3117,823.09,6.638,3,53.2,34.7,0,12.1,0,39,14,46,3,0,0,277.333,0,0,224.743,453.545,0,0,1412449,8.078,7.662,19.368,9.872,198.409634,16.1192,117.4183376,0.001,31.036,40.225,44.126,39.599,223.972,130.672,25.185,35.313,0,9.476,0,0,0,111.848,0,0,57.167,18.052,18.481,6.158,15,7.769,-8.103,0,56.801,47.519,17,7,11,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706,4.258,Pharmaceuticals,7
