,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
374,162.02,11.573,6.0,0.0,1.0,0.0,0.0,2.0,2.0,42.9,7.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.149,0.881,1.537,0.592,1.921,2.7,0.286,8.998,3.6806,0.443,0.077,-0.194,3.996,5.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.843,2.729,7.446,5.819,Colorants,2
375,849.862,9.658,40.0,10.0,5.0,2.0,0.0,0.0,4.0,45.5,5.7,11.4,7.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677133.0,6.051,0.996,17.092,8.392,0.253,3.809,0.958,15.276,1.266,-1.709,0.002,-2.592,4.742,7.859,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.684,1.929,3.719,12.9139950622,Colorants,2
376,629.54,8.993,30.0,6.0,6.0,0.0,0.0,2.0,2.0,45.7,8.6,5.7,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53883.0,2.33,0.774,6.634,2.657,0.353,3.451,1.522,13.1733,1.597,1.174,0.002,-2.199,3.997,7.448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.399,3.245,10.531,27.584,Colorants,2
377,627.17,8.475,24.0,6.0,4.0,1.0,0.0,1.0,2.0,40.5,5.4,9.5,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68202.0,4.698,1.229,9.086,3.718,0.489,3.902,0.957,17.8288,1.9725,1.269,0.003,-2.417,4.725,7.715,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.184,1.758,3.09,25.02,Colorants,2
378,509.36,9.611,18.0,6.0,6.0,0.0,0.0,0.0,1.0,35.8,11.3,11.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11628.0,2.787,1.383,5.01,2.096,0.811,3.728,0.887,17.0311,3.0189,1.239,0.005,-2.432,6.88,7.819,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.186,2.779,7.725,22.094,Colorants,2
379,1083.004,10.939,47.0,13.0,9.0,4.0,0.0,0.0,8.0,39.4,9.1,15.2,7.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290393.0,6.095,1.17,117.457,48.693,0.254,4.224,1.094,17.0914,1.3714,-2.435,0.001,-2.951,4.781,7.872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.753,0.682,0.465,12.9139950622,Colorants,2
380,505.96,8.576,18.0,6.0,5.0,0.0,0.0,1.0,1.0,37.3,8.5,11.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14155.0,2.574,1.93,4.699,1.922,0.679,3.7,0.92,16.4086,2.6269,1.288,0.004,-2.502,3.992,7.815,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,-0.231,2.7,7.292,13.84,Colorants,2
381,757.752,10.103,34.0,10.0,8.0,2.0,0.0,0.0,4.0,42.7,10.7,10.7,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,351.566,0.0,0.0,0.0,0.0,0.0,224499.0,6.203,0.821,15.32,7.587,0.314,3.839,1.155,13.608,1.4569,-1.723,0.002,-2.547,4.759,7.863,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.612,2.036,4.145,12.9139950622,Colorants,2
382,680.662,9.724,36.0,6.0,8.0,1.0,0.0,0.0,3.0,44.3,11.4,8.6,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186732.0,5.483,0.971,9.641,4.171,0.261,3.433,1.28,12.971,1.3598,-1.819,0.002,-2.375,4.735,7.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128,2.18,4.754,12.9139950622,Colorants,2
383,536.423,10.518,20.0,8.0,0.0,1.0,0.0,0.0,4.0,45.1,0.0,17.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16094.0,5.052,1.396,23.41,23.759,0.814,4.118,0.265,16.4451,2.8591,-2.346,0.007,-2.155,4.729,7.721,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.245,2.61,6.813,12.9139950622,Colorants,2
384,879.772,10.997,50.0,6.0,4.0,2.0,0.0,0.0,5.0,50.0,5.0,12.5,8.0,12.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179981.0,5.877,0.931,19.377,10.702,0.275,3.232,1.338,18.4545,1.388,-1.843,0.002,-2.478,4.813,7.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.675,2.568,6.597,12.9139950622,Colorants,2
385,407.02,7.018,16.0,4.0,3.0,0.0,0.0,1.0,1.0,43.1,5.2,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9451.0,1.034,1.144,5.479,2.257,0.656,3.028,1.587,12.2869,2.1717,0.485,0.008,-0.958,3.865,4.699,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.853,4.509,20.329,12.9139950622,Colorants,2
386,314.38,7.668,15.0,3.0,4.0,0.0,0.0,0.0,0.0,39.0,9.8,7.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5277.0,2.453,1.412,3.308,1.247,0.612,3.247,1.092,11.8629,2.2768,0.829,0.008,-1.946,3.847,7.815,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.241,2.959,8.755,16.527,Colorants,2
387,496.462,10.793,22.0,5.0,2.0,2.0,0.0,0.0,4.0,39.1,4.3,17.4,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22855.0,5.56,1.304,12.584,5.772,0.594,3.941,0.381,16.2788,2.5884,-1.861,0.006,-2.215,4.741,7.859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.155,1.119,1.252,12.9139950622,Colorants,2
388,473.37,9.282,17.0,4.0,6.0,0.0,0.0,0.0,1.0,39.2,11.8,5.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10110.0,2.586,1.527,4.946,1.876,0.762,3.725,0.711,15.9903,2.7975,0.998,0.006,-2.051,6.88,7.815,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.25,2.998,8.988,28.818,Colorants,2
389,329.37,8.234,20.0,2.0,1.0,0.0,0.0,0.0,0.0,52.5,2.5,7.5,4.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21206.0,2.004,0.609,4.384,2.267,0.673,3.192,0.688,17.9333,1.9629,0.63,0.01,-1.649,3.996,7.435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,3.743,14.008,20.952,Colorants,2
390,960.884,11.173,38.0,14.0,6.0,4.0,0.0,0.0,8.0,39.5,7.0,16.3,6.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659803.0,6.281,1.253,110.572,67.294,0.286,4.26,1.041,17.3938,1.4853,-2.492,0.002,-2.78,4.761,7.868,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.748,0.319,0.102,12.9139950622,Colorants,2
391,88.12,6.294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.877,1.459,0.348,0.0,2.636,2.093,0.822,5.0,3.4032,0.401,0.063,-1.224,3.344,7.435,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.614,0.586,0.344,0.137,FlavorsandFragrances,3
392,106.13,7.581,7.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,7.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1.167,1.125,0.936,0.302,1.782,1.87,0.768,8.1463,3.032,0.22,0.088,-0.788,3.592,7.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.828,1.769,3.129,2.526,FlavorsandFragrances,3
393,44.06,6.294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.25,0.918,0.0,0.0,0.0,2.128,1.481,2.0,2.3128,0.22,0.44,-0.788,2.991,7.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,-0.317,0.101,0.033,FlavorsandFragrances,3
394,172.3,5.384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,1.744,2.252,1.714,0.489,1.535,1.9,1.133,11.0,3.4272,0.401,0.019,-1.224,3.433,7.431,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.807,2.681,7.186,11.503,FlavorsandFragrances,3
395,122.18,6.431,6.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,5.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1.327,1.187,1.345,0.448,1.63,2.795,0.777,8.5992,2.9452,0.22,0.065,-0.788,3.635,6.313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.213,2.193,4.808,6.275,FlavorsandFragrances,3
396,136.26,5.241,2.0,2.0,0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.566,1.185,2.335,0.977,1.597,2.437,0.904,8.9537,2.4954,0.0,0.05,0.0,3.454,4.363,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,3.267,10.673,12.269,FlavorsandFragrances,3
397,150.2,7.152,7.0,1.0,2.0,0.0,0.0,0.0,0.0,38.1,9.5,4.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,1.685,1.273,1.442,0.506,1.779,2.964,0.643,9.9399,3.2841,0.42,0.043,-1.224,3.758,7.429,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.702,-0.006,0.0,0.418,FlavorsandFragrances,3
398,114.16,6.342,2.0,2.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.426,1.5,0.942,0.071,2.61,3.044,0.486,7.0,3.5854,0.401,0.061,-1.224,3.424,7.477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039,1.266,1.602,2.02,FlavorsandFragrances,3
399,86.15,5.384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.269,1.459,0.539,0.0,2.636,2.647,0.672,5.0,2.9294,0.22,0.098,-0.788,3.217,6.266,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,1.064,1.133,1.053,FlavorsandFragrances,3
400,168.31,5.26,2.0,2.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.989,2.585,1.845,0.673,1.242,2.219,0.961,11.0,2.9121,0.22,0.024,-0.788,3.121,7.436,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.888,2.933,8.605,13.612,FlavorsandFragrances,3
401,194.25,6.937,7.0,1.0,0.0,0.0,0.0,0.0,0.0,39.3,0.0,10.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,2.128,2.108,1.855,0.592,1.179,3.146,0.456,10.7084,2.8081,0.554,0.019,-1.526,3.743,7.433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.235,2.889,8.345,7.544,FlavorsandFragrances,3
402,202.32,6.131,8.0,2.0,0.0,0.0,0.0,0.0,0.0,42.4,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,1.025,2.338,2.372,0.92,1.04,2.8,0.712,10.4497,2.5861,0.22,0.022,-0.788,3.629,7.437,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.912,3.477,12.089,17.815,FlavorsandFragrances,3
403,142.22,5.926,2.0,2.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,1.81,1.922,0.937,0.218,1.937,2.718,0.98,9.0,3.6968,0.401,0.028,-1.224,3.397,7.431,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.768,1.953,3.813,4.051,FlavorsandFragrances,3
404,198.34,5.509,2.0,2.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,1.846,2.407,2.128,0.635,1.486,2.42,0.973,13.0,3.5927,0.401,0.016,-1.224,3.358,7.435,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.835,3.146,9.895,11.753,FlavorsandFragrances,3
405,216.35,6.01,8.0,2.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,2.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1.015,2.5,2.622,1.061,0.962,2.743,0.82,10.8318,2.4815,0.22,0.019,-0.788,3.63,7.437,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.917,3.733,13.935,21.874,FlavorsandFragrances,3
406,238.41,5.544,3.0,3.0,0.0,0.0,0.0,0.0,0.0,34.9,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,1.797,2.299,2.533,0.857,1.9,2.662,1.257,16.0,4.5915,0.401,0.013,-1.224,3.476,7.431,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.865,3.84,14.749,21.194,FlavorsandFragrances,3
407,192.28,6.409,7.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,6.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,1.791,2.108,1.949,0.662,0.976,2.798,1.075,9.97,2.45,0.401,0.017,-1.224,3.562,7.431,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.835,2.959,8.753,9.334,FlavorsandFragrances,3
408,165.21,7.183,7.0,1.0,1.0,0.0,0.0,0.0,0.0,39.1,4.3,8.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,2.014,1.425,1.781,0.546,1.707,3.349,0.5,10.4815,3.3512,0.489,0.035,-1.386,3.786,7.433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.783,3.179,2.031,FlavorsandFragrances,3
409,106.21,6.638,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.617,0.918,1.13,0.0,3.971,2.375,0.594,5.0,3.4494,0.276,0.107,-0.592,3.538,6.274,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.164,0.8,0.64,0.687,FlavorsandFragrances,3
410,156.22,8.679,6.0,1.0,0.0,1.0,0.0,0.0,1.0,38.9,0.0,11.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.805,0.0,0.0,0.0,0.0,0.0,294.0,1.545,1.793,1.833,0.622,1.261,3.15,0.375,7.8557,3.2849,0.447,0.046,-1.101,3.85,7.428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.672,0.318,0.101,2.427,FlavorsandFragrances,3
411,152.21,6.618,6.0,1.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,8.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.586,0.0,0.0,0.0,0.0,0.0,355.0,1.399,1.587,1.731,0.483,1.606,2.903,0.587,8.6575,2.9708,0.401,0.037,-1.224,3.747,7.436,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.969,0.939,3.905,FlavorsandFragrances,3
412,160.24,5.935,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1.978,2.187,1.33,0.312,1.934,2.436,0.649,10.0,3.6772,0.554,0.025,-1.526,3.396,7.431,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.119,1.224,1.499,1.699,FlavorsandFragrances,3
413,150.19,7.152,7.0,1.0,0.0,0.0,0.0,0.0,0.0,42.9,0.0,9.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,1.865,1.705,1.419,0.519,1.317,2.734,0.834,9.0046,2.7067,0.401,0.035,-1.224,3.592,7.431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.79,2.083,4.338,2.959,FlavorsandFragrances,3
414,234.09,10.178,7.0,1.0,1.0,0.0,0.0,2.0,2.0,39.1,4.3,8.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,2.144,1.618,1.987,0.683,1.318,3.175,0.761,10.8731,3.4132,0.718,0.018,-1.285,4.014,7.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.626,2.646,7.0,9.786,FlavorsandFragrances,3
415,144.29,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1.417,1.761,1.487,0.385,2.162,1.817,2.167,9.0,3.387,0.22,0.039,-0.788,3.205,6.269,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.257,2.591,6.714,8.019,FlavorsandFragrances,3
416,194.35,5.399,2.0,2.0,0.0,0.0,0.0,0.0,0.0,36.1,0.0,2.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,1.355,1.618,3.413,1.42,1.492,2.09,1.028,11.6703,2.7571,0.22,0.027,-0.788,3.619,7.428,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.905,3.094,9.575,10.488,FlavorsandFragrances,3
417,258.39,6.302,9.0,3.0,0.0,0.0,0.0,0.0,0.0,41.5,0.0,4.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,1.972,2.414,2.96,0.955,1.083,3.108,0.952,12.1879,2.8898,0.401,0.011,-1.224,3.693,7.433,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.879,4.342,18.856,22.837,FlavorsandFragrances,3
418,226.29,7.3,13.0,1.0,0.0,0.0,0.0,0.0,0.0,48.4,0.0,6.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.0,1.929,0.481,2.476,0.974,0.685,2.553,1.081,10.1166,1.9652,0.401,0.012,-1.224,3.671,7.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.865,3.77,14.212,12.889,FlavorsandFragrances,3
419,210.35,5.685,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,5.4,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,68.602,0.0,0.0,0.0,0.0,0.0,1663.0,1.704,1.57,5.276,2.391,1.288,2.159,1.17,11.2043,2.3288,0.401,0.019,-1.224,3.709,7.431,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.846,3.133,9.816,9.128,FlavorsandFragrances,3
420,198.34,5.509,2.0,2.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,1.719,2.753,1.934,0.595,1.35,2.338,0.709,13.0,3.4689,0.401,0.014,-1.224,3.371,7.431,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.835,3.146,9.895,14.846,FlavorsandFragrances,3
421,254.35,6.874,13.0,1.0,0.0,0.0,0.0,0.0,0.0,45.9,0.0,5.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006.0,0.96,1.131,2.845,1.207,0.764,2.839,0.656,11.497,2.2928,0.401,0.011,-1.224,3.738,4.817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.879,3.719,13.828,19.26,FlavorsandFragrances,3
422,130.21,5.661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.757,1.837,0.821,0.177,2.179,1.999,1.142,8.0,3.6957,0.401,0.033,-1.224,3.398,7.431,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.742,1.727,2.981,3.499,FlavorsandFragrances,3
423,150.15,7.507,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2.97,1.761,1.071,0.115,2.703,2.841,0.2,9.0,4.0792,0.803,0.035,-1.946,3.392,7.438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.934,-2.248,5.052,4.723,FlavorsandFragrances,3
424,182.29,5.88,2.0,1.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,2.071,2.565,1.621,0.484,1.356,2.21,0.823,12.0,3.4867,0.401,0.019,-1.224,3.546,7.435,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.822,2.865,8.206,15.003,FlavorsandFragrances,3
425,126.29,11.481,0.0,0.0,0.0,3.0,0.0,0.0,3.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.052,1.522,3.674,0.0,2.34,1.686,1.774,4.0,7.4431,0.193,0.275,0.779,4.282,3.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.359,0.845,0.713,3.906,FlavorsandFragrances,3
426,134.19,6.71,7.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.116,1.185,1.552,0.496,1.755,2.709,0.775,9.4033,3.2184,0.22,0.061,-0.788,3.723,7.437,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.864,2.42,5.854,6.563,FlavorsandFragrances,3
427,138.13,8.633,7.0,1.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,18.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,2.653,1.185,1.114,0.366,1.597,2.75,0.5,8.9537,3.1465,0.554,0.049,-1.526,3.712,7.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743,1.132,1.282,1.362,FlavorsandFragrances,3
428,132.18,6.294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.007,1.837,0.767,0.144,2.179,2.485,0.643,8.0,3.6633,0.554,0.034,-1.526,3.393,7.431,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.001,0.538,0.289,0.105,FlavorsandFragrances,3
