,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
3423,439.57,8.294,29.0,1.0,3.0,1.0,0.0,0.0,1.0,49.1,5.7,3.8,5.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,84.934,0.0,0.0,0.0,0.0,0.0,39383.0,2.237,0.726,6.389,2.974,0.473,3.415,0.571,13.1845,1.7505,0.682,0.007,-1.57,4.289,7.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.403,3.711,13.769,20.889,Pharmaceuticals,6
3424,366.36,8.326,12.0,2.0,6.0,0.0,0.0,0.0,1.0,31.8,13.6,9.1,4.0,5.0,1.0,2.0,1.0,0.0,39.893,0.0,117.419,0.0,0.0,99.588,0.0,0.0,15701.0,5.262,1.166,4.517,2.222,0.544,4.026,0.455,12.2929,1.792,1.002,0.007,-2.184,4.451,7.481,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.765,2.567,6.59,0.032,Pharmaceuticals,6
3425,409.44,8.189,12.0,0.0,3.0,1.0,0.0,2.0,3.0,40.0,6.0,0.0,4.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22627.0,0.576,0.646,7.375,4.428,0.562,3.038,0.95,16.5944,1.762,0.644,0.007,-0.704,4.348,4.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.76,3.442,11.846,12.9139950622,Pharmaceuticals,6
3426,475.68,6.607,11.0,5.0,1.0,0.0,0.0,0.0,0.0,41.7,1.4,5.6,5.0,11.0,3.0,1.0,1.0,2.0,0.0,0.0,54.457,0.0,0.0,93.244,0.0,0.0,77899.0,2.319,1.084,9.553,6.296,0.618,3.349,0.747,20.8621,1.7277,0.753,0.006,-1.856,3.855,7.438,3.0,1.0,7.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.85,4.127,17.029,19.436,Pharmaceuticals,6
3427,698.85,8.222,36.0,3.0,4.0,1.0,0.0,0.0,1.0,47.1,4.7,7.1,8.0,13.0,4.0,1.0,0.0,3.0,0.0,0.0,99.781,150.039,0.0,0.0,244.505,0.0,926496.0,2.95,0.688,10.742,6.069,0.276,3.907,0.794,16.5164,1.1364,1.132,0.002,-2.323,4.224,7.481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.948,4.421,19.548,52.764,Pharmaceuticals,6
3428,365.44,8.305,9.0,3.0,1.0,1.0,0.0,0.0,1.0,38.6,2.3,13.6,5.0,24.0,7.0,1.0,3.0,3.0,0.0,0.0,23.523,0.0,44.075,142.949,180.794,69.98,54844.0,5.569,1.022,6.72,4.837,0.763,3.912,0.29,22.9104,2.0148,0.989,0.01,-2.129,4.718,7.775,0.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.352,1.88,3.534,0.423,Pharmaceuticals,6
3429,226.36,5.957,3.0,3.0,2.0,0.0,0.0,0.0,0.0,31.6,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,1.771,2.022,2.422,0.874,2.575,2.71,0.941,15.0,5.3417,0.57,0.016,-1.526,3.609,7.431,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.734,1.405,1.975,1.984,Pharmaceuticals,6
3430,332.53,5.938,2.0,2.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,5.4,4.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,36.989,0.0,0.0,60.484,0.0,0.0,23052.0,1.655,0.961,8.171,5.458,0.731,2.437,0.911,20.7481,1.7039,0.554,0.01,-1.526,3.74,7.425,2.0,1.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.864,3.716,13.812,11.209,Pharmaceuticals,6
3431,414.41,8.634,15.0,4.0,4.0,0.0,0.0,0.0,0.0,39.6,8.3,14.6,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,151.391,0.0,0.0,127.966,0.0,0.0,27701.0,2.801,0.792,5.064,2.268,0.48,4.215,0.167,13.1893,1.573,1.187,0.005,-2.468,3.929,7.479,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.73,1.067,1.139,0.061,Pharmaceuticals,6
3432,169.2,7.357,6.0,0.0,1.0,0.0,0.0,0.0,0.0,34.8,4.3,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,2.128,1.425,1.608,0.533,1.526,3.436,0.348,10.0647,3.1064,0.63,0.034,-1.649,3.741,6.391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.596,-0.064,0.004,0.012,Pharmaceuticals,6
3433,153.15,8.508,7.0,1.0,1.0,0.0,0.0,0.0,0.0,38.9,5.6,16.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,2.386,1.455,1.25,0.394,1.707,3.17,0.111,9.7062,3.2403,0.63,0.038,-1.649,3.739,7.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661,1.241,1.541,0.043,Pharmaceuticals,6
3434,394.3,9.617,19.0,0.0,5.0,0.0,0.0,0.0,1.0,46.3,12.2,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10939.0,1.179,0.795,4.134,1.705,0.562,3.622,0.769,12.5136,2.0102,0.607,0.007,-1.275,6.88,6.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.273,4.044,16.351,33.771,Pharmaceuticals,6
3435,214.24,7.388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,17.2,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,52.553,0.0,43.246,0.0,0.0,0.0,3128.0,2.496,0.648,3.357,1.862,1.067,2.73,0.949,12.7094,2.0407,0.803,0.016,-1.946,3.715,7.432,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-0.134,0.669,0.448,0.469,Pharmaceuticals,6
3436,362.36,8.235,8.0,2.0,1.0,0.0,3.0,0.0,0.0,36.4,2.3,11.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893.0,6.645,1.265,4.396,2.103,1.017,3.742,0.642,15.4312,2.5742,1.196,0.009,-2.641,3.858,8.516,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.391,1.485,2.205,3.76,Pharmaceuticals,6
3437,223.35,8.59,2.0,2.0,1.0,2.0,0.0,0.0,2.0,26.9,3.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,2.763,1.669,1.91,0.472,2.455,3.295,0.75,12.0,4.8627,0.703,0.023,-1.485,3.768,7.477,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.566,0.381,0.146,0.359,Pharmaceuticals,6
3438,260.25,8.395,3.0,3.0,2.0,0.0,1.0,0.0,0.0,32.3,6.5,16.1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,48.292,0.0,0.0,0.0,0.0,0.0,2525.0,3.19,0.992,2.894,1.152,1.091,3.776,0.218,12.0971,2.5258,1.037,0.012,-2.336,3.744,8.185,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.361,-0.383,0.147,1.132,Pharmaceuticals,6
3439,467.89,8.665,14.0,3.0,1.0,0.0,0.0,1.0,1.0,38.9,1.9,16.7,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,101.025,0.0,0.0,0.0,0.0,0.0,17213.0,3.257,0.837,5.482,2.333,0.564,3.985,0.449,13.7118,1.9432,1.272,0.004,-2.502,3.954,7.477,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.663,0.506,0.256,4.888,Pharmaceuticals,6
3440,165.26,6.121,6.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,3.7,3.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,1.754,1.695,2.07,0.633,1.474,3.006,0.751,9.4646,2.8051,0.325,0.033,-1.03,3.608,6.272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.509,1.664,2.77,1.524,Pharmaceuticals,6
3441,275.3,7.866,7.0,1.0,1.0,0.0,3.0,0.0,0.0,37.1,2.9,5.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655.0,5.604,2.269,2.678,1.021,1.009,3.392,0.729,12.5512,2.7945,0.943,0.012,-2.345,3.776,8.513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.198,3.323,11.043,11.298,Pharmaceuticals,6
3442,218.22,8.393,12.0,1.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,15.4,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335.0,2.743,1.453,2.178,1.022,0.956,3.123,0.538,13.9009,2.6116,0.686,0.017,-1.758,3.901,7.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.451,1.683,2.831,4.512,Pharmaceuticals,6
3443,495.83,5.634,3.0,3.0,1.0,0.0,0.0,0.0,0.0,33.0,1.1,5.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,114.477,0.0,0.0,0.0,0.0,0.0,0.0,7563.0,2.045,3.263,7.056,3.185,0.863,2.169,1.963,19.6138,2.7079,0.863,0.004,-2.028,3.621,7.441,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.43,5.44,29.594,71.775,Pharmaceuticals,6
3444,162.21,7.373,7.0,1.0,2.0,0.0,0.0,0.0,0.0,40.9,9.1,4.5,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.678,0.0,0.0,40.262,0.0,1236.0,1.59,0.597,1.869,0.854,1.322,3.187,0.455,15.6078,2.5608,0.42,0.032,-1.224,3.697,7.427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.59,0.985,0.97,0.481,Pharmaceuticals,6
3445,420.5,7.645,20.0,3.0,2.0,0.0,0.0,0.0,0.0,43.6,3.6,9.1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,101.422,0.0,0.0,0.0,0.0,0.0,15491.0,2.278,0.778,4.837,1.939,0.469,3.576,0.587,12.7223,1.7046,0.92,0.004,-2.104,3.886,7.435,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.361,2.384,5.682,18.718,Pharmaceuticals,6
3446,378.45,8.052,18.0,2.0,6.0,0.0,1.0,0.0,0.0,42.6,12.8,2.1,5.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,51.601,0.0,0.0,97.532,0.0,0.0,45351.0,2.149,0.517,5.212,2.577,0.497,3.924,0.511,14.8797,1.6947,0.87,0.007,-2.072,4.022,8.201,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.502,1.774,3.149,1.552,Pharmaceuticals,6
3447,179.24,6.894,7.0,1.0,1.0,0.0,0.0,0.0,0.0,38.5,3.8,7.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,1.607,1.604,1.439,0.569,1.151,3.162,0.75,10.0107,3.0425,0.489,0.023,-1.386,3.695,6.325,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.202,2.086,4.353,3.939,Pharmaceuticals,6
3448,240.34,6.496,6.0,1.0,2.0,0.0,0.0,0.0,0.0,32.4,5.4,8.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,52.25,0.0,0.0,0.0,0.0,0.0,1171.0,2.388,1.816,2.32,0.945,1.466,2.965,0.892,12.3559,3.3783,0.701,0.016,-1.758,3.886,7.433,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468,1.306,1.705,4.013,Pharmaceuticals,6
3449,660.06,12.223,6.0,6.0,0.0,0.0,0.0,0.0,6.0,11.1,0.0,44.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7728.0,6.821,1.505,6.605,5.307,1.716,2.725,3.029,25.145,5.9781,1.852,0.005,-3.285,4.506,7.496,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.087,-1.543,2.38,62.821,Pharmaceuticals,6
3450,359.29,9.711,13.0,2.0,3.0,0.0,3.0,0.0,0.0,37.8,8.1,13.5,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,63.643,0.0,0.0,112.341,0.0,0.0,12437.0,5.984,1.127,3.356,1.538,0.498,3.912,0.561,12.5172,1.7798,1.277,0.005,-2.723,3.939,8.516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.553,2.807,7.879,18.505,Pharmaceuticals,6
3451,307.48,6.029,7.0,1.0,1.0,0.0,0.0,0.0,0.0,35.3,2.0,5.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,1.08,2.537,2.815,1.009,0.689,3.052,1.079,13.6427,2.4776,0.63,0.006,-1.649,3.651,4.748,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-0.354,2.293,5.257,6.137,Pharmaceuticals,6
3452,244.12,10.172,6.0,0.0,1.0,0.0,1.0,0.0,1.0,41.7,4.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,29.692,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1.755,0.7,2.876,1.183,1.056,3.287,0.5,9.096,2.2542,0.468,0.03,-1.2,6.88,8.201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.202,3.262,10.639,6.534,Pharmaceuticals,6
3453,286.83,7.355,12.0,0.0,2.0,0.0,0.0,1.0,1.0,43.6,5.1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3534.0,1.018,0.432,4.07,2.213,0.834,2.834,1.148,10.9778,2.0686,0.396,0.014,-0.697,3.884,4.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.37,3.376,11.397,12.972,Pharmaceuticals,6
3454,246.22,8.794,3.0,3.0,2.0,0.0,1.0,0.0,0.0,32.1,7.1,17.9,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,45.292,0.0,0.0,0.0,0.0,0.0,2194.0,3.184,1.0,2.599,1.01,1.09,3.896,0.071,11.6529,2.4654,1.037,0.013,-2.336,3.703,8.185,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.424,-0.68,0.462,2.281,Pharmaceuticals,6
3455,330.31,8.692,9.0,3.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,18.4,5.0,15.0,4.0,2.0,1.0,2.0,0.0,0.0,56.787,0.0,46.047,45.815,0.0,65.951,40529.0,2.347,0.757,4.911,2.668,0.735,3.574,0.336,23.8629,1.9178,1.003,0.011,-2.241,3.998,7.448,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-0.699,2.01,4.04,2.688,Pharmaceuticals,6
3456,243.33,6.952,10.0,0.0,1.0,0.0,0.0,0.0,0.0,42.9,2.9,5.7,4.0,7.0,2.0,1.0,2.0,0.0,25.777,0.0,22.75,0.0,0.0,94.15,0.0,0.0,7878.0,1.018,0.0,3.742,2.122,0.744,3.312,0.457,15.0409,1.9155,0.489,0.015,-1.386,4.0,4.863,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.334,1.978,3.914,10.283,Pharmaceuticals,6
3458,345.48,6.644,6.0,0.0,1.0,0.0,0.0,0.0,0.0,38.5,1.9,7.7,5.0,11.0,4.0,1.0,0.0,3.0,0.0,0.0,40.437,0.0,49.749,0.0,0.0,79.047,34111.0,1.986,0.739,7.321,5.064,0.789,3.248,0.644,20.5483,1.7944,0.753,0.01,-1.856,3.874,6.279,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-0.356,2.069,4.282,1.657,Pharmaceuticals,6
3459,366.46,7.967,21.0,1.0,6.0,0.0,0.0,0.0,0.0,47.8,13.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15032.0,1.21,1.188,4.084,1.74,0.522,3.689,0.685,12.9456,1.9594,0.603,0.006,-1.526,3.829,6.822,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,3.458,11.956,29.264,Pharmaceuticals,6
3460,227.24,8.74,17.0,2.0,3.0,0.0,0.0,0.0,0.0,46.2,11.5,7.7,3.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,22.053,0.0,0.0,89.491,0.0,0.0,5265.0,2.458,0.922,2.83,1.376,0.943,3.471,0.337,17.0523,2.6926,0.645,0.022,-1.649,4.106,7.815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.198,3.145,9.891,9.934,Pharmaceuticals,6
3461,187.27,6.242,2.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,3.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,2.665,2.47,1.694,0.57,1.503,2.62,0.692,12.0,3.4296,0.63,0.018,-1.649,3.418,7.477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.605,1.032,1.065,2.356,Pharmaceuticals,6
3462,311.2,9.43,10.0,0.0,2.0,0.0,0.0,0.0,1.0,39.4,6.1,6.1,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,32.602,0.0,0.0,61.025,0.0,0.0,5248.0,0.93,0.816,4.428,2.169,0.836,3.542,0.326,13.5512,2.1482,0.65,0.017,-1.43,6.872,5.236,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.225,1.855,3.442,5.56,Pharmaceuticals,6
3463,324.88,7.384,13.0,1.0,2.0,0.0,0.0,1.0,1.0,45.5,4.5,0.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.754,0.0,0.0,148.847,0.0,17233.0,1.047,0.503,5.332,3.231,0.773,3.321,0.472,18.7096,1.9374,0.396,0.013,-0.697,3.933,4.853,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.858,3.979,15.832,20.061,Pharmaceuticals,6
3464,282.35,8.556,13.0,3.0,2.0,1.0,0.0,0.0,1.0,36.4,6.1,12.1,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,42.456,0.0,0.0,75.626,0.0,0.0,3510.0,4.253,1.638,4.177,1.8,0.911,3.881,0.326,13.5905,2.7995,0.847,0.018,-1.888,4.668,7.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.251,0.319,0.102,0.766,Pharmaceuticals,6
3465,330.43,7.183,13.0,2.0,4.0,0.0,0.0,0.0,0.0,37.0,8.7,6.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,72.097,0.0,0.0,0.0,0.0,0.0,5271.0,2.305,1.365,3.51,1.529,0.908,3.668,0.527,14.2197,2.5995,0.829,0.009,-1.946,3.93,7.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.039,1.524,2.323,5.273,Pharmaceuticals,6
3466,477.62,8.095,17.0,5.0,3.0,1.0,2.0,0.0,1.0,45.8,5.1,1.7,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,96.756,0.0,0.0,167.074,0.0,0.0,38722.0,1.941,0.513,7.28,3.758,0.398,3.657,1.225,12.188,1.3748,0.857,0.005,-2.066,4.017,8.203,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.788,5.246,27.52,25.474,Pharmaceuticals,6
3467,312.46,6.249,3.0,3.0,2.0,0.0,0.0,0.0,0.0,32.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443.0,2.039,1.882,3.836,1.676,1.289,3.133,0.86,15.6973,3.2463,0.816,0.009,-1.946,3.647,7.434,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.069,0.901,0.811,1.093,Pharmaceuticals,6
3468,232.36,6.28,10.0,0.0,2.0,0.0,0.0,0.0,0.0,37.8,5.4,2.7,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,33.646,0.0,0.0,63.568,0.0,0.0,2498.0,1.686,1.693,3.38,1.54,1.063,3.228,0.548,13.9204,2.589,0.42,0.018,-1.224,4.016,6.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.353,1.846,3.409,4.216,Pharmaceuticals,6
3469,609.81,7.009,16.0,6.0,7.0,0.0,0.0,0.0,0.0,35.6,8.0,6.9,4.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,165.98,0.0,0.0,155.514,0.0,0.0,76186.0,2.423,0.827,8.242,3.566,0.552,3.397,1.032,25.7438,1.7928,1.237,0.003,-2.518,3.923,7.441,5.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.888,-0.378,0.143,1.905,Pharmaceuticals,6
3470,235.36,6.194,7.0,1.0,1.0,0.0,0.0,0.0,0.0,36.8,2.6,5.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,1.831,2.017,2.803,1.102,1.471,2.775,1.185,11.5536,3.2178,0.489,0.015,-1.386,3.668,7.431,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.807,2.658,7.066,8.405,Pharmaceuticals,6
3471,186.28,6.009,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,2.146,1.547,1.41,0.278,2.498,1.839,3.115,12.0,4.8678,0.554,0.02,-1.526,3.651,7.452,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.748,2.549,6.5,8.397,Pharmaceuticals,6
3472,426.45,8.362,15.0,3.0,2.0,0.0,2.0,0.0,0.0,45.1,3.9,7.8,5.0,7.0,2.0,1.0,1.0,1.0,42.157,0.0,67.88,0.0,0.0,114.368,0.0,0.0,37248.0,4.428,1.033,5.755,3.005,0.581,4.047,0.461,15.2879,1.8186,1.06,0.007,-2.424,3.972,8.357,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.225,2.615,6.84,13.058,Pharmaceuticals,6
3473,150.19,7.152,7.0,1.0,0.0,0.0,0.0,0.0,0.0,42.9,0.0,9.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,2.513,1.16,1.695,0.443,1.949,3.01,1.12,10.2078,3.4053,0.401,0.049,-1.224,3.789,7.478,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.206,2.351,5.526,5.793,Pharmaceuticals,6
3474,408.92,7.715,10.0,4.0,2.0,0.0,0.0,1.0,1.0,37.7,3.8,9.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922.0,2.223,1.806,4.615,2.365,1.078,3.694,0.533,16.5016,2.8932,1.0,0.008,-2.08,3.962,7.435,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.953,1.641,2.691,2.485,Pharmaceuticals,6
3475,162.21,7.373,7.0,1.0,2.0,0.0,0.0,0.0,0.0,40.9,9.1,4.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,28.853,0.0,0.0,0.0,0.0,0.0,917.0,1.371,0.597,1.847,0.71,1.145,3.097,0.671,9.6406,2.31,0.42,0.029,-1.224,3.659,5.024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.59,1.261,1.59,2.164,Pharmaceuticals,6
3476,219.66,11.561,7.0,2.0,1.0,1.0,0.0,1.0,2.0,36.8,5.3,15.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38.907,0.0,0.0,0.0,0.0,0.0,562.0,2.74,1.946,2.427,0.888,1.202,3.827,0.105,9.3072,3.0768,0.769,0.025,-1.529,4.292,7.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,0.672,0.451,1.254,Pharmaceuticals,6
3477,366.44,8.328,14.0,2.0,0.0,1.0,1.0,0.0,1.0,40.9,0.0,11.4,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9838.0,4.859,0.65,5.428,2.709,0.561,3.565,0.472,12.9973,2.0653,0.962,0.007,-2.169,4.715,8.201,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.277,2.658,7.065,12.778,Pharmaceuticals,6
3478,317.4,7.381,8.0,2.0,3.0,0.0,1.0,0.0,0.0,39.5,7.0,4.7,4.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.006,18590.0,2.04,0.636,4.856,2.674,0.768,3.467,0.733,17.6893,2.0314,0.797,0.01,-1.994,3.959,8.201,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.729,1.713,2.934,4.291,Pharmaceuticals,6
