,No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
5299,5300,178.2,7.748,7,1,0,0,0,0,0,43.5,0,13,0,2,3,1,1,1,0,0,0,0,0,44.802,0,0,0.886,121,1.988,1305,1.515,1.269,0.779,1.067,3.082,1.442,0.381,2.583,12.0543,2.3858,2.372,0.554,0.028,3.768,7.428,4.344,2.341,0.904,2.264,0.907,0.71,0.964,2.595,3.497,8.825,23.542,0,0,65.245,0,0,6.928,3.606,10.488,0,1.392,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,5,0,0,2,0,0,0,0,0.732,0,0,0.152,2.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.496,-2.49,Pharmaceuticals,7
4891,4892,396.31,14.154,2,2,2,0,0,0,1,28.6,7.1,14.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.124,210,1.889,809,3.886,1.697,1.358,1.465,3.335,1.472,0.286,1.494,11.2087,3.0116,4.090693252,0.635739064,0.017,16.324,7.527,4.803,2.813,2.899,2.452,1.010017244,2.574,2.246,1.509,3.826,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,6.067,4.595,15.22,-2,1.699,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,0,3.196,0,0,-1.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,13.7689722,-0.68,Pharmaceuticals,7
6629,6630,300.39,6.986,7,1,2,0,2,0,0,34.9,4.7,4.7,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0.993,736,2.725,2037,3.797,2.453,1.158,1.002,3.38,2.047,0.669,1.274,13.3736,2.9182,4.212,0.873,0.009,3.726,8.354,9.727,4.206,0.82,0.962,0.546,1.163,0.455,0.89,3.584,10.883,11.771,0,0,84.925,0,0,6.825,4.006,11.241,-1,2.375,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,1,0,2,2,0,1,0,0,0,0,3.876,0,0,0.736,0.786,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,6,2,0,0,2,3,0,0,0,6,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,8.363,5.035,-3.85,Pharmaceuticals,7
4716,4717,139.17,7.325,6,1,1,0,0,0,0,36.8,5.3,10.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.944,70,1.895,278,1.965,1.793,0.244,1.519,3.281,0.967,0.356,1.593,7.9627,2.9128,1.952,0.489,0.034,3.706,7.433,3.974,1.623,0.684,0,0.305,0.971,0.11,0,3.362,8.825,14.528,0,0,51.366,0,0,6.32,3.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0.415,0,0,-0.299,0.502,0,0,0,0,2.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,2.014,-1.87,Pharmaceuticals,7
5111,5112,322.21,9.477,14,2,3,0,0,2,2,44.1,8.8,2.9,5.9,3,4,1,0,0,0,0,0,51.545,0,0,83.32,0,0.92,538,2.111,7208,1.125,0.819,1.936,0.956,3.418,1.669,0.434,2.913,16.7503,2.511,2.837,0.732,0.014,3.991,5.16,5.186,2.608,1.459,1.838,1.208,1.197,1.307,1.599,3.849,18.40078477,10.07585933,12.86358422,11.05507456,174.696,0,0,7.242,4.371,11.237,-1,1.394,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,1.468,3.235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,5,7,5,0,0,0,0,0,0,0,10,2,0,0,29,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105,13.7689722,-1.11,Pharmaceuticals,7
6013,6014,276.46,5.76,5,5,0,0,0,0,0,37.5,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,646,3.284,1313,2.366,3.284,0.954,1,2.664,2.921,0.766,1,19,3.3945,5.888,0.401,0.009,3.334,7.477,11.386,5.108,0.944,0.92,0.875,1.02,0.634,0.705,3.625,8.825,0,0,0,105.821,0,0,5.221,3.596,11.051,-1.366,0.68,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,7.078,0,0,-0.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.311,30.268,-5.13,Pharmaceuticals,7
3230,3231,152.96,8.051,6,0,1,0,0,0,0,31.6,5.3,15.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.845,81,1.868,407,2.799,1.273,0.408,1.568,3.432,0.816,0.461,1.751,9.6316,3.0392,2.119,0.514,0.04,3.688,6.494,3.514,2.105,1.799,0,0.844,0.255,2.836,0,3.127,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,6.715,2.938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,1.336,-1.11,Pharmaceuticals,7
6924,6925,638.79,7.515,29,2,6,0,0,0,0,41.2,7.1,7.1,0,6,7,1,2,1,0,0,0,0,0,218.97,0,0,0.929,5735,3.497,223377,2.505,0.774,4.087,0.325,3.599,2.81,0.591,1.964,14.5905,1.3609,6.779,1.196,0.002,4.049,7.439,17.186,8.017,1.07,1.046,1.191,1.162,0.866,1.197,3.999,26.476,23.164,0,0,195.921,0,0,7.691,3.812,12.849,1.259,1.743,0,6,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,6,1,0,0,10,3,4,0,4,0,0,6.232,0,0,-1.492,5.287,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,5,2,5,1,4,0,0,13,17,25,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,36.704,61.112,-6.54,Pharmaceuticals,7
6947,6948,112.071,9.339,1,1,0,0,0,0,1,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.401,30,1.557,50,1.978,1.557,0.137,2.46,2.918,0.667,1.66,1,6,3.545,2.489,-1.428,0.062,3.419,7.431,2.101,21.755,0,0,3.085,0,0,0,3.031,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,4.665,3.654,11.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0.018,0,0,-0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,13.7689722,-0.79,Pharmaceuticals,7
4960,4961,266.36,7.009,12,1,0,0,0,0,0,47.4,0,5.3,0,4,10,3,1,1,2,0,0,0,0,44.303,0,0,0.962,368,2.522,15139,1.391,0.627,3.095,0.794,3.294,1.954,0.336,4.541,20.8868,1.9663,2.97,0.401,0.018,3.956,7.425,8.174,4.016,0.983,1.183,0.686,1.002,1.123,1.713,3.817,8.825,0,0,0,82.995,0,0,7.538,4.114,10.114,-1.155,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,0,0,0,0,0,0,3.653,0,0,0.443,3.066,2.332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.397,13.229,-4.26,Pharmaceuticals,7
4427,4428,267.35,7.226,12,0,1,0,0,0,0,45.9,2.7,5.4,0,4,12,4,0,0,4,0,0,0,0,0,0,56.266,0.917,360,2.148,16991,1.705,0.627,2.959,0.899,3.285,1.924,0.291,4.849,22.3062,2.1088,2.756,0.489,0.017,3.944,6.39,7.962,3.65,1.096,1.27,1.068,1.052,1.349,2.292,3.733,8.396,0,0,0,78.88,0,0,7.39,3.596,0.273,-1.19,0.172,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,3.009,0,0,0,5.686,0,0,2.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.608,9.396,-3.57,Pharmaceuticals,7
5649,5650,295.84,7.044,10,0,1,0,0,1,1,38.1,2.4,4.8,2.4,2,3,1,1,1,0,0,0,0,0,82.608,0,0,1.041,492,2.484,3725,1.631,1.775,1.529,0.889,3.166,2.226,1.001,1.946,13.6204,2.4659,3.478,0.61,0.012,3.982,5.132,10.387,4.187,2.319,1.313,1.646,1.231,2.417,1.069,3.728,35.301,50.204,0,39.919,133.808,0,0,7.523,3.342,0,-1.127,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,9,0,1,0,0,0,0,1.547,0,0,0,1.957,2.022,0,0,0,0,5.959,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,3,4,6,0,0,0,0,0,0,0,7,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.734,16.954,-3.6,Pharmaceuticals,7
3353,3354,310.42,6.898,8,1,0,0,0,0,0,44.4,0,6.7,0,4,10,3,1,1,2,0,0,0,0,52.817,0,0,0.976,559,2.541,21210,2.849,0.872,4.386,0.77,3.575,1.917,0.328,4.077,21.2024,1.7727,3.624,0.554,0.012,3.835,7.427,10.051,4.871,0.914,1.025,1.02,0.854,1.202,1.435,3.839,8.825,52.123,0,0,101.783,0,0,7.09,4.516,12.355,-0.912,1.194,1,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14,1,0,2,0,0,0,0,0,0,0,4.013,5.563,2.425,-0.176,2.858,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.502,14.859,-4.01,Pharmaceuticals,7
6957,6958,384.93,6.753,0,0,0,0,0,0,5,21.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.435,576,2.344,960,2.95,1.963,8.794,2.195,1.554,4.279,2.932,1,20,13.8977,4.72,-0.364,0.019,4.334,4.697,27.809,15.678,1.041,0.775,0.334,0.577,2.131,0.079,4.246,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,5.457,3.501,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888,67.325,-2.19,Pharmaceuticals,7
4027,4028,349.56,6.133,13,1,1,0,0,0,0,42.1,1.8,1.8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1.078,1132,2.315,5048,1.811,0.902,3.321,0.862,2.803,3.029,1.29,1.665,11.6555,2.111,3.995,0.325,0.01,3.802,7.425,13.583,5.995,1.097,1.031,1.352,1.036,1.13,0.879,3.729,17.65,0,0,0,140.802,0,0,7.163,4.323,11.173,-0.705,0.854,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,2,9,0,0,0,0,0,0,7.581,0,0,0.318,2.254,0,0,2.576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.972,27.425,-5.09,Pharmaceuticals,7
6575,6576,219.31,6.646,7,1,1,0,0,0,0,39.4,3,6.1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1.023,286,2.108,1529,2.398,0.875,1.655,1.1,3.19,1.854,0.485,1.853,10.4996,2.2715,2.917,0.489,0.021,3.661,7.477,7.634,3.302,1.105,0.656,1.802,0.917,1.036,0.085,3.656,0,0,0,0,61.186,0,0,6.645,3.84,11.361,-1.891,0.4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,4.152,0,0,-0.731,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011,3.721,-3.09,Pharmaceuticals,7
3259,3260,436.02,7.267,11,0,7,0,0,1,1,33.3,11.7,3.3,1.7,4,5,1,0,0,1,0,0,0,0,0,0,0,1.028,1420,2.426,22509,1.545,1.18,3.28,0.677,2.767,3.14,1.567,2.391,15.7786,2.1147,4.057,0.981,0.006,4.089,6.269,13.816,4.837,1.648,1.397,1.379,1.159,1.195,0.883,3.74,0,48.347,0,39.149,80.476,0,0,7.622,3.427,0.153,0.045,0.8,0,6,0,0,0,0,0,0,0,0,1,0,8,0,0,0,2,0,4,0,0,0,8,0,0,0,4,0,0,11.113,0,0,0,2.202,1.363,0,6.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,3,7,0,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,9.92,13.949,-4.07,Pharmaceuticals,7
5134,5135,303.15,10.827,18,1,2,0,0,2,2,53.6,7.1,3.6,7.1,3,4,1,0,0,1,0,0,0,0,0,0,0,0.902,480,2.121,6554,1.547,0.843,1.751,0.908,3.034,1.773,0,2.779,15.2849,2.5735,2.697,0.664,0.018,4.068,7.438,1.341,1.712,1.313,1.872,1.141,1.243,1.707,1.871,3.951,0,0,78.297,0,176.044,0,0,7.564,3.314,0,-1.174,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2.601,1.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,10,2,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.627,20.475,-4.86,Pharmaceuticals,7
5444,5445,130.09,10.841,6,0,2,0,1,0,0,33.3,16.7,16.7,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.701,33,1.53,243,2.618,0.881,0.184,1.921,3.085,0.5,0,2,8.998,3.7199,1.39,0.733,0.047,3.784,8.201,1.054,0.713,0,0,2.059,0,0,0,2.943,0,14.96,0,0,18.168,0,0,6.857,3.185,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,-2.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.612,-1.88,Pharmaceuticals,7
6374,6375,407.84,9.063,13,0,1,0,3,1,1,46.7,2.2,4.4,8.9,4,5,1,0,0,1,49.049,0,0,0,0,0,0,0.888,1258,2.641,15273,5.999,0.887,2.361,0.689,3.745,1.746,0.611,2.259,14.0037,2.0087,3.887,1.022,0.007,3.976,8.513,6.09,4.378,1.296,1.1,1.402,1.026,1.947,0.854,3.857,10.883,45.832,46.908,0,181.127,0,0,7.248,4.731,14.378,-0.528,2.116,0,2,2,0,0,0,0,0,1,1,1,1,0,1,0,3,0,0,5,1,0,0,0,0,1,0,0,3,0,1.618,0,5.161,0,1.49,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5,6,0,0,0,0,0,0,0,0,10,12,0,0,5,0,0,36,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,23.94,36.759,-5.55,Pharmaceuticals,7
3399,3400,400.22,11.435,7,1,0,0,9,0,0,37.1,0,11.4,25.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0.742,1244,2.406,3958,6.174,1.97,0.978,1.11,3.135,1.995,0.75,1.336,17.3689,3.5166,4.298,1.568,0.005,3.802,8.52,0.796,3.8,1.302,0.658,1.201,0.918,1.281,0.847,3.598,0,0,23.279,0,86.348,0,0,7.019,4.273,15.467,-1,3.02,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,9,0,-5.75,0,0,-1.753,-2.437,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,12.409,21.854,-4.38,Pharmaceuticals,7
4599,4600,530.72,6.892,15,4,2,0,0,0,0,41.6,2.6,6.5,0,6,16,4,2,2,2,0,0,0,0,207.178,0,0,0.956,2629,3.237,208388,2.922,1.166,6.716,0.47,3.777,2.49,0.517,3.44,21.6254,1.453,5.482,0.92,0.005,3.964,7.437,17.477,8.115,1.125,1.089,0.985,1.11,1.077,1.172,3.955,44.126,2.757,0,0,159.098,0,0,7.3,4.35,12.137,1,2.285,2,4,5,2,2,1,0,1,0,0,0,0,1,1,0,1,0,1,18,0,1,3,4,0,1,0,1,0,0,1.301,0,0,1.382,3.252,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,3,0,4,1,1,1,0,1,0,0,0,0,0,7,10,9,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,13.763,17.492,-4.54,Pharmaceuticals,7
6392,6393,169.67,7.377,6,0,1,0,0,1,1,39.1,4.3,0,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.12,94,1.936,401,1.001,1.705,0.687,1.317,2.84,1.684,0.642,1.637,9.0046,2.6406,2.362,0.298,0.038,3.639,4.759,5.386,2.08,1.494,1.726,1.318,0.928,1.536,1.723,3.706,8.825,38.81,0,38.81,100.736,0,0,6.455,2.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.977,0,0,0,1.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.478,6.001,-3.55,Pharmaceuticals,7
