,No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
6822,6823,398.53,7.117,18,1,0,0,0,0,0,48.2,0,5.4,0,6,11,7,0,0,1,0,0,0,289.19,0,0,0,0.951,1352,2.908,79768,2.57,0.659,5.796,0.434,3.188,2.619,0.894,2.697,13.4833,1.4222,4.507,0.554,0.008,3.94,7.478,11.941,5.866,1.176,0.845,0.904,1.017,1.203,0.417,3.982,0,0,0,0,119.292,0,0,7.412,3.775,0,0,0,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,7.858,0,0,-0.903,4.149,1.959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,1,2,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.387,36.041,-5.92,Pharmaceuticals,7
5177,5178,172.19,7.827,6,0,0,0,2,0,0,40.9,0,4.5,9.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.897,108,1.918,480,2.516,1.124,0.474,1.769,3.049,1.41,0.796,1.714,10.2866,3.3632,2.072,0.627,0.034,3.794,8.21,4.142,2.393,3.62,0,0.371,0.02,5.246,0,3.402,17.65,29.92,0,0,67.507,0,0,7.032,3.769,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1.258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.494,4.924,-4.01,Pharmaceuticals,7
5600,5601,606.86,6.896,6,0,0,1,5,0,1,36.4,0,3.4,5.7,4,10,3,1,1,2,0,0,0,0,141.167,0,0,1.167,3878,3.234,81342,6.792,2.571,7.475,0.335,2.918,3.542,0.563,2.087,18.3644,1.226,8.813,1.216,0.003,3.932,8.531,22.463,10.746,0.786,0.886,0.448,0.925,0.485,0.69,4.034,18.40078477,10.07585933,12.86358422,11.05507456,112.575,0,0,6.984,4.649,14.368,0.952,2.95,1,6,4,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,29,0,0,0,6,2,0,0,0,3,0,11.959,0,0,0,3.044,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,40,18,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,37.991,13.7689722,-6.63,Pharmaceuticals,7
6256,6257,340.5,6.425,4,3,0,0,0,0,0,41.5,0,5.7,0,4,10,3,1,1,2,0,0,0,0,59.815,0,0,1.051,741,2.759,25830,1.979,1.127,5.47,0.716,2.964,2.764,0.481,3.672,20.5644,1.691,4.098,0.554,0.009,3.753,7.435,12.545,5.964,0.804,1.056,1.006,0.759,0.972,1.485,3.803,17.65,52.123,0,0,103.265,0,0,6.52,4.296,11.735,-0.644,1.277,1,8,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,19,1,0,5,2,0,1,0,0,0,0,7.953,5.925,2.907,1.455,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.257,20.744,-4.92,Pharmaceuticals,7
4658,4659,343.84,8.187,13,1,3,0,0,1,1,42.9,7.1,4.8,2.4,4,7,2,0,0,0,0,0,47.788,0,0,159.196,0,0.923,764,2.402,19183,1.497,0.566,2.434,0.727,3.444,1.948,0.589,3.427,18.5057,2.0523,3.365,0.75,0.009,3.968,6.313,7.722,3.713,1.317,1.625,0.941,1.208,1.02,1.963,3.842,8.396,0,39.149,0,135.083,0,0,7.159,3.508,0.8,-0.717,0.86,0,0,0,0,0,0,1,0,0,1,1,1,4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3.718,0,0,0.838,3.664,0,0,4.542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,1,1,0,1,0,0,0,6,7,2,0,0,0,0,0,0,0,5,1,0,0,18,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5.979,13.617,-3.47,Pharmaceuticals,7
4297,4298,272.78,7.372,6,0,1,0,0,1,1,35.1,2.7,8.1,2.7,2,2,0,0,0,0,0,0,0,0,0,0,0,1.031,360,2.394,2757,1.227,1.047,1.344,0.815,3.12,2.089,0.561,1.881,11.9101,2.2692,3.294,0.736,0.01,3.788,4.827,9.236,3.52,0.905,1.083,0.888,1.057,0.734,0.996,3.832,18.40078477,10.07585933,12.86358422,11.05507456,115.124,0,0,6.802,3.303,0,-1.414,0.86,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,3.598,0,0,0,1.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,3,4,2,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1.62,13.7689722,-2.47,Pharmaceuticals,7
4494,4495,290.14,7.842,18,0,0,0,0,0,0,48.6,0,8.1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.881,780,2.401,4368,2.202,0,1.209,0.656,1.785,3.425,2.191,1.776,10.6571,1.9777,3.593,0.428,0.008,3.661,4.91,6.341,3.82,1.168,1.07,1.971,0.795,0.911,0.547,3.786,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,6.503,3.038,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.466,37.938,-4.14,Pharmaceuticals,7
6255,6256,102.15,6.009,1,1,0,0,0,0,0,29.4,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,27,1.557,52,2.359,1.557,0.151,2.107,2.292,1.796,1.114,1,6,2.9311,1.989,0.401,0.067,3.328,7.477,4.048,1.593,0,0,3.21,0,0,0,3.21,8.825,0,0,0,17.339,0,0,4.612,3.596,11.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,2.081,0,0,-0.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,1.821,-2.24,Pharmaceuticals,7
6791,6792,382.28,8.89,7,1,1,0,0,0,1,39.5,2.3,9.3,2.3,4,7,3,1,0,0,32.149,0,71.798,83.524,0,0,0,1.018,662,2.496,11697,2.011,0.832,3.213,0.582,3.488,1.939,0.576,2.16,11.2325,1.5898,4.046,0.82,0.008,6.88,7.431,7.497,4.445,0.827,1.497,1.381,0.886,1.367,1.031,3.992,8.396,0,45.954,45.954,110.757,0,0,6.869,3.897,11.856,-0.854,0.86,0,7,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,1.372,0,0,-0.344,1.58,0,0,2.362,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,1,1,0,0,0,6,4,3,0,0,0,0,0,0,0,7,2,0,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.169,2.472,-3.13,Pharmaceuticals,7
6898,6899,430.921,8.978,15,3,2,1,0,1,3,39.6,4.2,8.3,2.1,3,6,2,0,0,0,0,0,68.045,0,0,213.615,0,1.167,1308,2.605,17546,4.641,1.85,4.115,0.715,3.745,1.84,0.307,2.695,20.2133,2.2129,4.796,-1.214,0.008,4.74,7.715,10.105,8.017,1.098,1.141,0.64,0.606,0.812,0.868,3.932,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.829,4.757,11.051,-0.364,1.193,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,2,0,0,2,2,0,1,0,0,0,0,2.532,0,0,-0.167,2.762,0,0,1.306,0,0,0,0,0,0,-3.724,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,6,8,4,0,11,0,0,0,34,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,6.551,13.7689722,-3.57,Pharmaceuticals,7
3299,3300,444.96,7.946,17,0,4,0,0,1,1,39.3,7.1,7.1,1.8,4,5,1,0,0,1,0,0,0,0,0,0,0,0.929,1793,3.112,30787,1.641,0.646,2.456,0.46,3.756,2.051,0.549,2.104,14.31,1.6749,5.084,1.011,0.005,3.983,6.315,11.022,4.996,0.863,1.064,1.014,0.846,0.807,0.938,3.973,10.883,2.328,39.149,0,152.45,0,0,7.513,3.298,0.054,0.282,0.86,0,0,0,0,0,0,1,0,1,2,1,1,6,0,0,5,1,0,0,0,1,0,0,2,2,0,2,0,0,5.965,0,0,0,2.848,1.51,0,2.378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0,1,2,2,2,1,2,2,0,0,7,5,4,0,0,0,0,0,0,0,3,1,0,0,31,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,4.212,13.916,-3.13,Pharmaceuticals,7
5003,5004,372.44,8.661,17,5,0,1,1,0,1,46.5,0,9.3,2.3,3,4,1,1,1,0,0,0,0,0,108.199,0,0,1.05,1026,2.632,12289,4.187,1.156,2.598,0.675,3.649,1.777,0.5,2.1,14.7012,2.2511,3.955,0.863,0.01,4.716,8.201,8.913,4.748,0.906,0.798,0.987,0.85,0.972,0.779,4.042,16.016,14.96,0,0,131.101,0,6.046,7.661,5.18,11.361,-1,2.397,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,-0.188,0,0,1.197,1.945,0,0,0,0,0,0,0,0,0,-3.27,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,2,2,0,25,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,17.714,13.763,-4.97,Pharmaceuticals,7
3807,3808,255.34,7.093,13,1,1,0,0,0,0,44.4,2.8,5.6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.918,470,2.089,1966,2.897,1.144,1.368,1.206,2.782,2.387,1.542,1.68,11.2021,2.6885,2.919,0.489,0.017,3.824,7.428,7.523,3.434,1.004,0.729,0.921,1.059,0.404,0.131,3.729,16.793,0,0,0,122.631,0,0,7.148,4.404,12.163,-1.295,1.313,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357,1.139,0,0,1.403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.298,4.722,-3.52,Pharmaceuticals,7
5023,5024,484.73,6.64,26,2,2,0,0,0,0,47.9,2.7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.98,2946,2.986,26145,1.041,0,3.765,0.399,2.662,3.527,1.26,1.631,11.143,1.3769,5.978,0.244,0.004,3.712,4.557,16.189,7.051,0.998,0.985,1.156,0.97,0.969,0.979,3.87,0,0,0,0,251.13,0,0,6.758,3.555,3.228,1,0.916,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5.205,0,0,0,5.25,0,0,5.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.682,62.815,-6.47,Pharmaceuticals,7
6281,6282,363.87,7.742,13,1,1,0,0,1,1,40.4,2.1,8.5,2.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.996,1080,2.661,4340,2.288,1.749,1.622,0.846,3.446,2.109,0.442,1.531,13.2675,2.4843,4.136,0.848,0.007,3.723,7.427,9.466,4.564,0.895,0.831,0.967,0.973,0.764,0.967,3.814,8.825,0,0,0,161.185,0,0,6.818,3.619,9.544,-0.83,1.151,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0.378,0,0,-0.345,1.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,4,7,3,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,5.715,10.144,-3.42,Pharmaceuticals,7
4597,4598,430.97,7.561,14,2,2,0,0,1,1,40.4,3.5,7,1.8,3,6,2,1,2,0,0,0,0,0,225.568,0,0,0.979,1506,2.937,18738,2.722,2.36,2.887,0.546,3.603,2.23,0.483,2.04,16.3196,1.7734,5.421,0.905,0.005,4.026,7.477,11.766,5.481,0.88,0.823,1.352,0.806,1.65,1.49,3.745,16.793,6.763,39.149,0,160.492,0,0,7.365,3.792,11.528,-0.207,2.184,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,2,0,0,0,5,0,1,0,0,0,0,2.924,0,0,-1.775,4.724,0,0,2.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,0,2,0,1,0,0,0,2,4,9,0,0,0,0,1,1,3,18,7,0,0,22,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11.282,20.807,-4.25,Pharmaceuticals,7
6338,6339,517.62,8.216,12,6,5,1,0,0,1,36.5,7.9,11.1,0,4,5,1,1,0,0,0,80.079,144.69,0,0,0,0,0.95,2606,3.063,24697,2.787,0.889,4.282,0.524,3.74,2.237,0.576,1.7,13.2568,1.7083,5.634,1.249,0.004,4.032,7.5,11.882,5.673,0.949,1.08,1.253,0.979,1.154,1.119,3.894,26.476,16.047,0,32.22,139.583,0,0,6.774,4.952,11.785,0.664,2.377,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0.497,0,0,-5.026,0.403,0,0,3.346,0,0,0,0,0,1.282,0,0,1,0,0,0,0,0,4,1,1,1,1,0,4,5,1,7,0,1,0,0,0,2,3,8,0,0,0,0,3,0,2,3,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,1,1,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0.153,0.045,-1.72,Pharmaceuticals,7
5449,5450,353.46,8.033,14,2,3,1,1,0,1,36.4,6.8,6.8,2.3,2,2,0,0,0,0,0,0,0,0,0,0,0,1.105,786,2.44,4819,4.454,1.285,1.737,1.027,3.628,1.832,0.887,1.69,14.0801,3.1821,3.345,0.931,0.011,4.71,8.201,11.317,4.418,1.51,1.027,0.934,1.7,0.842,1.363,3.966,33.237,16.859,0,0,99.854,0,5.807,7.543,4.379,0,-1,0.4,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,6,0,0,1,0,0,0,0,2,0,0,-0.302,0,0,0,1.642,0,0,0.979,0,0,0,0,0,0,-3.538,0,0,0,0,0,0,0,0,2,0,0,1,0,6,0,4,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,6,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4.941,10.688,-3.28,Pharmaceuticals,7
5983,5984,410.54,7.202,13,3,4,0,1,0,0,40.4,7,3.5,1.8,5,7,2,1,1,1,0,0,0,0,125.248,0,0,0.967,1376,3.036,53500,1.926,0.496,3.646,0.388,3.42,2.413,0.645,2.405,13.6287,1.2732,5.385,0.858,0.005,3.987,8.201,12.374,5.461,1.101,1.092,0.779,1.015,1.251,1.196,3.915,8.825,19.796,0,0,93.146,0,0,7.518,3.841,5.377,0.098,1.055,0,5,1,1,1,0,0,0,0,0,1,0,4,0,1,1,1,1,2,0,0,3,11,0,1,0,1,0,0,9.269,0,0,2.854,0.613,1.432,0,4.287,0,0,5.387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,4,1,0,0,0,0,14,14,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13.056,11.006,-4.46,Pharmaceuticals,7
4674,4675,118.96,16.994,1,0,0,0,0,0,1,42.9,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.031,4,1,10,0.84,1,0,3.132,2.522,0.286,0,1,3,3.2508,0.983,0.136,0.31,6.866,5.328,4.175,0.416,0,0,0,0,0,0,3.209,0,52.123,45.954,45.954,88.71,0,0,4,2.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.66,4.731,2.347,0,0,0,0,0,0,0,0,0,0,0,0,3.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.539,4.767,-2.99,Pharmaceuticals,7
5008,5009,470.51,8.255,19,1,6,0,1,0,0,38.6,10.5,8.8,1.8,4,5,1,0,0,1,0,0,0,0,0,0,0,0.82,2092,3.125,44884,2.364,0.928,2.171,0.452,3.728,2.105,0.838,1.98,14.6516,1.8138,4.919,1.216,0.004,3.88,8.201,9.999,4.578,0.69,0.967,0.941,0.892,0.849,1.328,3.896,50.3,23.843,0,0,143.691,0,0,7.111,4.104,9.16,0.352,0.892,0,0,1,0,0,0,0,0,0,4,1,3,0,1,0,6,0,0,0,0,1,0,6,0,4,0,3,0,0,0,0,0,-0.338,1.969,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,3,0,0,3,0,1,4,3,0,5,3,1,0,0,6,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,3,0,0,4,0,4.155,15.065,-3.12,Pharmaceuticals,7
3995,3996,450.77,5.706,10,4,0,0,0,0,0,39.2,0,2.5,0,2,3,1,0,0,1,0,0,0,0,0,0,0,1.168,2187,3.389,13968,1.672,2.941,3.118,0.496,2.683,3.621,0.988,1.514,17.1545,1.7085,7.547,0.401,0.004,3.912,7.436,19.157,8.832,1.183,0.814,0.616,1.215,0.85,0.799,3.74,52.951,0,0,0,151.873,0,0,7.249,3.813,0,-0.012,0.68,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,12.258,0,0,2.595,1.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.538,105.079,-7.06,Pharmaceuticals,7
5316,5317,402.54,6.493,4,4,0,0,0,0,0,32.3,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1692,2.824,2162,3.341,2.798,1.278,2.161,2.341,3.613,1.674,1,27,6.0141,5.131,1.09,0.005,3.673,7.443,14.66,6.106,1.365,1.239,1.052,1.014,1.775,1.36,3.543,35.301,0,0,0,98.12,0,0,5.705,4.247,13.126,-0.439,2.443,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,15,0,0,7,6,0,4,0,0,0,0,3.585,0,0,-3.252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,10,8,0,0,0,0,11,7,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.105,13.862,-3.66,Pharmaceuticals,7
